Término,Patrón N+ADJ,Estado,Noun en Glosario,Adj en Glosario,Contexto Completo
jornada,N/A,No encontrado,No,No,"
JORNADA: a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la  [jornada] de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
jornada,N/A,No encontrado,No,No,"
JORNADA: y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de  [jornada] , para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
jornada,N/A,No encontrado,No,No,"
JORNADA: así lo requieran. 8. Las personas trabajadoras tienen derecho a solicitar las adaptaciones de la duración y distribución de la  [jornada] de trabajo, en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
jornada,N/A,No encontrado,No,No,"
JORNADA: la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social. 9. La empresa garantizará el registro diario de  [jornada] , que deberá incluir el horario concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
jornada,N/A,No encontrado,No,No,"
JORNADA: La empresa garantizará el registro diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la  [jornada] de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
jornada,N/A,No encontrado,No,No,"
JORNADA: empresario previa consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de  [jornada] ."
edad,N/A,No encontrado,No,No,"
EDAD: como de otras personas dependientes cuando, en este último caso, convivan en el mismo domicilio, y que por razones de  [edad] , accidente o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición."
defecto,N/A,No encontrado,No,No,"
DEFECTO: será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual. 2. Mediante convenio colectivo o, en su  [defecto] , por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año."
defecto,N/A,No encontrado,No,No,"
DEFECTO: los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En  [defecto] de pacto, la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo."
defecto,N/A,No encontrado,No,No,"
DEFECTO: y la hora de la prestación de trabajo resultante de aquella. La compensación de las diferencias, por exceso o por  [defecto] , entre la jornada realizada y la duración máxima de  la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
defecto,N/A,No encontrado,No,No,"
DEFECTO: colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores. En  [defecto] de pacto, las diferencias derivadas de la distribución irregular de la jornada deberán quedar compensadas en el plazo de doce meses desde que se produzcan."
defecto,N/A,No encontrado,No,No,"
DEFECTO: horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su  [defecto] , acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
defecto,N/A,No encontrado,No,No,"
DEFECTO: de la flexibilidad horaria que se establece en este artículo. Mediante negociación colectiva o acuerdo de empresa o, en su  [defecto] , decisión del empresario previa consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de jornada."
consanguinidad,N/A,No encontrado,No,No,"
CONSANGUINIDAD: de cuidado respecto de los hijos e hijas mayores de doce años, el cónyuge o pareja de hecho, familiares por  [consanguinidad] hasta el segundo grado de la persona trabajadora, así como de otras personas dependientes cuando, en este último caso, convivan en el mismo domicilio, y que por razones de edad, accidente o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: Artículo 34. Jornada. 1. La duración de la jornada de  [trabajo] será la pactada en los convenios colectivos o contratos de trabajo."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: 34. Jornada. 1. La duración de la jornada de trabajo será la pactada en los convenios colectivos o contratos de  [trabajo] ."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: trabajo será la pactada en los convenios colectivos o contratos de trabajo. La duración máxima de la jornada ordinaria de  [trabajo] será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: colectivos o contratos de trabajo. La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de  [trabajo] efectivo de promedio en cómputo anual."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de  [trabajo] ."
trabajo,trabajo resultante,Parcialmente encontrado,Sí,No,"
TRABAJO: el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de  [trabajo] resultante de aquella."
trabajo,trabajo legal,Parcialmente encontrado,Sí,Sí,"
TRABAJO: las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de la jornada ordinaria de  [trabajo] legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
trabajo,trabajo efectivo,Parcialmente encontrado,Sí,No,"
TRABAJO: de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas. El número de horas ordinarias de  [trabajo] efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
trabajo,trabajo diario,Parcialmente encontrado,Sí,No,"
TRABAJO: en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de  [trabajo] diario, respetando en todo caso el descanso entre jornadas."
trabajo,trabajo efectivo,Parcialmente encontrado,Sí,No,"
TRABAJO: caso el descanso entre jornadas. Los trabajadores menores de dieciocho años no podrán realizar más de ocho horas diarias de  [trabajo] efectivo, incluyendo, en su caso, el tiempo dedicado a la formación y, si trabajasen para varios empleadores, las horas realizadas con cada uno de ellos."
trabajo,trabajo efectivo,Parcialmente encontrado,Sí,No,"
TRABAJO: de descanso durante la misma de duración no inferior a quince minutos. Este periodo de descanso se considerará tiempo de  [trabajo] efectivo cuando así esté establecido o se establezca por convenio colectivo o contrato de trabajo."
trabajo,trabajo efectivo,Parcialmente encontrado,Sí,No,"
TRABAJO: descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio colectivo o contrato de  [trabajo] ."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: establecerse siempre que la duración de la jornada diaria continuada exceda de cuatro horas y media. 5. El tiempo de  [trabajo] se computará de modo que tanto al comienzo como al final de la jornada diaria el trabajador se encuentre en su puesto de trabajo."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: modo que tanto al comienzo como al final de la jornada diaria el trabajador se encuentre en su puesto de  [trabajo] ."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: por la empresa el calendario laboral, debiendo exponerse un ejemplar del mismo en un lugar visible de cada centro de  [trabajo] ."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: un lugar visible de cada centro de trabajo. 7. El Gobierno, a propuesta de la persona titular del Ministerio de  [trabajo] , Migraciones y Seguridad Social y previa consulta  a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de  [trabajo] y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: requieran. 8. Las personas trabajadoras tienen derecho a solicitar las adaptaciones de la duración y distribución de la jornada de  [trabajo] , en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: a solicitar las adaptaciones de la duración y distribución de la jornada de trabajo, en la ordenación del tiempo de  [trabajo] y en la forma de prestación, incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: de trabajo, en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su  [trabajo] a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: garantizará el registro diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la jornada de  [trabajo] de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
trabajo,N/A,No encontrado,No,No,"
TRABAJO: durante cuatro años y permanecerán a disposición de las personas trabajadoras, de sus representantes legales y de la Inspección de  [trabajo] y Seguridad Social."
cónyuge,N/A,No encontrado,No,No,"
CÓNYUGE: tendrán ese derecho aquellas que tengan necesidades de cuidado respecto de los hijos e hijas mayores de doce años, el  [cónyuge] o pareja de hecho, familiares por consanguinidad hasta el segundo grado de la persona trabajadora, así como de otras personas dependientes cuando, en este último caso, convivan en el mismo domicilio, y que por razones de edad, accidente o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición."
contrato,N/A,No encontrado,No,No,"
CONTRATO: periodo de descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio colectivo o  [contrato] de trabajo."
negociación colectiva,N/A,No encontrado,No,No,"
NEGOCIACIÓN COLECTIVA: o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición. En la  [negociación colectiva] se podrán establecer, con respeto a lo dispuesto en este apartado, los términos de su ejercicio, que se acomodarán a criterios y sistemas que garanticen la ausencia de discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo."
negociación colectiva,N/A,No encontrado,No,No,"
NEGOCIACIÓN COLECTIVA: jornada de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo. Mediante  [negociación colectiva] o acuerdo de empresa o, en su defecto, decisión del empresario previa consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de jornada."
procedimiento,procedimiento establecido,Parcialmente encontrado,Sí,No,"
PROCEDIMIENTO: surgidas entre la dirección de la empresa y la persona trabajadora serán resueltas por la jurisdicción social, a través del  [procedimiento] establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
jurisdicción,jurisdicción social,Encontrado en glosario,Sí,Sí,"
JURISDICCIÓN: y 48 bis. Las discrepancias surgidas entre la dirección de la empresa y la persona trabajadora serán resueltas por la  [jurisdicción] social, a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
jurisdicción,jurisdicción social,Encontrado en glosario,Sí,Sí,"
JURISDICCIÓN: a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la  [jurisdicción] social."
jurisdicción social,N/A,No encontrado,No,No,"
JURISDICCIÓN SOCIAL: y 48 bis. Las discrepancias surgidas entre la dirección de la empresa y la persona trabajadora serán resueltas por la  [jurisdicción social] , a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
jurisdicción social,N/A,No encontrado,No,No,"
JURISDICCIÓN SOCIAL: a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la  [jurisdicción social] ."
formación,N/A,No encontrado,No,No,"
FORMACIÓN: no podrán realizar más de ocho horas diarias de trabajo efectivo, incluyendo, en su caso, el tiempo dedicado a la  [formación] y, si trabajasen para varios empleadores, las horas realizadas con cada uno de ellos."
empresa,N/A,No encontrado,No,No,"
EMPRESA: de trabajo efectivo de promedio en cómputo anual. 2. Mediante convenio colectivo o, en su defecto, por acuerdo entre la  [empresa] y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año."
empresa,N/A,No encontrado,No,No,"
EMPRESA: trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En defecto de pacto, la  [empresa] podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo."
empresa,N/A,No encontrado,No,No,"
EMPRESA: pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la  [empresa] y los representantes de los trabajadores."
empresa,N/A,No encontrado,No,No,"
EMPRESA: efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la  [empresa] y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
empresa,N/A,No encontrado,No,No,"
EMPRESA: final de la jornada diaria el trabajador se encuentre en su puesto de trabajo. 6. Anualmente se elaborará por la  [empresa] el calendario laboral, debiendo exponerse un ejemplar del mismo en un lugar visible de cada centro de trabajo."
empresa,N/A,No encontrado,No,No,"
EMPRESA: y proporcionadas en relación con las necesidades de la persona trabajadora y con las necesidades organizativas o productivas de la  [empresa] ."
empresa,N/A,No encontrado,No,No,"
EMPRESA: la ausencia de discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo. En su ausencia, la  [empresa] , ante la solicitud de la persona trabajadora, abrirá un proceso de negociación con esta que tendrá que desarrollarse con la máxima celeridad y, en todo caso, durante un periodo máximo de quince días, presumiéndose su concesión si no concurre oposición motivada expresa en este plazo."
empresa,N/A,No encontrado,No,No,"
EMPRESA: quince días, presumiéndose su concesión si no concurre oposición motivada expresa en este plazo. Finalizado el proceso de negociación, la  [empresa] , por escrito, comunicará la aceptación de la petición."
empresa,N/A,No encontrado,No,No,"
EMPRESA: motivaron la solicitud. En el resto de los supuestos, de concurrir un cambio de circunstancias que así lo justifique, la  [empresa] sólo podrá denegar el regreso solicitado cuando existan razones objetivas motivadas para ello."
empresa,N/A,No encontrado,No,No,"
EMPRESA: de acuerdo con lo establecido en el artículo 37 y 48 bis. Las discrepancias surgidas entre la dirección de la  [empresa] y la persona trabajadora serán resueltas por la jurisdicción social, a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
empresa,N/A,No encontrado,No,No,"
EMPRESA: establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social. 9. La  [empresa] garantizará el registro diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
empresa,N/A,No encontrado,No,No,"
EMPRESA: persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo. Mediante negociación colectiva o acuerdo de  [empresa] o, en su defecto, decisión del empresario previa consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de jornada."
empresa,N/A,No encontrado,No,No,"
EMPRESA: de empresa o, en su defecto, decisión del empresario previa consulta con los representantes legales de los trabajadores en la  [empresa] , se organizará y documentará este registro de jornada."
empresa,N/A,No encontrado,No,No,"
EMPRESA: consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de jornada. La  [empresa] conservará los registros a que se refiere este precepto durante cuatro años y permanecerán a disposición de las personas trabajadoras, de sus representantes legales y de la Inspección de Trabajo y Seguridad Social."
cómputo anual,N/A,No encontrado,No,No,"
CÓMPUTO ANUAL: La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en  [cómputo anual] ."
contrato de trabajo,N/A,No encontrado,No,No,"
CONTRATO DE TRABAJO: periodo de descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio colectivo o  [contrato de trabajo] ."
jornada de trabajo,N/A,No encontrado,No,No,"
JORNADA DE TRABAJO: Artículo 34. Jornada. 1. La duración de la  [jornada de trabajo] será la pactada en los convenios colectivos o contratos de trabajo."
jornada de trabajo,N/A,No encontrado,No,No,"
JORNADA DE TRABAJO: de pacto, la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la  [jornada de trabajo] ."
jornada de trabajo,N/A,No encontrado,No,No,"
JORNADA DE TRABAJO: a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la  [jornada de trabajo] y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
jornada de trabajo,N/A,No encontrado,No,No,"
JORNADA DE TRABAJO: así lo requieran. 8. Las personas trabajadoras tienen derecho a solicitar las adaptaciones de la duración y distribución de la  [jornada de trabajo] , en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
jornada de trabajo,N/A,No encontrado,No,No,"
JORNADA DE TRABAJO: La empresa garantizará el registro diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la  [jornada de trabajo] de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
concurrir,N/A,No encontrado,No,No,"
CONCURRIR: período acordado o previsto o cuando decaigan las causas que motivaron la solicitud. En el resto de los supuestos, de  [concurrir] un cambio de circunstancias que así lo justifique, la empresa sólo podrá denegar el regreso solicitado cuando existan razones objetivas motivadas para ello."
ley,N/A,No encontrado,No,No,"
LEY: de trabajo. Dicha distribución deberá respetar en todo caso los periodos mínimos de descanso diario y semanal previstos en la  [ley] y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella."
ley,N/A,No encontrado,No,No,"
LEY: la persona trabajadora serán resueltas por la jurisdicción social, a través del procedimiento establecido en el artículo 139 de la  [ley] 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
trabajador,N/A,No encontrado,No,No,"
TRABAJADOR: distribución deberá respetar en todo caso los periodos mínimos de descanso diario y semanal previstos en la ley y el  [trabajador] deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella."
trabajador,N/A,No encontrado,No,No,"
TRABAJADOR: El tiempo de trabajo se computará de modo que tanto al comienzo como al final de la jornada diaria el  [trabajador] se encuentre en su puesto de trabajo."
trabajo efectivo,N/A,No encontrado,No,No,"
TRABAJO EFECTIVO: colectivos o contratos de trabajo. La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de  [trabajo efectivo] de promedio en cómputo anual."
trabajo efectivo,N/A,No encontrado,No,No,"
TRABAJO EFECTIVO: de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas. El número de horas ordinarias de  [trabajo efectivo] no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
trabajo efectivo,N/A,No encontrado,No,No,"
TRABAJO EFECTIVO: caso el descanso entre jornadas. Los trabajadores menores de dieciocho años no podrán realizar más de ocho horas diarias de  [trabajo efectivo] , incluyendo, en su caso, el tiempo dedicado a la formación y, si trabajasen para varios empleadores, las horas realizadas con cada uno de ellos."
trabajo efectivo,N/A,No encontrado,No,No,"
TRABAJO EFECTIVO: de descanso durante la misma de duración no inferior a quince minutos. Este periodo de descanso se considerará tiempo de  [trabajo efectivo] cuando así esté establecido o se establezca por convenio colectivo o contrato de trabajo."
precepto,N/A,No encontrado,No,No,"
PRECEPTO: la empresa, se organizará y documentará este registro de jornada. La empresa conservará los registros a que se refiere este  [precepto] durante cuatro años y permanecerán a disposición de las personas trabajadoras, de sus representantes legales y de la Inspección de Trabajo y Seguridad Social."
ausencia,N/A,No encontrado,No,No,"
AUSENCIA: lo dispuesto en este apartado, los términos de su ejercicio, que se acomodarán a criterios y sistemas que garanticen la  [ausencia] de discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo."
ausencia,N/A,No encontrado,No,No,"
AUSENCIA: que garanticen la ausencia de discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo. En su  [ausencia] , la empresa, ante la solicitud de la persona trabajadora, abrirá un proceso de negociación con esta que tendrá que desarrollarse con la máxima celeridad y, en todo caso, durante un periodo máximo de quince días, presumiéndose su concesión si no concurre oposición motivada expresa en este plazo."
descanso,descanso diario,Encontrado en glosario,Sí,Sí,"
DESCANSO: el diez por ciento de la jornada de trabajo. Dicha distribución deberá respetar en todo caso los periodos mínimos de  [descanso] diario y semanal previstos en la ley y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella."
descanso,N/A,No encontrado,No,No,"
DESCANSO: y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el  [descanso] entre jornadas."
descanso,N/A,No encontrado,No,No,"
DESCANSO: ellos. 4. Siempre que la duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de  [descanso] durante la misma de duración no inferior a quince minutos."
descanso,N/A,No encontrado,No,No,"
DESCANSO: horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos. Este periodo de  [descanso] se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio colectivo o contrato de trabajo."
descanso,N/A,No encontrado,No,No,"
DESCANSO: por convenio colectivo o contrato de trabajo. En el caso de los trabajadores menores de dieciocho años, el periodo de  [descanso] tendrá una duración mínima de treinta minutos, y deberá establecerse siempre que la duración de la jornada diaria continuada exceda de cuatro horas y media."
titular,persona titular,Parcialmente encontrado,Sí,Sí,"
TITULAR: ejemplar del mismo en un lugar visible de cada centro de trabajo. 7. El Gobierno, a propuesta de la persona  [titular] del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta  a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
