Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"ausencia, la empresa, ante la solicitud de la persona trabajadora, abrirá un proceso de negociación con esta que tendrá que negociación colectiva la máxima celeridad y, en todo caso, durante un periodo máximo de quince días, presumiéndose"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"concurre oposición motivada expresa en este plazo. finalizado el proceso de negociación, la empresa, por escrito, comunicará la aceptación de personas trabajadoras en caso contrario, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"la petición. en caso contrario, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la persona trabajadora o persona trabajadora la negativa a su ejercicio. cuando se plantee una propuesta alternativa o se deniegue la"
periodo máximo,No encontrado,No,No,No,No,"ejercicio. cuando se plantee una propuesta alternativa o se deniegue la petición, se motivarán las razones objetivas en las que periodo máximo la decisión. la persona trabajadora tendrá derecho a regresar a la situación anterior a la"
oposición motivada,Parcialmente encontrado,No,Sí,No,No,se motivarán las razones objetivas en las que se sustenta la decisión. la persona trabajadora tendrá derecho a regresar a oposición motivada anterior a la adaptación una vez concluido el período acordado o previsto o cuando decaigan
caso contrario,No encontrado,No,No,No,No,"vez concluido el período acordado o previsto o cuando decaigan las causas que motivaron la solicitud. en el resto de caso contrario de concurrir un cambio de circunstancias que así lo justifique, la empresa sólo podrá denegar"
propuesta alternativa,No encontrado,No,No,No,No,"o previsto o cuando decaigan las causas que motivaron la solicitud. en el resto de los supuestos, de concurrir un propuesta alternativa circunstancias que así lo justifique, la empresa sólo podrá denegar el regreso solicitado cuando existan"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"solicitud. en el resto de los supuestos, de concurrir un cambio de circunstancias que así lo justifique, la empresa sólo persona trabajadora el regreso solicitado cuando existan razones objetivas motivadas para ello. lo dispuesto en los párrafos"
propuesta alternativa,No encontrado,No,No,No,No,"lo justifique, la empresa sólo podrá denegar el regreso solicitado cuando existan razones objetivas motivadas para ello. lo dispuesto en propuesta alternativa anteriores se entiende, en todo caso, sin perjuicio de los permisos a los que tenga"
razones objetivas,Parcialmente encontrado,No,Sí,Sí,Sí,"existan razones objetivas motivadas para ello. lo dispuesto en los párrafos anteriores se entiende, en todo caso, sin perjuicio de razones objetivas a los que tenga derecho la persona trabajadora de acuerdo con lo establecido en el"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"anteriores se entiende, en todo caso, sin perjuicio de los permisos a los que tenga derecho la persona trabajadora de persona trabajadora lo establecido en el artículo y bis. las discrepancias surgidas entre la dirección de la"
situación anterior,No encontrado,No,No,No,No,de los permisos a los que tenga derecho la persona trabajadora de acuerdo con lo establecido en el artículo y situación anterior discrepancias surgidas entre la dirección de la empresa y la persona trabajadora serán resueltas por
período acordado,No encontrado,No,No,No,No,"persona trabajadora de acuerdo con lo establecido en el artículo y bis. las discrepancias surgidas entre la dirección de la período acordado la persona trabajadora serán resueltas por la jurisdicción social, a través del procedimiento establecido en"
regreso solicitado,No encontrado,No,No,No,No,"artículo de la ley /, de de octubre, reguladora de la jurisdicción social. . la empresa garantizará el registro diario regreso solicitado que deberá incluir el horario concreto de inicio y finalización de la jornada de trabajo"
razones objetivas,Parcialmente encontrado,No,Sí,Sí,Sí,"/, de de octubre, reguladora de la jurisdicción social. . la empresa garantizará el registro diario de jornada, que deberá razones objetivas horario concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora,"
párrafos anteriores,No encontrado,No,No,No,No,"la empresa garantizará el registro diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la párrafos anteriores trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"jornada de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo. mediante persona trabajadora o acuerdo de empresa o, en su defecto, decisión del empresario previa consulta con los"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"de empresa o, en su defecto, decisión del empresario previa consulta con los representantes legales de los trabajadores en la persona trabajadora organizará y documentará este registro de jornada. la empresa conservará los registros a que se"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,"decisión del empresario previa consulta con los representantes legales de los trabajadores en la empresa, se organizará y documentará este jurisdicción social jornada. la empresa conservará los registros a que se refiere este precepto durante cuatro años"
procedimiento establecido,Parcialmente encontrado,No,Sí,No,No,"los representantes legales de los trabajadores en la empresa, se organizará y documentará este registro de jornada. la empresa conservará procedimiento establecido a que se refiere este precepto durante cuatro años y permanecerán a disposición de las"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,la empresa conservará los registros a que se refiere este precepto durante cuatro años y permanecerán a disposición de las jurisdicción social de sus representantes legales y de la inspección de trabajo y seguridad social.
registro diario,Parcialmente encontrado,No,Sí,No,No,"refiere este precepto durante cuatro años y permanecerán a disposición de las personas trabajadoras, de sus representantes legales y de registro diario de trabajo y seguridad social."
horario concreto,No encontrado,No,No,No,No,"disposición de las personas trabajadoras, de sus representantes legales y de la inspección de trabajo y seguridad social. horario concreto"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,de trabajo y seguridad social. persona trabajadora
flexibilidad horaria,Parcialmente encontrado,No,Sí,No,No,flexibilidad horaria
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,negociación colectiva
empresario previa,Parcialmente encontrado,No,Sí,Sí,Sí,empresario previa
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,representantes legales
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,representantes legales
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,seguridad social
