Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
periodo de descanso,periodo,de,descanso,periodo,descanso,periodo de descanso,No,No,Sí,No,No,Parcialmente encontrado,"o contrato de trabajo. En el caso de los trabajadores menores de dieciocho años, el periodo de descanso tendrá una duración mínima de treinta minutos, y deberá establecerse siempre que la duración de"
periodo de descanso,periodo,de,descanso,periodo,descanso,periodo de descanso,No,No,Sí,No,No,Parcialmente encontrado,"periodo de descanso tendrá una duración mínima de treinta minutos, y deberá establecerse siempre que periodo de descanso la jornada diaria continuada exceda de cuatro horas y media. 5. El tiempo de trabajo"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"duración mínima de treinta minutos, y deberá establecerse siempre que la duración de la jornada tiempo de trabajo de cuatro horas y media. 5. El tiempo de trabajo se computará de modo que"
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,diaria continuada exceda de cuatro horas y media. 5. El tiempo de trabajo se computará contrato de trabajo tanto al comienzo como al final de la jornada diaria el trabajador se encuentre en
periodo de descanso,periodo,de,descanso,periodo,descanso,periodo de descanso,No,No,Sí,No,No,Parcialmente encontrado,"que tanto al comienzo como al final de la jornada diaria el trabajador se encuentre periodo de descanso de trabajo. 6. Anualmente se elaborará por la empresa el calendario laboral, debiendo exponerse un"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"del mismo en un lugar visible de cada centro de trabajo. 7. El Gobierno, a tiempo de trabajo persona titular del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta a las"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"Migraciones y Seguridad Social y previa consulta a las organizaciones sindicales y empresariales más representativas, puesto de trabajo o limitaciones en la ordenación y duración de la jornada de trabajo y de los"
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, centro de trabajo trabajos y categorías profesionales que por sus peculiaridades así lo requieran. 8. Las personas trabajadoras"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación jornada de trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y"
obligaciones de registro,obligaciones,de,registro,obligaciones,registro,obligaciones de registro,No,No,Sí,No,No,Parcialmente encontrado,"la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación obligaciones de registro familiar y laboral. Dichas adaptaciones deberán ser razonables y proporcionadas en relación con las necesidades"
registro de jornada,registro,de,jornada,registro,jornada,registro de jornada,No,Sí,No,No,No,Parcialmente encontrado,"de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la registro de jornada laboral. Dichas adaptaciones deberán ser razonables y proporcionadas en relación con las necesidades de la"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"organizativas o productivas de la empresa. En el caso de que tengan hijos o hijas, jornada de trabajo tienen derecho a efectuar dicha solicitud hasta que los hijos o hijas cumplan doce años."
ordenación del tiempo,ordenación,del,tiempo,ordenación,tiempo,ordenación del tiempo,No,No,No,Sí,No,No encontrado,"En el caso de que tengan hijos o hijas, las personas trabajadoras tienen derecho a ordenación del tiempo hasta que los hijos o hijas cumplan doce años. Asimismo, tendrán ese derecho aquellas que"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"caso de que tengan hijos o hijas, las personas trabajadoras tienen derecho a efectuar dicha tiempo de trabajo los hijos o hijas cumplan doce años. Asimismo, tendrán ese derecho aquellas que tengan necesidades"
forma de prestación,forma,de,prestación,forma,prestación,forma de prestación,No,No,Sí,No,Sí,Parcialmente encontrado,"hijas, las personas trabajadoras tienen derecho a efectuar dicha solicitud hasta que los hijos o forma de prestación años. Asimismo, tendrán ese derecho aquellas que tengan necesidades de cuidado respecto de los hijos"
trabajo a distancia,trabajo,a,distancia,trabajo,distancia,trabajo a distancia,No,Sí,No,No,No,Parcialmente encontrado,"solicitud hasta que los hijos o hijas cumplan doce años. Asimismo, tendrán ese derecho aquellas trabajo a distancia de cuidado respecto de los hijos e hijas mayores de doce años, el cónyuge o"
necesidades de cuidado,necesidades,de,cuidado,necesidad,cuidado,necesidad de cuidado,No,Sí,No,No,No,Parcialmente encontrado,"fundamenta su petición. En la negociación colectiva se podrán establecer, con respeto a lo dispuesto necesidades de cuidado los términos de su ejercicio, que se acomodarán a criterios y sistemas que garanticen la"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"apartado, los términos de su ejercicio, que se acomodarán a criterios y sistemas que garanticen pareja de hecho discriminación, tanto directa como indirecta, entre personas trabajadoras de uno y otro sexo. En su"
familiares por consanguinidad,familiares,por,consanguinidad,familiares,consanguinidad,familiares por consanguinidad,No,No,Sí,No,No,Parcialmente encontrado,"su ejercicio, que se acomodarán a criterios y sistemas que garanticen la ausencia de discriminación, familiares por consanguinidad indirecta, entre personas trabajadoras de uno y otro sexo. En su ausencia, la empresa, ante"
razones de edad,razones,de,edad,razón,edad,razón de edad,No,Sí,No,No,No,Parcialmente encontrado,"solicitud de la persona trabajadora, abrirá un proceso de negociación con esta que tendrá que razones de edad máxima celeridad y, en todo caso, durante un periodo máximo de quince días, presumiéndose su"
ausencia de discriminación,ausencia,de,discriminación,ausencia,discriminación,ausencia de discriminación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"caso contrario, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la persona ausencia de discriminación manifestará la negativa a su ejercicio. Cuando se plantee una propuesta alternativa o se deniegue"
proceso de negociación,proceso,de,negociación,proceso,negociación,proceso de negociación,No,Sí,Sí,No,Sí,Parcialmente encontrado,se motivarán las razones objetivas en las que se sustenta la decisión. La persona trabajadora proceso de negociación regresar a la situación anterior a la adaptación una vez concluido el período acordado o
proceso de negociación,proceso,de,negociación,proceso,negociación,proceso de negociación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"En el resto de los supuestos, de concurrir un cambio de circunstancias que así lo proceso de negociación sólo podrá denegar el regreso solicitado cuando existan razones objetivas motivadas para ello. Lo dispuesto"
necesidades de conciliación,necesidades,de,conciliación,necesidades,conciliación,necesidades de conciliación,No,No,Sí,No,Sí,Parcialmente encontrado,"para ello. Lo dispuesto en los párrafos anteriores se entiende, en todo caso, sin perjuicio necesidades de conciliación a los que tenga derecho la persona trabajadora de acuerdo con lo establecido en el"
cambio de circunstancias,cambio,de,circunstancias,cambio,circunstancias,cambio de circunstancias,No,Sí,No,No,No,Parcialmente encontrado,"diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la cambio de circunstancias de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,jornada de trabajo
acuerdo de empresa,acuerdo,de,empresa,acuerdo,empresa,acuerdo de empresa,No,Sí,Sí,No,No,Parcialmente encontrado,acuerdo de empresa
decisión del empresario,decisión,del,empresario,decisión,empresario,decisión del empresario,No,Sí,Sí,Sí,No,Parcialmente encontrado,decisión del empresario
registro de jornada,registro,de,jornada,registro,jornada,registro de jornada,No,Sí,No,No,No,Parcialmente encontrado,registro de jornada
