Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
especialidades formativas,No encontrado,No,No,No,No,"procesos formativos en el ámbito de la formación profesional, los estudios universitarios o del catálogo de especialidades formativas del sistema especialidades formativas empleo, se realizará de acuerdo con las siguientes reglas: a se podrá celebrar con personas"
sistema nacional,Parcialmente encontrado,No,No,Sí,No,"el ámbito de la formación profesional, los estudios universitarios o del catálogo de especialidades formativas del sistema nacional de empleo, sistema nacional de acuerdo con las siguientes reglas: a se podrá celebrar con personas que carezcan de"
cualificación profesional,Parcialmente encontrado,No,No,Sí,Sí,con las siguientes reglas: a se podrá celebrar con personas que carezcan de la cualificación profesional reconocida por las titulaciones cualificación profesional requeridos para concertar un contrato formativo para la obtención de práctica profesional regulada en el
certificados requeridos,Parcialmente encontrado,No,Sí,No,No,"celebrar con personas que carezcan de la cualificación profesional reconocida por las titulaciones o certificados requeridos para concertar un contrato certificados requeridos la obtención de práctica profesional regulada en el apartado . sin perjuicio de lo anterior,"
contrato formativo,Parcialmente encontrado,No,Sí,No,No,"de la cualificación profesional reconocida por las titulaciones o certificados requeridos para concertar un contrato formativo para la obtención de contrato formativo regulada en el apartado . sin perjuicio de lo anterior, se podrán realizar contratos vinculados"
práctica profesional,Parcialmente encontrado,No,No,Sí,Sí,"las titulaciones o certificados requeridos para concertar un contrato formativo para la obtención de práctica profesional regulada en el apartado práctica profesional perjuicio de lo anterior, se podrán realizar contratos vinculados a estudios de formación profesional o"
contratos vinculados,Parcialmente encontrado,No,Sí,No,No,"regulada en el apartado . sin perjuicio de lo anterior, se podrán realizar contratos vinculados a estudios de formación profesional contratos vinculados con personas que posean otra titulación siempre que no haya tenido otro contrato formativo previo"
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"sin perjuicio de lo anterior, se podrán realizar contratos vinculados a estudios de formación profesional o universitaria con personas que formación profesional titulación siempre que no haya tenido otro contrato formativo previo en una formación del mismo"
contrato formativo,Parcialmente encontrado,No,Sí,No,No,universitaria con personas que posean otra titulación siempre que no haya tenido otro contrato formativo previo en una formación del contrato formativo formativo y del mismo sector productivo. b en el supuesto de que el contrato se
nivel formativo,No encontrado,No,No,No,No,que no haya tenido otro contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo. nivel formativo el supuesto de que el contrato se suscriba en el marco de certificados de profesionalidad
sector productivo,No encontrado,No,No,No,No,"contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo. b en el supuesto de sector productivo contrato se suscriba en el marco de certificados de profesionalidad de nivel y , y"
programas públicos,Parcialmente encontrado,No,Sí,Sí,Sí,"en el marco de certificados de profesionalidad de nivel y , y programas públicos o privados de formación en alternancia programas públicos que formen parte del catálogo de especialidades formativas del sistema nacional de empleo, el contrato"
especialidades formativas,No encontrado,No,No,No,No,"formación en alternancia de empleo–formación, que formen parte del catálogo de especialidades formativas del sistema nacional de empleo, el contrato especialidades formativas ser concertado con personas de hasta treinta años. c la actividad desempeñada por la persona"
sistema nacional,Parcialmente encontrado,No,No,Sí,No,"de empleo–formación, que formen parte del catálogo de especialidades formativas del sistema nacional de empleo, el contrato solo podrá ser sistema nacional personas de hasta treinta años. c la actividad desempeñada por la persona trabajadora en la"
actividad desempeñada,Parcialmente encontrado,No,Sí,No,No,"concertado con personas de hasta treinta años. c la actividad desempeñada por la persona trabajadora en la empresa deberá estar actividad desempeñada con las actividades formativas que justifican la contratación laboral, coordinándose e integrándose en un programa"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"hasta treinta años. c la actividad desempeñada por la persona trabajadora en la empresa deberá estar directamente relacionada con las persona trabajadora que justifican la contratación laboral, coordinándose e integrándose en un programa de formación común, elaborado"
actividades formativas,Parcialmente encontrado,No,Sí,No,No,"en la empresa deberá estar directamente relacionada con las actividades formativas que justifican la contratación laboral, coordinándose e integrándose en actividades formativas de formación común, elaborado en el marco de los acuerdos y convenios de cooperación suscritos"
contratación laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"directamente relacionada con las actividades formativas que justifican la contratación laboral, coordinándose e integrándose en un programa de formación común, contratación laboral el marco de los acuerdos y convenios de cooperación suscritos por las autoridades laborales o"
formación común,Parcialmente encontrado,No,No,Sí,Sí,"laboral, coordinándose e integrándose en un programa de formación común, elaborado en el marco de los acuerdos y convenios de formación común por las autoridades laborales o educativas de formación profesional o universidades con empresas y entidades"
cooperación suscritos,Parcialmente encontrado,No,Sí,No,No,marco de los acuerdos y convenios de cooperación suscritos por las autoridades laborales o educativas de formación profesional o universidades cooperación suscritos y entidades colaboradoras. d la persona contratada contará con una persona tutora designada por el
autoridades laborales,Parcialmente encontrado,No,Sí,Sí,Sí,y convenios de cooperación suscritos por las autoridades laborales o educativas de formación profesional o universidades con empresas y entidades autoridades laborales la persona contratada contará con una persona tutora designada por el centro o entidad de
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,por las autoridades laborales o educativas de formación profesional o universidades con empresas y entidades colaboradoras. d la persona contratada formación profesional una persona tutora designada por el centro o entidad de formación y otra designada por
entidades colaboradoras,Parcialmente encontrado,No,Sí,Sí,No,"formación profesional o universidades con empresas y entidades colaboradoras. d la persona contratada contará con una persona tutora designada por entidades colaboradoras o entidad de formación y otra designada por la empresa. esta última, que deberá contar"
persona contratada,Parcialmente encontrado,No,Sí,Sí,No,"empresas y entidades colaboradoras. d la persona contratada contará con una persona tutora designada por el centro o entidad de persona contratada otra designada por la empresa. esta última, que deberá contar con la formación o experiencia"
persona tutora,Parcialmente encontrado,No,Sí,Sí,No,"la persona contratada contará con una persona tutora designada por el centro o entidad de formación y otra designada por persona tutora esta última, que deberá contar con la formación o experiencia adecuadas para tales tareas, tendrá"
experiencia adecuadas,No encontrado,No,No,No,No,"con la formación o experiencia adecuadas para tales tareas, tendrá como función dar seguimiento al plan formativo individual en la experiencia adecuadas lo previsto en el acuerdo de cooperación concertado con el centro o entidad formativa. dicho"
plan formativo,Parcialmente encontrado,No,Sí,No,No,"dar seguimiento al plan formativo individual en la empresa, según lo previsto en el acuerdo de cooperación concertado con el plan formativo entidad formativa. dicho centro o entidad deberá, a su vez, garantizar la coordinación con la"
cooperación concertado,Parcialmente encontrado,No,Sí,No,No,"acuerdo de cooperación concertado con el centro o entidad formativa. dicho centro o entidad deberá, a su vez, garantizar la cooperación concertado la persona tutora en la empresa. e los centros de formación profesional, las entidades formativas"
entidad formativa,Parcialmente encontrado,No,Sí,No,No,"centro o entidad formativa. dicho centro o entidad deberá, a su vez, garantizar la coordinación con la persona tutora en entidad formativa e los centros de formación profesional, las entidades formativas acreditadas o inscritas y los centros"
persona tutora,Parcialmente encontrado,No,Sí,Sí,No,"tutora en la empresa. e los centros de formación profesional, las entidades formativas acreditadas o inscritas y los centros universitarios, persona tutora marco de los acuerdos y convenios de cooperación, elaborarán, con la participación de la empresa,"
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"las entidades formativas acreditadas o inscritas y los centros universitarios, en el marco de los acuerdos y convenios de cooperación, formación profesional la participación de la empresa, los planes formativos individuales donde se especifique el contenido de"
entidades formativas,Parcialmente encontrado,No,Sí,No,No,"o inscritas y los centros universitarios, en el marco de los acuerdos y convenios de cooperación, elaborarán, con la participación entidades formativas empresa, los planes formativos individuales donde se especifique el contenido de la formación, el calendario"
centros universitarios,No encontrado,No,No,No,No,"el marco de los acuerdos y convenios de cooperación, elaborarán, con la participación de la empresa, los planes formativos individuales centros universitarios especifique el contenido de la formación, el calendario y las actividades y los requisitos de"
planes formativos,Parcialmente encontrado,No,Sí,No,No,"contenido de la formación, el calendario y las actividades y los requisitos de tutoría para el cumplimiento de sus objetivos. planes formativos parte sustancial de este contrato tanto la formación teórica dispensada por el centro o entidad"
parte sustancial,Parcialmente encontrado,No,Sí,No,No,"dispensada por el centro o entidad de formación o la propia empresa, cuando así se establezca, como la correspondiente formación parte sustancial por la empresa y el centro. reglamentariamente se desarrollarán el sistema de impartición y las"
formación teórica,Parcialmente encontrado,No,No,Sí,No,"formación o la propia empresa, cuando así se establezca, como la correspondiente formación práctica dispensada por la empresa y el formación teórica se desarrollarán el sistema de impartición y las características de la formación, así como los"
formación práctica,No encontrado,No,No,No,No,"desarrollarán el sistema de impartición y las características de la formación, así como los aspectos relacionados con la financiación de formación práctica formativa. g la duración del contrato será la prevista en el correspondiente plan o programa"
aspectos relacionados,No encontrado,No,No,No,No,"contrato será la prevista en el correspondiente plan o programa formativo, con un mínimo de tres meses y un máximo aspectos relacionados años, y podrá desarrollarse al amparo de un solo contrato de forma no continuada, a"
actividad formativa,Parcialmente encontrado,No,Sí,No,No,"plan o programa formativo, con un mínimo de tres meses y un máximo de dos años, y podrá desarrollarse al actividad formativa un solo contrato de forma no continuada, a lo largo de diversos periodos anuales coincidentes"
programa formativo,Parcialmente encontrado,No,Sí,No,No,"y podrá desarrollarse al amparo de un solo contrato de forma no continuada, a lo largo de diversos periodos anuales programa formativo los estudios, de estar previsto en el plan o programa formativo. en caso de que"
periodos anuales,No encontrado,No,No,No,No,"de que el contrato se hubiera concertado por una duración inferior a la máxima legal establecida y no se hubiera periodos anuales título, certificado, acreditación o diploma asociado al contrato formativo, podrá prorrogarse mediante acuerdo de las"
programa formativo,Parcialmente encontrado,No,Sí,No,No,"legal establecida y no se hubiera obtenido el título, certificado, acreditación o diploma asociado al contrato formativo, podrá prorrogarse mediante programa formativo las partes, hasta la obtención de dicho título, certificado, acreditación o diploma sin superar nunca"
duración inferior,No encontrado,No,No,No,No,"al contrato formativo, podrá prorrogarse mediante acuerdo de las partes, hasta la obtención de dicho título, certificado, acreditación o diploma duración inferior nunca la duración máxima de dos años. h solo podrá celebrarse un contrato de formación"
contrato formativo,Parcialmente encontrado,No,Sí,No,No,"nunca la duración máxima de dos años. h solo podrá celebrarse un contrato de formación en alternancia por cada ciclo contrato formativo formación pro fesional y titulación universitaria, certificado de profesionalidad o itinerario de especialidades formativas del"
duración máxima,No encontrado,No,No,No,No,"universitaria, certificado de profesionalidad o itinerario de especialidades formativas del catálogo de especialidades formativas del sistema nacional de empleo. no duración máxima formalizarse contratos de formación en alternancia con varias empresas en base al mismo ciclo, certificado"
ciclo formativo,No encontrado,No,No,No,No,"empleo. no obstante, podrán formalizarse contratos de formación en alternancia con varias empresas en base al mismo ciclo, certificado de ciclo formativo itinerario de especialidades del catálogo citado, siempre que dichos contratos respondan a distintas actividades vinculadas"
titulación universitaria,No encontrado,No,No,No,No,"formación en alternancia con varias empresas en base al mismo ciclo, certificado de profesionalidad o itinerario de especialidades del catálogo titulación universitaria que dichos contratos respondan a distintas actividades vinculadas al ciclo, al plan o al programa"
especialidades formativas,No encontrado,No,No,No,No,"mismo ciclo, certificado de profesionalidad o itinerario de especialidades del catálogo citado, siempre que dichos contratos respondan a distintas actividades especialidades formativas ciclo, al plan o al programa formativo y sin que la duración máxima de todos"
especialidades formativas,No encontrado,No,No,No,No,"o itinerario de especialidades del catálogo citado, siempre que dichos contratos respondan a distintas actividades vinculadas al ciclo, al plan especialidades formativas programa formativo y sin que la duración máxima de todos los contratos pueda exceder el"
sistema nacional,Parcialmente encontrado,No,No,Sí,No,"especialidades del catálogo citado, siempre que dichos contratos respondan a distintas actividades vinculadas al ciclo, al plan o al programa sistema nacional sin que la duración máxima de todos los contratos pueda exceder el límite previsto en"
catálogo citado,No encontrado,No,No,No,No,"exceder el límite previsto en el apartado anterior. i el tiempo de trabajo efectivo, que habrá de ser compatible con catálogo citado dedicado a las actividades formativas en el centro de formación, no podrá ser superior al"
actividades vinculadas,Parcialmente encontrado,No,Sí,No,No,"tiempo de trabajo efectivo, que habrá de ser compatible con el tiempo dedicado a las actividades formativas en el centro actividades vinculadas no podrá ser superior al por ciento, durante el primer año, o al por ciento,"
programa formativo,Parcialmente encontrado,No,Sí,No,No,"con el tiempo dedicado a las actividades formativas en el centro de formación, no podrá ser superior al por ciento, programa formativo primer año, o al por ciento, durante el segundo, de la jornada máxima prevista en"
duración máxima,No encontrado,No,No,No,No,"actividades formativas en el centro de formación, no podrá ser superior al por ciento, durante el primer año, o al duración máxima durante el segundo, de la jornada máxima prevista en el convenio colectivo de aplicación en"
límite previsto,No encontrado,No,No,No,No,"ser superior al por ciento, durante el primer año, o al por ciento, durante el segundo, de la jornada máxima límite previsto el convenio colectivo de aplicación en la empresa, o, en su defecto, de la jornada"
apartado anterior,No encontrado,No,No,No,No,"ciento, durante el primer año, o al por ciento, durante el segundo, de la jornada máxima prevista en el convenio apartado anterior aplicación en la empresa, o, en su defecto, de la jornada máxima legal. j no"
trabajo efectivo,Parcialmente encontrado,No,Sí,No,No,"por ciento, durante el segundo, de la jornada máxima prevista en el convenio colectivo de aplicación en la empresa, o, trabajo efectivo defecto, de la jornada máxima legal. j no se podrán celebrar contratos formativos en alternancia"
tiempo dedicado,No encontrado,No,No,No,No,"en el convenio colectivo de aplicación en la empresa, o, en su defecto, de la jornada máxima legal. j no tiempo dedicado celebrar contratos formativos en alternancia cuando la actividad o puesto de trabajo correspondiente al contrato"
actividades formativas,Parcialmente encontrado,No,Sí,No,No,"de aplicación en la empresa, o, en su defecto, de la jornada máxima legal. j no se podrán celebrar contratos actividades formativas alternancia cuando la actividad o puesto de trabajo correspondiente al contrato haya sido desempeñado con"
jornada máxima,No encontrado,No,No,No,No,contrato haya sido desempeñado con anterioridad por la persona trabajadora en la misma empresa bajo cualquier modalidad por tiempo superior jornada máxima meses. k las personas contratadas con contrato de formación en alternancia no podrán realizar horas
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"anterioridad por la persona trabajadora en la misma empresa bajo cualquier modalidad por tiempo superior a seis meses. k las convenio colectivo con contrato de formación en alternancia no podrán realizar horas complementarias ni horas extraordinarias, salvo"
jornada máxima,No encontrado,No,No,No,No,"seis meses. k las personas contratadas con contrato de formación en alternancia no podrán realizar horas complementarias ni horas extraordinarias, jornada máxima el supuesto previsto en el artículo .. tampoco podrán realizar trabajos nocturnos ni trabajo a"
contratos formativos,Parcialmente encontrado,No,Sí,No,No,"formación en alternancia no podrán realizar horas complementarias ni horas extraordinarias, salvo en el supuesto previsto en el artículo .. contratos formativos realizar trabajos nocturnos ni trabajo a turnos. excepcionalmente, podrán realizarse actividades laborales en los citados"
trabajo correspondiente,Parcialmente encontrado,No,Sí,No,No,"extraordinarias, salvo en el supuesto previsto en el artículo .. tampoco podrán realizar trabajos nocturnos ni trabajo a turnos. excepcionalmente, trabajo correspondiente actividades laborales en los citados periodos cuando las actividades formativas para la adquisición de los"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"podrán realizar trabajos nocturnos ni trabajo a turnos. excepcionalmente, podrán realizarse actividades laborales en los citados periodos cuando las actividades persona trabajadora la adquisición de los aprendizajes previstos en el plan formativo no puedan desarrollarse en otros"
tiempo superior,Parcialmente encontrado,No,No,Sí,No,"realizarse actividades laborales en los citados periodos cuando las actividades formativas para la adquisición de los aprendizajes previstos en el tiempo superior no puedan desarrollarse en otros periodos, debido a la naturaleza de la actividad. l no"
personas contratadas,Parcialmente encontrado,No,Sí,Sí,No,"las actividades formativas para la adquisición de los aprendizajes previstos en el plan formativo no puedan desarrollarse en otros periodos, personas contratadas la naturaleza de la actividad. l no podrá establecerse periodo de prueba en estos contratos."
horas complementarias,No encontrado,No,No,No,No,"el plan formativo no puedan desarrollarse en otros periodos, debido a la naturaleza de la actividad. l no podrá establecerse horas complementarias prueba en estos contratos. m la retribución será la establecida para estos contratos en el"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"no puedan desarrollarse en otros periodos, debido a la naturaleza de la actividad. l no podrá establecerse periodo de prueba horas extraordinarias contratos. m la retribución será la establecida para estos contratos en el convenio colectivo de"
trabajos nocturnos,Parcialmente encontrado,No,Sí,No,No,"podrá establecerse periodo de prueba en estos contratos. m la retribución será la establecida para estos contratos en el convenio trabajos nocturnos aplicación. en defecto de previsión convencional, la retribución no podrá ser infe rior al sesenta"
actividades laborales,Parcialmente encontrado,No,Sí,Sí,Sí,"será la establecida para estos contratos en el convenio colectivo de aplicación. en defecto de previsión convencional, la retribución no actividades laborales infe rior al sesenta por ciento el primer año ni al setenta y cinco por"
actividades formativas,Parcialmente encontrado,No,Sí,No,No,"convenio colectivo de aplicación. en defecto de previsión convencional, la retribución no podrá ser infe rior al sesenta por ciento actividades formativas año ni al setenta y cinco por ciento el segundo, respecto de la fijada en"
aprendizajes previstos,Parcialmente encontrado,No,Sí,No,No,"previsión convencional, la retribución no podrá ser infe rior al sesenta por ciento el primer año ni al setenta y aprendizajes previstos ciento el segundo, respecto de la fijada en convenio para el grupo profesional y nivel"
plan formativo,Parcialmente encontrado,No,Sí,No,No,no podrá ser infe rior al sesenta por ciento el primer año ni al setenta y cinco por ciento el plan formativo de la fijada en convenio para el grupo profesional y nivel retributivo correspondiente a las
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,en proporción al tiempo de trabajo efectivo. en ningún caso la retribución podrá ser inferior al salario mínimo interprofesional en convenio colectivo tiempo de trabajo efectivo. . el contrato formativo para la obtención de la práctica profesional
previsión convencional,No encontrado,No,No,No,No,ningún caso la retribución podrá ser inferior al salario mínimo interprofesional en proporción al tiempo de trabajo efectivo. . el previsión convencional para la obtención de la práctica profesional adecuada al nivel de estudios se regirá por
grupo profesional,Encontrado en glosario,Sí,No,Sí,Sí,"regirá por las siguientes reglas: a podrá concertarse con quienes estuviesen en posesión de un título universitario o de un grupo profesional grado medio o superior, especialista, máster profesional o certificado del sistema de formación profesional, de"
nivel retributivo,Encontrado en glosario,Sí,No,No,No,"siguientes reglas: a podrá concertarse con quienes estuviesen en posesión de un título universitario o de un título de grado nivel retributivo superior, especialista, máster profesional o certificado del sistema de formación profesional, de acuerdo con lo"
funciones desempeñadas,No encontrado,No,No,No,No,"con quienes estuviesen en posesión de un título universitario o de un título de grado medio o superior, especialista, máster funciones desempeñadas certificado del sistema de formación profesional, de acuerdo con lo previsto en la ley orgánica"
trabajo efectivo,Parcialmente encontrado,No,Sí,No,No,"universitario o de un título de grado medio o superior, especialista, máster profesional o certificado del sistema de formación profesional, trabajo efectivo con lo previsto en la ley orgánica /, de de junio, de las cualificaciones y"
salario mínimo,Parcialmente encontrado,No,Sí,No,No,"profesional o certificado del sistema de formación profesional, de acuerdo con lo previsto en la ley orgánica /, de de salario mínimo las cualificaciones y de la formación profesional, así como con quienes posean un título equivalente"
trabajo efectivo,Parcialmente encontrado,No,Sí,No,No,"de acuerdo con lo previsto en la ley orgánica /, de de junio, de las cualificaciones y de la formación trabajo efectivo como con quienes posean un título equivalente de enseñanzas artísticas o deportivas del sistema educativo,"
contrato formativo,Parcialmente encontrado,No,Sí,No,No,"en la ley orgánica /, de de junio, de las cualificaciones y de la formación profesional, así como con quienes contrato formativo título equivalente de enseñanzas artísticas o deportivas del sistema educativo, que habiliten o capaciten para"
práctica profesional,Parcialmente encontrado,No,No,Sí,Sí,"junio, de las cualificaciones y de la formación profesional, así como con quienes posean un título equivalente de enseñanzas artísticas práctica profesional del sistema educativo, que habiliten o capaciten para el ejercicio de la actividad laboral. b"
título universitario,Parcialmente encontrado,No,Sí,No,No,"educativo, que habiliten o capaciten para el ejercicio de la actividad laboral. b el contrato de trabajo para la obtención título universitario profesional deberá concertarse dentro de los tres años, o de los cinco años si se"
grado medio,No encontrado,No,No,No,No,"ejercicio de la actividad laboral. b el contrato de trabajo para la obtención de práctica profesional deberá concertarse dentro de grado medio años, o de los cinco años si se concierta con una persona con discapacidad, siguientes"
máster profesional,Parcialmente encontrado,No,No,Sí,Sí,"contrato de trabajo para la obtención de práctica profesional deberá concertarse dentro de los tres años, o de los cinco máster profesional se concierta con una persona con discapacidad, siguientes a la terminación de los correspondientes estudios."
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"práctica profesional deberá concertarse dentro de los tres años, o de los cinco años si se concierta con una persona formación profesional siguientes a la terminación de los correspondientes estudios. no podrá suscribirse con quien ya haya"
ley orgánica,Encontrado en glosario,Sí,Sí,No,No,"de los cinco años si se concierta con una persona con discapacidad, siguientes a la terminación de los correspondientes estudios. ley orgánica suscribirse con quien ya haya obtenido experiencia profesional o realizado actividad formativa en la misma"
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"la terminación de los correspondientes estudios. no podrá suscribirse con quien ya haya obtenido experiencia profesional o realizado actividad formativa formación profesional misma actividad dentro de la empresa por un tiempo superior a tres meses, sin que"
título equivalente,Parcialmente encontrado,No,Sí,No,No,"con quien ya haya obtenido experiencia profesional o realizado actividad formativa en la misma actividad dentro de la empresa por título equivalente superior a tres meses, sin que se computen a estos efectos los periodos de formación"
enseñanzas artísticas,No encontrado,No,No,No,No,"haya obtenido experiencia profesional o realizado actividad formativa en la misma actividad dentro de la empresa por un tiempo superior enseñanzas artísticas meses, sin que se computen a estos efectos los periodos de formación o prácticas que"
sistema educativo,No encontrado,No,No,No,No,"realizado actividad formativa en la misma actividad dentro de la empresa por un tiempo superior a tres meses, sin que sistema educativo a estos efectos los periodos de formación o prácticas que formen parte del currículo exigido"
actividad laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"un tiempo superior a tres meses, sin que se computen a estos efectos los periodos de formación o prácticas que actividad laboral del currículo exigido para la obtención de la titulación o certificado que habilita esta contratación."
práctica profesional,Parcialmente encontrado,No,No,Sí,Sí,efectos los periodos de formación o prácticas que formen parte del currículo exigido para la obtención de la titulación o práctica profesional habilita esta contratación. c la duración de este contrato no podrá ser inferior a seis
experiencia profesional,Parcialmente encontrado,No,No,Sí,Sí,"un año. dentro de estos límites los convenios colectivos de ámbito sectorial estatal o autonómico, o en su defecto, los experiencia profesional sectoriales de ámbito inferior podrán determinar su duración, atendiendo a las características del sector y"
actividad formativa,Parcialmente encontrado,No,Sí,No,No,"estos límites los convenios colectivos de ámbito sectorial estatal o autonómico, o en su defecto, los convenios colectivos sectoriales de actividad formativa podrán determinar su duración, atendiendo a las características del sector y de las prácticas profesionales"
tiempo superior,Parcialmente encontrado,No,No,Sí,No,"en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar su duración, atendiendo a las características del sector tiempo superior las prácticas profesionales a realizar. d ninguna persona podrá ser contratada en la misma o"
currículo exigido,No encontrado,No,No,No,No,prácticas profesionales a realizar. d ninguna persona podrá ser contratada en la misma o distinta empresa por tiempo superior a currículo exigido previstos en el apartado anterior en virtud de la misma titulación o certificado profesional. tampoco
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"estar contratado en formación en la misma empresa para el mismo puesto de trabajo por tiempo superior a los máximos convenios colectivos el apartado anterior, aunque se trate de distinta titulación o distinto certificado. a los efectos"
ámbito sectorial,Parcialmente encontrado,No,No,Sí,No,"formación en la misma empresa para el mismo puesto de trabajo por tiempo superior a los máximos previstos en el ámbito sectorial aunque se trate de distinta titulación o distinto certificado. a los efectos de este artículo,"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"tiempo superior a los máximos previstos en el apartado anterior, aunque se trate de distinta titulación o distinto certificado. a convenios colectivos de este artículo, los títulos de grado, máster y doctorado correspondientes a los estudios universitarios"
ámbito inferior,No encontrado,No,No,No,No,"máximos previstos en el apartado anterior, aunque se trate de distinta titulación o distinto certificado. a los efectos de este ámbito inferior títulos de grado, máster y doctorado correspondientes a los estudios universitarios no se considerarán la"
prácticas profesionales,Parcialmente encontrado,No,No,Sí,Sí,"los efectos de este artículo, los títulos de grado, máster y doctorado correspondientes a los estudios universitarios no se considerarán prácticas profesionales titulación, salvo que al ser contratado por primera vez mediante un contrato para la realización"
tiempo superior,Parcialmente encontrado,No,No,Sí,No,"se considerarán la misma titulación, salvo que al ser contratado por primera vez mediante un contrato para la realización de tiempo superior la persona trabajadora estuviera ya en posesión del título superior de que se trate. e"
apartado anterior,No encontrado,No,No,No,No,ser contratado por primera vez mediante un contrato para la realización de práctica profesional la persona trabajadora estuviera ya en apartado anterior título superior de que se trate. e se podrá establecer un periodo de prueba que
tiempo superior,Parcialmente encontrado,No,No,Sí,No,"podrá establecer un periodo de prueba que en ningún caso podrá exceder de un mes, salvo lo dispuesto en convenio tiempo superior el puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel"
apartado anterior,No encontrado,No,No,No,No,"ningún caso podrá exceder de un mes, salvo lo dispuesto en convenio colectivo. f el puesto de trabajo deberá permitir apartado anterior de la práctica profesional adecuada al nivel de estudios o de formación objeto del contrato."
estudios universitarios,No encontrado,No,No,No,No,"o de formación objeto del contrato. la empresa elaborará el plan formativo individual en el que se especifique el contenido estudios universitarios práctica profesional, y asignará tutor o tutora que cuente con la formación o experiencia adecuadas"
práctica profesional,Parcialmente encontrado,No,No,Sí,Sí,y asignará tutor o tutora que cuente con la formación o experiencia adecuadas para el seguimiento del plan y el práctica profesional del objeto del contrato. g a la finalización del contrato la persona trabajadora tendrá derecho
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,o tutora que cuente con la formación o experiencia adecuadas para el seguimiento del plan y el correcto cumplimiento del persona trabajadora contrato. g a la finalización del contrato la persona trabajadora tendrá derecho a la certificación
