Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
sistema de impartición,sistema,de,impartición,sistema,impartición,sistema de impartición,No,No,No,No,Sí,No encontrado,"de tres meses y un máximo de dos años, y podrá desarrollarse al amparo de sistema de impartición de forma no continuada, a lo largo de diversos periodos anuales coincidentes con los estudios,"
duración del contrato,duración,del,contrato,duración,contrato,duración del contrato,Sí,No,Sí,Sí,No,Encontrado en glosario,"periodos anuales coincidentes con los estudios, de estar previsto en el plan o programa formativo. duración del contrato que el contrato se hubiera concertado por una duración inferior a la máxima legal establecida"
contrato de forma,contrato,de,forma,contrato,forma,contrato de forma,No,Sí,No,No,No,Parcialmente encontrado,"se hubiera obtenido el título, certificado, acreditación o diploma asociado al contrato formativo, podrá prorrogarse contrato de forma las partes, hasta la obtención de dicho título, certificado, acreditación o diploma sin superar nunca"
contrato de formación,contrato,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"especialidades del Catálogo citado, siempre que dichos contratos respondan a distintas actividades vinculadas al ciclo, contrato de formación al programa formativo y sin que la duración máxima de todos los contratos pueda exceder"
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"Catálogo citado, siempre que dichos contratos respondan a distintas actividades vinculadas al ciclo, al plan formación en alternancia formativo y sin que la duración máxima de todos los contratos pueda exceder el límite"
itinerario de especialidades,itinerario,de,especialidades,itinerario,especialidad,itinerario de especialidad,No,No,No,No,No,No encontrado,"y sin que la duración máxima de todos los contratos pueda exceder el límite previsto itinerario de especialidades anterior. i) El tiempo de trabajo efectivo, que habrá de ser compatible con el tiempo"
contratos de formación,contratos,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"tiempo de trabajo efectivo, que habrá de ser compatible con el tiempo dedicado a las contratos de formación el centro de formación, no podrá ser superior al 65 por ciento, durante el primer"
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"trabajo efectivo, que habrá de ser compatible con el tiempo dedicado a las actividades formativas formación en alternancia de formación, no podrá ser superior al 65 por ciento, durante el primer año, o"
empresas en base,empresas,en,base,empresa,base,empresa en base,No,Sí,No,No,No,Parcialmente encontrado,"ser compatible con el tiempo dedicado a las actividades formativas en el centro de formación, empresas en base superior al 65 por ciento, durante el primer año, o al 85 por ciento, durante"
itinerario de especialidades,itinerario,de,especialidades,itinerario,especialidad,itinerario de especialidad,No,No,No,No,No,No encontrado,"el centro de formación, no podrá ser superior al 65 por ciento, durante el primer itinerario de especialidades 85 por ciento, durante el segundo, de la jornada máxima prevista en el convenio colectivo"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,se podrán celebrar contratos formativos en alternancia cuando la actividad o puesto de trabajo correspondiente tiempo de trabajo sido desempeñado con anterioridad por la persona trabajadora en la misma empresa bajo cualquier modalidad
centro de formación,centro,de,formación,centro,formación,centro de formación,No,No,No,No,Sí,No encontrado,con anterioridad por la persona trabajadora en la misma empresa bajo cualquier modalidad por tiempo centro de formación meses. k) Las personas contratadas con contrato de formación en alternancia no podrán realizar horas
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"adquisición de los aprendizajes previstos en el plan formativo no puedan desarrollarse en otros periodos, puesto de trabajo naturaleza de la actividad. l) No podrá establecerse periodo de prueba en estos contratos. m)"
modalidad por tiempo,modalidad,por,tiempo,modalidad,tiempo,modalidad por tiempo,No,No,No,No,No,No encontrado,"actividad. l) No podrá establecerse periodo de prueba en estos contratos. m) La retribución será modalidad por tiempo estos contratos en el convenio colectivo de aplicación. En defecto de previsión convencional, la retribución"
contrato de formación,contrato,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,la establecida para estos contratos en el convenio colectivo de aplicación. En defecto de previsión contrato de formación no podrá ser infe rior al sesenta por ciento el primer año ni al setenta
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"para estos contratos en el convenio colectivo de aplicación. En defecto de previsión convencional, la formación en alternancia ser infe rior al sesenta por ciento el primer año ni al setenta y cinco"
trabajo a turnos,trabajo,a,turnos,trabajo,turnos,trabajo a turnos,No,Sí,No,No,No,Parcialmente encontrado,"ni al setenta y cinco por ciento el segundo, respecto de la fijada en convenio trabajo a turnos profesional y nivel retributivo correspondiente a las funciones desempeñadas, en proporción al tiempo de trabajo"
periodo de prueba,periodo,de,prueba,periodo,prueba,periodo de prueba,Sí,No,Sí,No,No,Encontrado en glosario,trabajo efectivo. 3. El contrato formativo para la obtención de la práctica profesional adecuada al periodo de prueba se regirá por las siguientes reglas: a) Podrá concertarse con quienes estuviesen en posesión de
defecto de previsión,defecto,de,previsión,defectir,previsión,defectir de previsión,No,No,No,No,Sí,No encontrado,"concertarse con quienes estuviesen en posesión de un título universitario o de un título de defecto de previsión superior, especialista, máster profesional o certificado del sistema de formación profesional, de acuerdo con lo"
fijada en convenio,fijada,en,convenio,fijada,convenio,fijada en convenio,No,No,Sí,No,No,Parcialmente encontrado,"lo previsto en la Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y fijada en convenio Profesional, así como con quienes posean un título equivalente de enseñanzas artísticas o deportivas del"
proporción al tiempo,proporción,al,tiempo,proporción,tiempo,proporción al tiempo,No,No,No,Sí,No,No encontrado,"Formación Profesional, así como con quienes posean un título equivalente de enseñanzas artísticas o deportivas proporción al tiempo que habiliten o capaciten para el ejercicio de la actividad laboral. b) El contrato de"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,así como con quienes posean un título equivalente de enseñanzas artísticas o deportivas del sistema tiempo de trabajo o capaciten para el ejercicio de la actividad laboral. b) El contrato de trabajo para
proporción al tiempo,proporción,al,tiempo,proporción,tiempo,proporción al tiempo,No,No,No,Sí,No,No encontrado,"o capaciten para el ejercicio de la actividad laboral. b) El contrato de trabajo para proporción al tiempo práctica profesional deberá concertarse dentro de los tres años, o de los cinco años si"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"para el ejercicio de la actividad laboral. b) El contrato de trabajo para la obtención tiempo de trabajo deberá concertarse dentro de los tres años, o de los cinco años si se concierta"
nivel de estudios,nivel,de,estudios,nivel,estudio,nivel de estudio,No,No,No,No,No,No encontrado,"dentro de los tres años, o de los cinco años si se concierta con una nivel de estudios siguientes a la terminación de los correspondientes estudios. No podrá suscribirse con quien ya haya"
título de grado,título,de,grado,título,grado,título de grado,No,Sí,No,No,No,Parcialmente encontrado,"podrá suscribirse con quien ya haya obtenido experiencia profesional o realizado actividad formativa en la título de grado de la empresa por un tiempo superior a tres meses, sin que se computen a"
sistema de formación,sistema,de,formación,sistema,formación,sistema de formación,No,No,No,No,Sí,No encontrado,"la misma actividad dentro de la empresa por un tiempo superior a tres meses, sin sistema de formación a estos efectos los periodos de formación o prácticas que formen parte del currículo exigido"
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,"Dentro de estos límites los convenios colectivos de ámbito sectorial estatal o autonómico, o en contrato de trabajo convenios colectivos sectoriales de ámbito inferior podrán determinar su duración, atendiendo a las características del"
obtención de práctica,obtención,de,práctica,obtención,práctico,obtención de práctico,No,No,No,Sí,No,No encontrado,"convenios colectivos de ámbito sectorial estatal o autonómico, o en su defecto, los convenios colectivos obtención de práctica inferior podrán determinar su duración, atendiendo a las características del sector y de las prácticas"
persona con discapacidad,persona,con,discapacidad,persona,discapacidad,persona con discapacidad,No,Sí,No,No,No,Parcialmente encontrado,"duración, atendiendo a las características del sector y de las prácticas profesionales a realizar. d) persona con discapacidad ser contratada en la misma o distinta empresa por tiempo superior a los máximos previstos"
periodos de formación,periodos,de,formación,periodo,formación,periodo de formación,No,No,No,No,Sí,No encontrado,"en formación en la misma empresa para el mismo puesto de trabajo por tiempo superior periodos de formación previstos en el apartado anterior, aunque se trate de distinta titulación o distinto certificado. A"
parte del currículo,parte,del,currículo,parte,currículo,parte del currículo,No,Sí,No,No,No,Parcialmente encontrado,"el mismo puesto de trabajo por tiempo superior a los máximos previstos en el apartado parte del currículo trate de distinta titulación o distinto certificado. A los efectos de este artículo, los títulos"
características del sector,características,del,sector,característica,sector,característica del sector,No,No,No,No,No,No encontrado,"posesión del título superior de que se trate. e) Se podrá establecer un periodo de características del sector ningún caso podrá exceder de un mes, salvo lo dispuesto en convenio colectivo. f) El"
empresa por tiempo,empresa,por,tiempo,empresa,tiempo,empresa por tiempo,No,Sí,No,No,No,Parcialmente encontrado,"mes, salvo lo dispuesto en convenio colectivo. f) El puesto de trabajo deberá permitir la empresa por tiempo práctica profesional adecuada al nivel de estudios o de formación objeto del contrato. La empresa"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"formativo individual en el que se especifique el contenido de la práctica profesional, y asignará puesto de trabajo que cuente con la formación o experiencia adecuadas para el seguimiento del plan y el"
trabajo por tiempo,trabajo,por,tiempo,trabajo,tiempo,trabajo por tiempo,No,Sí,No,No,No,Parcialmente encontrado,"en el que se especifique el contenido de la práctica profesional, y asignará tutor o trabajo por tiempo con la formación o experiencia adecuadas para el seguimiento del plan y el correcto cumplimiento"
títulos de grado,títulos,de,grado,título,grado,título de grado,No,Sí,No,No,No,Parcialmente encontrado,cumplimiento del objeto del contrato. g) A la finalización del contrato la persona trabajadora tendrá títulos de grado certificación del contenido de la práctica realizada. h) Las personas contratadas con contrato de formación
realización de práctica,realización,de,práctica,realización,práctico,realización de práctico,No,No,No,Sí,No,No encontrado,"formación para la obtención de práctica profesional no podrán realizar horas extraordinarias, salvo en el realización de práctica el artículo 35.3. i) La retribución por el tiempo de trabajo efectivo será la fijada"
posesión del título,posesión,del,título,posesión,título,posesión del título,No,Sí,Sí,Sí,No,Parcialmente encontrado,"horas extraordinarias, salvo en el supuesto previsto en el artículo 35.3. i) La retribución por posesión del título trabajo efectivo será la fijada en el convenio colectivo aplicable en la empresa para estos"
periodo de prueba,periodo,de,prueba,periodo,prueba,periodo de prueba,Sí,No,Sí,No,No,Encontrado en glosario,tiempo de trabajo efectivo será la fijada en el convenio colectivo aplicable en la empresa periodo de prueba o en su defecto la del grupo profesional y nivel retributivo correspondiente a las funciones
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,grupo profesional y nivel retributivo correspondiente a las funciones desempeñadas. En ningún caso la retribución puesto de trabajo a la retribución mínima establecida para el contrato para la formación en alternancia ni al
nivel de estudios,nivel,de,estudios,nivel,estudio,nivel de estudio,No,No,No,No,No,No encontrado,la retribución podrá ser inferior a la retribución mínima establecida para el contrato para la nivel de estudios ni al salario mínimo interprofesional en proporción al tiempo de trabajo efectivo. j) Reglamentariamente se
objeto del contrato,objeto,del,contrato,objeto,contrato,objeto del contrato,No,No,Sí,No,No,Parcialmente encontrado,la retribución mínima establecida para el contrato para la formación en alternancia ni al salario objeto del contrato proporción al tiempo de trabajo efectivo. j) Reglamentariamente se desarrollará el alcance de la formación
seguimiento del plan,seguimiento,del,plan,seguimiento,plan,seguimiento del plan,No,No,Sí,Sí,No,Parcialmente encontrado,"para la obtención de prácticas profesionales, particularmente, en el caso de acciones formativas específicas dirigidas seguimiento del plan la innovación o la sostenibilidad, incluyendo la posibilidad de microacreditaciones de los sistemas de formación"
cumplimiento del objeto,cumplimiento,del,objeto,cumplimiento,objeto,cumplimiento del objeto,No,Sí,No,Sí,No,Parcialmente encontrado,"particularmente, en el caso de acciones formativas específicas dirigidas a la digitalización, la innovación o cumplimiento del objeto la posibilidad de microacreditaciones de los sistemas de formación profesional o universitaria. 4. Son normas"
objeto del contrato,objeto,del,contrato,objeto,contrato,objeto del contrato,No,No,Sí,No,No,Parcialmente encontrado,"el caso de acciones formativas específicas dirigidas a la digitalización, la innovación o la sostenibilidad, objeto del contrato de microacreditaciones de los sistemas de formación profesional o universitaria. 4. Son normas comunes del"
finalización del contrato,finalización,del,contrato,finalización,contrato,finalización del contrato,No,No,Sí,Sí,No,Parcialmente encontrado,"digitalización, la innovación o la sostenibilidad, incluyendo la posibilidad de microacreditaciones de los sistemas de finalización del contrato universitaria. 4. Son normas comunes del contrato formativo las siguientes: a) La acción protectora de"
certificación del contenido,certificación,del,contenido,certificación,contenido,certificación del contenido,No,Sí,No,Sí,No,Parcialmente encontrado,microacreditaciones de los sistemas de formación profesional o universitaria. 4. Son normas comunes del contrato certificación del contenido a) La acción protectora de la Seguridad Social de las personas que suscriban un contrato
contrato de formación,contrato,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"formativo las siguientes: a) La acción protectora de la Seguridad Social de las personas que contrato de formación formativo comprenderá todas las contingencias protegibles y prestaciones, incluido el desempleo y la cobertura del"
obtención de práctica,obtención,de,práctica,obtención,práctico,obtención de práctico,No,No,No,Sí,No,No encontrado,"acción protectora de la Seguridad Social de las personas que suscriban un contrato formativo comprenderá obtención de práctica protegibles y prestaciones, incluido el desempleo y la cobertura del Fondo de Garantía Salarial. b)"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"del Fondo de Garantía Salarial. b) Las situaciones de incapacidad temporal, nacimiento, adopción, guarda con tiempo de trabajo acogimiento, riesgo durante el embarazo, riesgo durante la lactancia, violencia de género, interrumpirán el cómputo"
formación en alternancia,formación,en,alternancia,formación,alternancia,formación en alternancia,No,No,No,Sí,No,No encontrado,"artículo 8, incluirá obligatoriamente el texto del plan formativo individual al que se refieren los formación en alternancia c), d), e), g), h) y k) y 3.e) y f), en el que se"
proporción al tiempo,proporción,al,tiempo,proporción,tiempo,proporción al tiempo,No,No,No,Sí,No,No encontrado,"individual al que se refieren los apartados 2. b), c), d), e), g), h) y proporción al tiempo y f), en el que se especifiquen el contenido de las prácticas o la formación"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"que se refieren los apartados 2. b), c), d), e), g), h) y k) y tiempo de trabajo en el que se especifiquen el contenido de las prácticas o la formación y las"
contrato de formación,contrato,de,formación,contrato,formación,contrato de formación,No,Sí,No,No,Sí,Parcialmente encontrado,"en el que se especifiquen el contenido de las prácticas o la formación y las contrato de formación para el cumplimiento de sus objetivos. Igualmente, incorporará el texto de los acuerdos y convenios"
obtención de prácticas,obtención,de,prácticas,obtención,práctica,obtención de práctica,No,No,No,Sí,No,No encontrado,"el contenido de las prácticas o la formación y las actividades de tutoría para el obtención de prácticas objetivos. Igualmente, incorporará el texto de los acuerdos y convenios a los que se refiere"
caso de acciones,caso,de,acciones,caso,acción,caso de acción,No,No,Sí,No,No,Parcialmente encontrado,"las actividades de tutoría para el cumplimiento de sus objetivos. Igualmente, incorporará el texto de caso de acciones convenios a los que se refiere el apartado 2.e). d) Los límites de edad y"
posibilidad de microacreditaciones,posibilidad,de,microacreditaciones,posibilidad,microacreditación,posibilidad de microacreditación,No,No,No,No,No,No encontrado,convenios a los que se refiere el apartado 2.e). d) Los límites de edad y posibilidad de microacreditaciones máxima del contrato formativo no serán de aplicación cuando se concierte con personas con discapacidad
sistemas de formación,sistemas,de,formación,sistema,formación,sistema de formación,No,No,No,No,Sí,No encontrado,refiere el apartado 2.e). d) Los límites de edad y en la duración máxima del sistemas de formación serán de aplicación cuando se concierte con personas con discapacidad o con los colectivos en
situaciones de incapacidad,situaciones,de,incapacidad,situaciones,incapacidad,situaciones de incapacidad,No,No,Sí,No,No,Parcialmente encontrado,"los casos en que sean contratados por parte de empresas de inserción que estén cualificadas situaciones de incapacidad el registro administrativo correspondiente. Reglamentariamente se establecerán dichos límites para adecuarlos a los estudios, al"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"inserción que estén cualificadas y activas en el registro administrativo correspondiente. Reglamentariamente se establecerán dichos fines de adopción a los estudios, al plan o programa formativo y al grado de discapacidad y características"
violencia de género,violencia,de,género,violencia,género,violencia de género,No,No,Sí,No,No,Parcialmente encontrado,"para adecuarlos a los estudios, al plan o programa formativo y al grado de discapacidad violencia de género estas personas. e) Mediante convenio colectivo de ámbito sectorial estatal, autonómico o, en su defecto,"
duración del contrato,duración,del,contrato,duración,contrato,duración del contrato,Sí,No,Sí,Sí,No,Encontrado en glosario,"formativo y al grado de discapacidad y características de estas personas. e) Mediante convenio colectivo duración del contrato estatal, autonómico o, en su defecto, en los convenios colectivos sectoriales de ámbito inferior, se"
escrito de conformidad,escrito,de,conformidad,escrito,conformidad,escrito de conformidad,No,No,Sí,No,No,Parcialmente encontrado,"colectivo de ámbito sectorial estatal, autonómico o, en su defecto, en los convenios colectivos sectoriales escrito de conformidad se podrán determinar los puestos de trabajo, actividades, niveles o grupos profesionales que podrán desempeñarse"
texto del plan,texto,del,plan,texto,plan,texto del plan,No,No,Sí,No,No,Parcialmente encontrado,"sectoriales de ámbito inferior, se podrán determinar los puestos de trabajo, actividades, niveles o grupos texto del plan desempeñarse por medio de contrato formativo. f) Las empresas que estén aplicando algunas de las"
límites de edad,límites,de,edad,límite,edad,límite de edad,No,No,No,No,No,No encontrado,"no podrá concertarse un nuevo periodo de prueba, computándose la duración del contrato formativo a límites de edad en la empresa. h) Los contratos formativos celebrados en fraude de ley o aquellos respecto"
personas con discapacidad,personas,con,discapacidad,persona,discapacidad,persona con discapacidad,No,Sí,No,No,No,Parcialmente encontrado,la empresa. h) Los contratos formativos celebrados en fraude de ley o aquellos respecto de personas con discapacidad empresa incumpla sus obligaciones formativas se entenderán concertados como contratos indefinidos de carácter ordinario. i)
colectivos en situación,colectivos,en,situación,colectivo,situación,colectivo en situación,No,Sí,No,No,Sí,Parcialmente encontrado,"celebrados en fraude de ley o aquellos respecto de los cuales la empresa incumpla sus colectivos en situación entenderán concertados como contratos indefinidos de carácter ordinario. i) Reglamentariamente se establecerán, previa consulta con"
situación de exclusión,situación,de,exclusión,situación,exclusión,situación de exclusión,No,No,Sí,Sí,Sí,Parcialmente encontrado,"fraude de ley o aquellos respecto de los cuales la empresa incumpla sus obligaciones formativas situación de exclusión como contratos indefinidos de carácter ordinario. i) Reglamentariamente se establecerán, previa consulta con las administraciones"
regulación del régimen,regulación,del,régimen,regulación,régimen,regulación del régimen,No,Sí,Sí,Sí,No,Parcialmente encontrado,"de carácter ordinario. i) Reglamentariamente se establecerán, previa consulta con las administraciones competentes en la regulación del régimen realización mediante contratos formativos, los requisitos que deben cumplirse para la celebración de los mismos,"
empresas de inserción,empresas,de,inserción,empresa,inserción,empresa de inserción,No,Sí,No,No,Sí,Parcialmente encontrado,"se establecerán, previa consulta con las administraciones competentes en la formación objeto de realización mediante empresas de inserción requisitos que deben cumplirse para la celebración de los mismos, tales como el número de"
parte de empresas,parte,de,empresas,parte,empresas,parte de empresas,No,Sí,No,No,No,Parcialmente encontrado,"de realización mediante contratos formativos, los requisitos que deben cumplirse para la celebración de los parte de empresas el número de contratos por tamaño de centro de trabajo, las personas en formación por"
empresas de inserción,empresas,de,inserción,empresa,inserción,empresa de inserción,No,Sí,No,No,Sí,Parcialmente encontrado,"mediante contratos formativos, los requisitos que deben cumplirse para la celebración de los mismos, tales empresas de inserción de contratos por tamaño de centro de trabajo, las personas en formación por tutor o"
límites para adecuarlos,límites,para,adecuarlos,límite,adecuarlo,límite para adecuarlo,No,No,No,No,No,No encontrado,"de contratos por tamaño de centro de trabajo, las personas en formación por tutor o límites para adecuarlos exigencias en relación con la estabilidad de la plantilla. 5. La empresa pondrá en conocimiento"
grado de discapacidad,grado,de,discapacidad,grado,discapacidad,grado de discapacidad,No,No,No,No,No,No encontrado,"o tutora, o las exigencias en relación con la estabilidad de la plantilla. 5. La grado de discapacidad conocimiento de la representación legal de las personas trabajadoras los acuerdos de cooperación educativa o"
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"la información relativa a los planes o programas formativos individuales, así como a los requisitos puestos de trabajo en las que se desarrollará la actividad de tutorización. Asimismo, en el supuesto de diversos"
medio de contrato,medio,de,contrato,medio,contrato,medio de contrato,No,No,Sí,No,No,Parcialmente encontrado,"requisitos y las condiciones en las que se desarrollará la actividad de tutorización. Asimismo, en medio de contrato diversos contratos vinculados a un único ciclo, certificado o itinerario en los términos referidos en"
medidas de flexibilidad,medidas,de,flexibilidad,medidas,flexibilidad,medidas de flexibilidad,No,No,Sí,No,No,Parcialmente encontrado,"supuesto de diversos contratos vinculados a un único ciclo, certificado o itinerario en los términos medidas de flexibilidad apartado 2.h), la empresa deberá trasladar a la representación legal de las personas trabajadoras toda"
medidas de suspensión,medidas,de,suspensión,medidas,suspensión,medidas de suspensión,No,No,Sí,No,Sí,Parcialmente encontrado,que disponga al respecto de dichas contrataciones. 6. En la negociación colectiva se fijarán criterios medidas de suspensión a conseguir una presencia equilibrada de hombres y mujeres vinculados a la empresa mediante contratos
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"de dichas contrataciones. 6. En la negociación colectiva se fijarán criterios y procedimientos tendentes a reducción de jornada equilibrada de hombres y mujeres vinculados a la empresa mediante contratos formativos. Asimismo, podrán establecerse"
periodo de prueba,periodo,de,prueba,periodo,prueba,periodo de prueba,Sí,No,Sí,No,No,Encontrado en glosario,"a la empresa mediante contratos formativos. Asimismo, podrán establecerse compromisos de conversión de los contratos periodo de prueba por tiempo indefinido. 7. Las empresas que pretendan suscribir contratos formativos, podrán solicitar por escrito"
duración del contrato,duración,del,contrato,duración,contrato,duración del contrato,Sí,No,Sí,Sí,No,Encontrado en glosario,"Asimismo, podrán establecerse compromisos de conversión de los contratos formativos en contratos por tiempo indefinido. duración del contrato que pretendan suscribir contratos formativos, podrán solicitar por escrito al servicio público de empleo competente,"
