Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
límites marcados,No encontrado,No,No,No,No,"marcados por esta ley, origen racial o étnico, condición social, religión o convicciones, ideas políticas, orientación sexual, identidad sexual, expresión límites marcados características sexuales, afiliación o no a un sindicato, por razón de lengua dentro del estado"
origen racial,No encontrado,No,No,No,No,"o étnico, condición social, religión o convicciones, ideas políticas, orientación sexual, identidad sexual, expresión de género, características sexuales, afiliación o origen racial un sindicato, por razón de lengua dentro del estado español, discapacidad, así como por razón"
condición social,Parcialmente encontrado,No,Sí,Sí,Sí,"o convicciones, ideas políticas, orientación sexual, identidad sexual, expresión de género, características sexuales, afiliación o no a un sindicato, por condición social lengua dentro del estado español, discapacidad, así como por razón de sexo, incluido el trato"
ideas políticas,Parcialmente encontrado,No,No,Sí,No,"sexual, expresión de género, características sexuales, afiliación o no a un sindicato, por razón de lengua dentro del estado español, ideas políticas como por razón de sexo, incluido el trato desfavorable dispensado a mujeres u hombres por"
orientación sexual,Parcialmente encontrado,No,No,Sí,Sí,"género, características sexuales, afiliación o no a un sindicato, por razón de lengua dentro del estado español, discapacidad, así como orientación sexual de sexo, incluido el trato desfavorable dispensado a mujeres u hombres por el ejercicio de"
identidad sexual,Parcialmente encontrado,No,Sí,Sí,Sí,"afiliación o no a un sindicato, por razón de lengua dentro del estado español, discapacidad, así como por razón de identidad sexual el trato desfavorable dispensado a mujeres u hombres por el ejercicio de los derechos de"
características sexuales,Parcialmente encontrado,No,No,Sí,Sí,"razón de lengua dentro del estado español, discapacidad, así como por razón de sexo, incluido el trato desfavorable dispensado a características sexuales hombres por el ejercicio de los derechos de conciliación o corresponsabilidad de la vida familiar"
estado español,Parcialmente encontrado,No,Sí,No,No,trato desfavorable dispensado a mujeres u hombres por el ejercicio de los derechos de conciliación o corresponsabilidad de la vida estado español laboral. d a su integridad física y a una adecuada política de prevención de riesgos
trato desfavorable,Parcialmente encontrado,No,Sí,No,No,conciliación o corresponsabilidad de la vida familiar y laboral. d a su integridad física y a una adecuada política de trato desfavorable riesgos laborales. e al respeto de su intimidad y a la consideración debida a su
vida familiar,Parcialmente encontrado,No,No,Sí,Sí,"de prevención de riesgos laborales. e al respeto de su intimidad y a la consideración debida a su dignidad, comprendida vida familiar frente al acoso por razón de origen racial o étnico, religión o convicciones, discapacidad, edad"
integridad física,Encontrado en glosario,Sí,No,No,No,"de su intimidad y a la consideración debida a su dignidad, comprendida la protección frente al acoso por razón de integridad física o étnico, religión o convicciones, discapacidad, edad u orientación sexual, y frente al acoso sexual"
riesgos laborales,Encontrado en glosario,Sí,Sí,Sí,Sí,"dignidad, comprendida la protección frente al acoso por razón de origen racial o étnico, religión o convicciones, discapacidad, edad u riesgos laborales y frente al acoso sexual y al acoso por razón de sexo. f a la"
consideración debida,No encontrado,No,No,No,No,"o étnico, religión o convicciones, discapacidad, edad u orientación sexual, y frente al acoso sexual y al acoso por razón consideración debida f a la percepción puntual de la remuneración pactada o legalmente establecida. g al ejercicio"
origen racial,No encontrado,No,No,No,No,y al acoso por razón de sexo. f a la percepción puntual de la remuneración pactada o legalmente establecida. g origen racial individual de las acciones derivadas de su contrato de trabajo. h a cuantos otros se
orientación sexual,Parcialmente encontrado,No,No,Sí,Sí,la remuneración pactada o legalmente establecida. g al ejercicio individual de las acciones derivadas de su contrato de trabajo. h orientación sexual otros se deriven específicamente del contrato de trabajo.
acoso sexual,Encontrado en glosario,Sí,No,Sí,Sí,g al ejercicio individual de las acciones derivadas de su contrato de trabajo. h a cuantos otros se deriven específicamente acoso sexual de trabajo.
percepción puntual,No encontrado,No,No,No,No,h a cuantos otros se deriven específicamente del contrato de trabajo. percepción puntual
remuneración pactada,Parcialmente encontrado,No,Sí,No,No,se deriven específicamente del contrato de trabajo. remuneración pactada
ejercicio individual,Parcialmente encontrado,No,Sí,Sí,No,ejercicio individual
acciones derivadas,Parcialmente encontrado,No,Sí,No,No,acciones derivadas
