Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
vehículos comerciales,Parcialmente encontrado,No,No,Sí,Sí,"forma continuada para un mismo cargador o comercializador. . la legislación laboral española será de aplicación al trabajo que presten vehículos comerciales españoles contratados en españa al servicio de empresas españolas en el extranjero, sin perjuicio de"
servicio público,Encontrado en glosario,Sí,Sí,Sí,Sí,"un mismo cargador o comercializador. . la legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles servicio público españa al servicio de empresas españolas en el extranjero, sin perjuicio de las normas de"
poder directo,Parcialmente encontrado,No,Sí,No,No,". la legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles contratados en españa al servicio poder directo españolas en el extranjero, sin perjuicio de las normas de orden público aplicables en el"
forma continuada,No encontrado,No,No,No,No,"trabajadores españoles contratados en españa al servicio de empresas españolas en el extranjero, sin perjuicio de las normas de orden forma continuada en el lugar de trabajo. dichos trabajadores tendrán, al menos, los derechos económicos que les"
legislación laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"el extranjero, sin perjuicio de las normas de orden público aplicables en el lugar de trabajo. dichos trabajadores tendrán, al legislación laboral derechos económicos que les corresponderían de trabajar en territorio español. . a efectos de esta"
trabajadores españoles,Parcialmente encontrado,No,Sí,No,No,"en el lugar de trabajo. dichos trabajadores tendrán, al menos, los derechos económicos que les corresponderían de trabajar en territorio trabajadores españoles a efectos de esta ley se considera centro de trabajo la unidad productiva con organización"
empresas españolas,Parcialmente encontrado,No,Sí,No,No,"al menos, los derechos económicos que les corresponderían de trabajar en territorio español. . a efectos de esta ley se empresas españolas de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal,"
orden público,Encontrado en glosario,Sí,Sí,Sí,Sí,"español. . a efectos de esta ley se considera centro de trabajo la unidad productiva con organización específica, que sea orden público alta, como tal, ante la autoridad laboral. en la actividad de trabajo en el mar"
derechos económicos,Parcialmente encontrado,No,Sí,Sí,Sí,"específica, que sea dada de alta, como tal, ante la autoridad laboral. en la actividad de trabajo en el mar derechos económicos como centro de trabajo el buque, entendiéndose situado en la provincia donde radique su puerto"
territorio español,Parcialmente encontrado,No,Sí,No,No,"ante la autoridad laboral. en la actividad de trabajo en el mar se considerará como centro de trabajo el buque, territorio español en la provincia donde radique su puerto de base."
unidad productiva,No encontrado,No,No,No,No,"centro de trabajo el buque, entendiéndose situado en la provincia donde radique su puerto de base. unidad productiva"
organización específica,No encontrado,No,No,No,No,"el buque, entendiéndose situado en la provincia donde radique su puerto de base. organización específica"
autoridad laboral,Parcialmente encontrado,No,Sí,Sí,Sí,autoridad laboral
