Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
sujeción estricta,No encontrado,No,No,No,No,"locales y profesionales. . las disposiciones legales y reglamentarias se aplicarán con sujeción estricta al principio de jerarquía normativa. las sujeción estricta desarrollarán los preceptos que establecen las normas de rango superior, pero no podrán establecer condiciones"
jerarquía normativa,Encontrado en glosario,Sí,No,Sí,No,"disposiciones legales y reglamentarias se aplicarán con sujeción estricta al principio de jerarquía normativa. las disposiciones reglamentarias desarrollarán los preceptos jerarquía normativa las normas de rango superior, pero no podrán establecer condiciones de trabajo distintas a las"
disposiciones reglamentarias,Parcialmente encontrado,No,Sí,No,No,"se aplicarán con sujeción estricta al principio de jerarquía normativa. las disposiciones reglamentarias desarrollarán los preceptos que establecen las normas disposiciones reglamentarias superior, pero no podrán establecer condiciones de trabajo distintas a las establecidas por las leyes"
rango superior,Parcialmente encontrado,No,Sí,Sí,No,"las disposiciones reglamentarias desarrollarán los preceptos que establecen las normas de rango superior, pero no podrán establecer condiciones de trabajo rango superior las establecidas por las leyes a desarrollar. . los conflictos originados entre los preceptos de"
trabajo distintas,Parcialmente encontrado,No,Sí,No,No,"normas de rango superior, pero no podrán establecer condiciones de trabajo distintas a las establecidas por las leyes a desarrollar. trabajo distintas conflictos originados entre los preceptos de dos o más normas laborales, tanto estatales como pactadas,"
conflictos originados,Parcialmente encontrado,No,Sí,No,No,"las establecidas por las leyes a desarrollar. . los conflictos originados entre los preceptos de dos o más normas laborales, conflictos originados como pactadas, que deberán respetar en todo caso los mínimos de derecho necesario, se resolverán"
normas laborales,Parcialmente encontrado,No,Sí,Sí,Sí,"conflictos originados entre los preceptos de dos o más normas laborales, tanto estatales como pactadas, que deberán respetar en todo normas laborales mínimos de derecho necesario, se resolverán mediante la aplicación de lo más favorable para el"
derecho necesario,Parcialmente encontrado,No,Sí,No,No,"respetar en todo caso los mínimos de derecho necesario, se resolverán mediante la aplicación de lo más favorable para el derecho necesario en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables. . los usos"
trabajador apreciado,Parcialmente encontrado,No,Sí,No,No,"de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables. trabajador apreciado usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a"
cómputo anual,Parcialmente encontrado,No,Sí,No,No,"en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables. . los usos y costumbres solo se aplicarán cómputo anual de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o"
conceptos cuantificables,No encontrado,No,No,No,No,"anual, respecto de los conceptos cuantificables. . los usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales conceptos cuantificables a no ser que cuenten con una recepción o remisión expresa. . los trabajadores no"
costumbres solo,Parcialmente encontrado,No,Sí,No,No,"los usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten costumbres solo recepción o remisión expresa. . los trabajadores no podrán disponer válidamente, antes o después de"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,"en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa. . disposiciones legales no podrán disponer válidamente, antes o después de su adquisición, de los derechos que tengan"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,de derecho necesario. tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo. sección .ª derechos y disposiciones legales básicos
derecho necesario,Parcialmente encontrado,No,Sí,No,No,tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo. sección .ª derechos y deberes laborales básicos derecho necesario
derechos reconocidos,Parcialmente encontrado,No,Sí,No,No,indisponibles por convenio colectivo. sección .ª derechos y deberes laborales básicos derechos reconocidos
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,.ª derechos y deberes laborales básicos convenio colectivo
deberes laborales,Parcialmente encontrado,No,Sí,Sí,Sí,deberes laborales
