Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
incorporación citado,No encontrado,No,No,No,No,"de incorporación citado, el trabajador que, no habiendo optado por la extinción de su contrato, se muestre disconforme con la incorporación citado podrá impugnarla ante la jurisdicción social. la sentencia declarará el traslado justificado o injustificado y,"
decisión empresarial,Parcialmente encontrado,No,Sí,Sí,No,"podrá impugnarla ante la jurisdicción social. la sentencia declarará el traslado justificado o injustificado y, en este último caso, reconocerá decisión empresarial del trabajador a ser reincorporado al centro de trabajo de origen. cuando, con objeto de"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,"la sentencia declarará el traslado justificado o injustificado y, en este último caso, reconocerá el derecho del trabajador a ser jurisdicción social centro de trabajo de origen. cuando, con objeto de eludir las previsiones contenidas en el"
traslado justificado,Parcialmente encontrado,No,Sí,No,No,"injustificado y, en este último caso, reconocerá el derecho del trabajador a ser reincorporado al centro de trabajo de origen. traslado justificado objeto de eludir las previsiones contenidas en el apartado siguiente, la empresa realice traslados en"
previsiones contenidas,No encontrado,No,No,No,No,"empresa realice traslados en periodos sucesivos de noventa días en número inferior a los umbrales allí señalados, sin que concurran previsiones contenidas que justifiquen tal actuación, dichos nuevos traslados se considerarán efectuados en fraude de ley y"
apartado siguiente,No encontrado,No,No,No,No,"periodos sucesivos de noventa días en número inferior a los umbrales allí señalados, sin que concurran causas nuevas que justifiquen apartado siguiente dichos nuevos traslados se considerarán efectuados en fraude de ley y serán declarados nulos y"
periodos sucesivos,No encontrado,No,No,No,No,"a los umbrales allí señalados, sin que concurran causas nuevas que justifiquen tal actuación, dichos nuevos traslados se considerarán efectuados periodos sucesivos de ley y serán declarados nulos y sin efecto. . el traslado a que se"
número inferior,No encontrado,No,No,No,No,"que concurran causas nuevas que justifiquen tal actuación, dichos nuevos traslados se considerarán efectuados en fraude de ley y serán número inferior y sin efecto. . el traslado a que se refiere el apartado anterior deberá ir"
causas nuevas,Parcialmente encontrado,No,Sí,No,No,se considerarán efectuados en fraude de ley y serán declarados nulos y sin efecto. . el traslado a que se causas nuevas apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de
apartado anterior,No encontrado,No,No,No,No,"los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del apartado anterior trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a"
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,"quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, representantes legales sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días"
causas motivadoras,Parcialmente encontrado,No,Sí,No,No,"atenuar sus consecuencias para los trabajadores afectados. la consulta se llevará a cabo en una única comisión negociadora, si bien, causas motivadoras varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. la comisión"
decisión empresarial,Parcialmente encontrado,No,Sí,Sí,No,"los trabajadores afectados. la consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros decisión empresarial quedará circunscrita a los centros afectados por el procedimiento. la comisión negociadora estará integrada por"
medidas necesarias,No encontrado,No,No,No,No,"de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. la comisión negociadora estará integrada medidas necesarias máximo de trece miembros en representación de cada una de las partes. la intervención como"
trabajadores afectados,Parcialmente encontrado,No,Sí,No,No,a los centros afectados por el procedimiento. la comisión negociadora estará integrada por un máximo de trece miembros en representación trabajadores afectados una de las partes. la intervención como interlocutores ante la dirección de la empresa en
comisión negociadora,Encontrado en glosario,Sí,Sí,No,No,por un máximo de trece miembros en representación de cada una de las partes. la intervención como interlocutores ante la comisión negociadora la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo
centros afectados,No encontrado,No,No,No,No,interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo centros afectados el orden y condiciones señalados en el mismo. la comisión representativa de los trabajadores deberá
comisión negociadora,Encontrado en glosario,Sí,Sí,No,No,"en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo ., en el orden y condiciones señalados comisión negociadora mismo. la comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la"
sujetos indicados,Parcialmente encontrado,No,Sí,No,No,"comunicación empresarial de inicio del procedimiento de consultas. a estos efectos, la dirección de la empresa deberá comunicar de manera sujetos indicados los trabajadores o a sus representantes su intención de iniciar el procedimiento. el plazo máximo"
condiciones señalados,Parcialmente encontrado,No,Sí,No,No,la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de condiciones señalados procedimiento. el plazo máximo para la constitución de la comisión representativa será de siete días
comisión representativa,Parcialmente encontrado,No,Sí,No,No,"de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. el plazo máximo para comisión representativa de la comisión representativa será de siete días desde la fecha de la referida comunicación,"
carácter previo,No encontrado,No,No,No,No,"representantes su intención de iniciar el procedimiento. el plazo máximo para la constitución de la comisión representativa será de siete carácter previo la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que"
comunicación empresarial,Parcialmente encontrado,No,Sí,Sí,No,"iniciar el procedimiento. el plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha comunicación empresarial referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado"
manera fehaciente,Parcialmente encontrado,No,No,Sí,No,"la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no manera fehaciente representantes legales de los trabajadores, en cuyo caso el plazo será de quince días. transcurrido"
plazo máximo,Parcialmente encontrado,No,Sí,No,No,"el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días. transcurrido plazo máximo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar"
comisión representativa,Parcialmente encontrado,No,Sí,No,No,"de los trabajadores, en cuyo caso el plazo será de quince días. transcurrido el plazo máximo para la constitución de comisión representativa representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a"
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,"periodo de consultas a los represen - tantes de los trabajadores. la falta de constitución de la comisión representativa no representantes legales inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del"
plazo máximo,Parcialmente encontrado,No,Sí,No,No,"representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo plazo máximo en ningún caso, la ampliación de su duración. la apertura del periodo de consultas y"
comisión representativa,Parcialmente encontrado,No,Sí,No,No,"del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación comisión representativa duración. la apertura del periodo de consultas y las posiciones de las partes tras su"
comisión representativa,Parcialmente encontrado,No,Sí,No,No,"posiciones de las partes tras su conclusión deberán ser notificadas a la autoridad laboral para su conocimiento. durante el periodo comisión representativa las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo."
autoridad laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen autoridad laboral mayoría de los trabajadores del centro o centros de trabajo afectados. tras la finalización del"
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,"consultas el empresario notificará a los trabajadores su decisión sobre el traslado, que se regirá a todos los efectos por representantes legales en el apartado . contra las decisiones a que se refiere el presente apartado se"
comisión representativa,Parcialmente encontrado,No,Sí,No,No,"por lo dispuesto en el apartado . contra las decisiones a que se refiere el presente apartado se podrá reclamar comisión representativa colectivo, sin perjuicio de la acción individual prevista en el apartado . la interposición del"
trabajo afectados,Parcialmente encontrado,No,Sí,No,No,perjuicio de la acción individual prevista en el apartado . la interposición del conflicto paralizará la tramitación de las acciones trabajo afectados hasta su resolución. el acuerdo con los representantes de los trabajadores en el periodo de
conflicto colectivo,Encontrado en glosario,Sí,Sí,Sí,No,de la opción prevista en el párrafo tercero del apartado . el empresario y la representación de los trabajadores podrán conflicto colectivo cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por
acción individual,Parcialmente encontrado,No,Sí,Sí,No,tercero del apartado . el empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del acción individual consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o
acciones individuales,Parcialmente encontrado,No,Sí,Sí,No,"momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación acciones individuales que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del"
trabajadores afectados,Parcialmente encontrado,No,Sí,No,No,"de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo. . si por traslado uno de trabajadores afectados cambia de residencia, el otro, si fuera trabajador de la misma empresa, tendrá derecho al"
opción prevista,Parcialmente encontrado,No,Sí,No,No,"dentro del plazo máximo señalado para dicho periodo. . si por traslado uno de los cónyuges cambia de residencia, el opción prevista fuera trabajador de la misma empresa, tendrá derecho al traslado a la misma localidad, si"
párrafo tercero,Parcialmente encontrado,No,No,Sí,No,"señalado para dicho periodo. . si por traslado uno de los cónyuges cambia de residencia, el otro, si fuera trabajador párrafo tercero misma empresa, tendrá derecho al traslado a la misma localidad, si hubiera puesto de trabajo."
plazo máximo,Parcialmente encontrado,No,Sí,No,No,"sexual o de víctimas del terrorismo que se vean obligadas a abandonar el puesto de trabajo en la localidad donde plazo máximo sus servicios, para hacer efectiva su protección o su derecho a la asistencia social integral,"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"mismo grupo profesional o categoría equivalente, que la empresa tenga vacante en cualquier otro de sus centros de trabajo. en personas trabajadoras la empresa estará obligada a comunicar a las personas trabajadoras las vacantes existentes en dicho"
violencia sexual,Parcialmente encontrado,No,No,Sí,Sí,"centros de trabajo. en tales supuestos, la empresa estará obligada a comunicar a las personas trabajadoras las vacantes existentes en violencia sexual o las que se pudieran producir en el futuro. el traslado o el cambio de"
asistencia social,Encontrado en glosario,Sí,No,Sí,Sí,"de centro de trabajo tendrá una duración inicial de entre seis y doce meses, durante los cuales la empresa tendrá asistencia social de reservar el puesto de trabajo que anteriormente ocupaban las personas trabajadoras. terminado este periodo,"
grupo profesional,Encontrado en glosario,Sí,No,Sí,Sí,cuales la empresa tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban las personas trabajadoras. terminado este grupo profesional personas trabajadoras podrán optar entre el regreso a su puesto de trabajo anterior o la
categoría equivalente,Parcialmente encontrado,No,Sí,No,No,"tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban las personas trabajadoras. terminado este periodo, las personas categoría equivalente optar entre el regreso a su puesto de trabajo anterior o la continuidad en el"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"de trabajo anterior o la continuidad en el nuevo, decayendo en este caso la obligación de reserva, o la extinción personas trabajadoras contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por"
vacantes existentes,Parcialmente encontrado,No,Sí,No,No,"o la continuidad en el nuevo, decayendo en este caso la obligación de reserva, o la extinción de su contrato, vacantes existentes indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos"
duración inicial,No encontrado,No,No,No,No,"de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un duración inicial doce mensualidades. . para hacer efectivo su derecho de protección a la salud, los trabajadores"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"efectivo su derecho de protección a la salud, los trabajadores con discapacidad que acrediten la necesidad de recibir fuera de personas trabajadoras un tratamiento de habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"los trabajadores con discapacidad que acrediten la necesidad de recibir fuera de su localidad un tratamiento de habilitación o rehabilitación personas trabajadoras atención, tratamiento u orientación psicológica relacionado con su discapacidad, tendrán derecho preferente a ocupar otro"
trabajo anterior,Parcialmente encontrado,No,Sí,No,No,"de su localidad un tratamiento de habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su discapacidad, trabajo anterior preferente a ocupar otro puesto de trabajo, del mismo grupo profesional, que la empresa tuviera"
tiempo inferiores,No encontrado,No,No,No,No,"trabajo en una localidad en que sea más accesible dicho tratamiento, en los términos y condiciones establecidos en el apartado tiempo inferiores las trabajadoras víctimas de violencia de género o de violencia sexual y para las víctimas"
rehabilitación médico-funcional,Parcialmente encontrado,No,Sí,No,No,"organizativas o de producción, o bien por contrataciones referidas a la actividad empresarial, la empresa podrá efectuar desplazamientos temporales de rehabilitación médico-funcional que exijan que estos residan en población distinta de la de su domicilio habitual, abonando,"
orientación psicológica,No encontrado,No,No,No,No,"contrataciones referidas a la actividad empresarial, la empresa podrá efectuar desplazamientos temporales de sus trabajadores que exijan que estos residan orientación psicológica distinta de la de su domicilio habitual, abonando, además de los salarios, los gastos de"
grupo profesional,Encontrado en glosario,Sí,No,Sí,Sí,"residan en población distinta de la de su domicilio habitual, abonando, además de los salarios, los gastos de viaje y grupo profesional el trabajador deberá ser informado del desplazamiento con una antelación suficiente a la fecha de"
condiciones establecidos,Parcialmente encontrado,No,Sí,No,No,"una antelación suficiente a la fecha de su efectividad, que no podrá ser inferior a cinco días laborables en el condiciones establecidos desplazamientos de duración superior a tres meses; en este último supuesto, el trabajador tendrá derecho"
apartado anterior,No encontrado,No,No,No,No,"la fecha de su efectividad, que no podrá ser inferior a cinco días laborables en el caso de desplazamientos de apartado anterior a tres meses; en este último supuesto, el trabajador tendrá derecho a un permiso de"
violencia sexual,Parcialmente encontrado,No,No,Sí,Sí,"días laborables en el caso de desplazamientos de duración superior a tres meses; en este último supuesto, el trabajador tendrá violencia sexual un permiso de cuatro días laborables en su domicilio de origen por cada tres meses"
razones económicas,Parcialmente encontrado,No,Sí,Sí,Sí,"tres meses; en este último supuesto, el trabajador tendrá derecho a un permiso de cuatro días laborables en su domicilio razones económicas por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos"
contrataciones referidas,Parcialmente encontrado,No,Sí,No,No,"de cuatro días laborables en su domicilio de origen por cada tres meses de desplazamiento, sin computar como tales los contrataciones referidas cuyos gastos correrán a cargo del empresario. contra la orden de desplazamiento, sin perjuicio de"
actividad empresarial,Parcialmente encontrado,No,Sí,Sí,No,"en su domicilio de origen por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos actividad empresarial cargo del empresario. contra la orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir"
desplazamientos temporales,Parcialmente encontrado,No,Sí,Sí,No,"tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a cargo del empresario. contra la desplazamientos temporales desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el trabajador en los mismos términos previstos"
población distinta,No encontrado,No,No,No,No,"cuyos gastos correrán a cargo del empresario. contra la orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el población distinta los mismos términos previstos en el apartado para los traslados. los desplazamientos cuya duración en"
domicilio habitual,Parcialmente encontrado,No,Sí,No,No,"empresario. contra la orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el trabajador en los mismos términos previstos domicilio habitual apartado para los traslados. los desplazamientos cuya duración en un periodo de tres años exceda"
antelación suficiente,No encontrado,No,No,No,No,"desplazamientos cuya duración en un periodo de tres años exceda de doce meses tendrán, a todos los efectos, el tratamiento antelación suficiente esta ley para los traslados. . los representantes legales de los trabajadores tendrán prioridad de"
días laborables,Encontrado en glosario,Sí,No,No,No,"los efectos, el tratamiento previsto en esta ley para los traslados. . los representantes legales de los trabajadores tendrán prioridad días laborables en los puestos de trabajo a que se refiere este artículo. mediante convenio colectivo o"
duración superior,Parcialmente encontrado,No,No,Sí,No,para los traslados. . los representantes legales de los trabajadores tendrán prioridad de permanencia en los puestos de trabajo a duración superior refiere este artículo. mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se
días laborables,Encontrado en glosario,Sí,No,No,No,"que se refiere este artículo. mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades días laborables a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de"
términos previstos,Parcialmente encontrado,No,Sí,No,No,términos previstos
tratamiento previsto,No encontrado,No,No,No,No,tratamiento previsto
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,representantes legales
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,convenio colectivo
acuerdo alcanzado,Parcialmente encontrado,No,Sí,No,No,acuerdo alcanzado
cargas familiares,Encontrado en glosario,Sí,Sí,Sí,Sí,cargas familiares
