Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros periodo de consultas procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de"
centros de trabajo,centros,de,trabajo,centros,trabajo,centros de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo. centros de trabajo de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio"
miembros en representación,miembros,en,representación,miembros,representación,miembros en representación,No,No,Sí,No,Sí,Parcialmente encontrado,con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos miembros en representación de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes
procedimiento de consultas,procedimiento,de,consultas,procedimiento,consultas,procedimiento de consultas,No,Sí,No,Sí,No,Parcialmente encontrado,de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento de consultas máximo para la constitución de la comisión representativa será de siete días desde la fecha
inicio del procedimiento,inicio,del,procedimiento,inicio,procedimiento,inicio del procedimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con inicio del procedimiento los trabajadores, en cuyo caso el plazo será de quince días. Transcurrido el plazo máximo"
procedimiento de consultas,procedimiento,de,consultas,procedimiento,consultas,procedimiento de consultas,No,Sí,No,Sí,No,Parcialmente encontrado,de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales procedimiento de consultas en cuyo caso el plazo será de quince días. Transcurrido el plazo máximo para la
centros de trabajo,centros,de,trabajo,centros,trabajo,centros de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del centros de trabajo y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la"
inicio del periodo,inicio,del,periodo,inicio,periodo,inicio del periodo,No,No,No,No,No,No encontrado,"conclusión deberán ser notificadas a la autoridad laboral para su conocimiento. Durante el periodo de inicio del periodo deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"ser notificadas a la autoridad laboral para su conocimiento. Durante el periodo de consultas, las periodo de consultas de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la"
falta de constitución,falta,de,constitución,falta,constitución,falta de constitución,No,Sí,Sí,No,Sí,Parcialmente encontrado,"consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un falta de constitución requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en"
transcurso del periodo,transcurso,del,periodo,transcurso,periodo,transcurso del periodo,No,No,No,No,No,No encontrado,"consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes transcurso del periodo trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de periodo de consultas en su caso, de la mayoría de los miembros de la comisión representativa de los"
constitución con posterioridad,constitución,con,posterioridad,constitución,posterioridad,constitución con posterioridad,No,Sí,No,Sí,No,Parcialmente encontrado,"conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, constitución con posterioridad de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos,"
posterioridad al inicio,posterioridad,al,inicio,posterioridad,inicio,posterioridad al inicio,No,No,No,No,No,No encontrado,"la mayoría de los representantes legales de los trabajadores o, en su caso, de la posterioridad al inicio miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a"
apertura del periodo,apertura,del,periodo,apertura,periodo,apertura del periodo,No,No,No,No,No,No encontrado,"la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría apertura del periodo del centro o centros de trabajo afectados. Tras la finalización del periodo de consultas el"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los periodo de consultas o centros de trabajo afectados. Tras la finalización del periodo de consultas el empresario notificará"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"del periodo de consultas el empresario notificará a los trabajadores su decisión sobre el traslado, periodo de consultas a todos los efectos por lo dispuesto en el apartado 1. Contra las decisiones a"
trabajadores del centro,trabajadores,del,centro,trabajador,centro,trabajador del centro,No,Sí,No,No,No,Parcialmente encontrado,hasta su resolución. El acuerdo con los representantes de los trabajadores en el periodo de trabajadores del centro sin perjuicio del derecho de los trabajadores afectados al ejercicio de la opción prevista en
centros de trabajo,centros,de,trabajo,centros,trabajo,centros de trabajo,No,No,Sí,No,No,Parcialmente encontrado,acuerdo con los representantes de los trabajadores en el periodo de consultas se entenderá sin centros de trabajo de los trabajadores afectados al ejercicio de la opción prevista en el párrafo tercero del
finalización del periodo,finalización,del,periodo,finalización,periodo,finalización del periodo,No,No,No,Sí,No,No encontrado,el periodo de consultas se entenderá sin perjuicio del derecho de los trabajadores afectados al finalización del periodo opción prevista en el párrafo tercero del apartado 1. El empresario y la representación de
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,de consultas se entenderá sin perjuicio del derecho de los trabajadores afectados al ejercicio de periodo de consultas en el párrafo tercero del apartado 1. El empresario y la representación de los trabajadores
interposición del conflicto,interposición,del,conflicto,interposición,conflicto,interposición del conflicto,No,No,Sí,Sí,No,Parcialmente encontrado,"de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo interposición del conflicto periodo. 3. Si por traslado uno de los cónyuges cambia de residencia, el otro, si"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"cambia de residencia, el otro, si fuera trabajador de la misma empresa, tendrá derecho al periodo de consultas misma localidad, si hubiera puesto de trabajo. 4. Las personas trabajadoras que tengan la consideración"
sustitución del periodo,sustitución,del,periodo,sustitución,periodo,sustitución del periodo,No,Sí,No,Sí,No,Parcialmente encontrado,"violencia sexual o de víctimas del terrorismo que se vean obligadas a abandonar el puesto sustitución del periodo la localidad donde venían prestando sus servicios, para hacer efectiva su protección o su derecho"
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,"o de víctimas del terrorismo que se vean obligadas a abandonar el puesto de trabajo periodo de consultas donde venían prestando sus servicios, para hacer efectiva su protección o su derecho a la"
aplicación del procedimiento,aplicación,del,procedimiento,aplicación,procedimiento,aplicación del procedimiento,No,Sí,Sí,Sí,Sí,Parcialmente encontrado,"el puesto de trabajo en la localidad donde venían prestando sus servicios, para hacer efectiva aplicación del procedimiento su derecho a la asistencia social integral, tendrán derecho preferente a ocupar otro puesto de"
procedimiento de mediación,procedimiento,de,mediación,procedimiento,mediación,procedimiento de mediación,No,Sí,Sí,Sí,Sí,Parcialmente encontrado,"de trabajo en la localidad donde venían prestando sus servicios, para hacer efectiva su protección procedimiento de mediación a la asistencia social integral, tendrán derecho preferente a ocupar otro puesto de trabajo, del"
derecho al traslado,derecho,al,traslado,derecho,traslado,derecho al traslado,No,Sí,Sí,No,No,Parcialmente encontrado,"supuestos, la empresa estará obligada a comunicar a las personas trabajadoras las vacantes existentes en derecho al traslado las que se pudieran producir en el futuro. El traslado o el cambio de centro"
consideración de víctimas,consideración,de,víctimas,consideración,víctima,consideración de víctima,No,No,Sí,Sí,No,Parcialmente encontrado,"en el futuro. El traslado o el cambio de centro de trabajo tendrá una duración consideración de víctimas seis y doce meses, durante los cuales la empresa tendrá la obligación de reservar el"
víctimas de violencia,víctimas,de,violencia,víctima,violencia,víctima de violencia,No,Sí,No,No,No,Parcialmente encontrado,"futuro. El traslado o el cambio de centro de trabajo tendrá una duración inicial de víctimas de violencia doce meses, durante los cuales la empresa tendrá la obligación de reservar el puesto de"
violencia de género,violencia,de,género,violencia,género,violencia de género,No,No,Sí,No,No,Parcialmente encontrado,traslado o el cambio de centro de trabajo tendrá una duración inicial de entre seis violencia de género durante los cuales la empresa tendrá la obligación de reservar el puesto de trabajo que
víctimas de violencia,víctimas,de,violencia,víctima,violencia,víctima de violencia,No,Sí,No,No,No,Parcialmente encontrado,"centro de trabajo tendrá una duración inicial de entre seis y doce meses, durante los víctimas de violencia tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban las personas trabajadoras."
víctimas del terrorismo,víctimas,del,terrorismo,víctimas,terrorismo,víctimas del terrorismo,No,No,Sí,No,No,Parcialmente encontrado,"inicial de entre seis y doce meses, durante los cuales la empresa tendrá la obligación víctimas del terrorismo puesto de trabajo que anteriormente ocupaban las personas trabajadoras. Terminado este periodo, las personas trabajadoras"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"la empresa tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban las puesto de trabajo este periodo, las personas trabajadoras podrán optar entre el regreso a su puesto de trabajo"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"anterior o la continuidad en el nuevo, decayendo en este caso la obligación de reserva, puesto de trabajo de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio,"
centros de trabajo,centros,de,trabajo,centros,trabajo,centros de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los centros de trabajo inferiores a un año y con un máximo de doce mensualidades. 5. Para hacer efectivo"
cambio de centro,cambio,de,centro,cambio,centro,cambio de centro,No,Sí,No,No,No,Parcialmente encontrado,"salud, los trabajadores con discapacidad que acrediten la necesidad de recibir fuera de su localidad cambio de centro habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su discapacidad, tendrán"
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"trabajadores con discapacidad que acrediten la necesidad de recibir fuera de su localidad un tratamiento centro de trabajo rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su discapacidad, tendrán derecho preferente"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"psicológica relacionado con su discapacidad, tendrán derecho preferente a ocupar otro puesto de trabajo, del puesto de trabajo que la empresa tuviera vacante en otro de sus centros de trabajo en una localidad"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,otro de sus centros de trabajo en una localidad en que sea más accesible dicho puesto de trabajo términos y condiciones establecidos en el apartado anterior para las trabajadoras víctimas de violencia de
obligación de reserva,obligación,de,reserva,obligación,reserva,obligación de reserva,No,Sí,Sí,Sí,No,Parcialmente encontrado,"en los términos y condiciones establecidos en el apartado anterior para las trabajadoras víctimas de obligación de reserva o de violencia sexual y para las víctimas de terrorismo. 6. Por razones económicas, técnicas,"
días de salario,días,de,salario,días,salario,días de salario,No,No,Sí,No,No,Parcialmente encontrado,"de género o de violencia sexual y para las víctimas de terrorismo. 6. Por razones días de salario o de producción, o bien por contrataciones referidas a la actividad empresarial, la empresa podrá"
salario por año,salario,por,año,salario,año,salario por año,No,Sí,No,No,No,Parcialmente encontrado,"o de violencia sexual y para las víctimas de terrorismo. 6. Por razones económicas, técnicas, salario por año producción, o bien por contrataciones referidas a la actividad empresarial, la empresa podrá efectuar desplazamientos"
año de servicio,año,de,servicio,año,servicio,año de servicio,No,No,Sí,No,No,Parcialmente encontrado,"violencia sexual y para las víctimas de terrorismo. 6. Por razones económicas, técnicas, organizativas o año de servicio bien por contrataciones referidas a la actividad empresarial, la empresa podrá efectuar desplazamientos temporales de"
periodos de tiempo,periodos,de,tiempo,periodo,tiempo,periodo de tiempo,No,No,No,No,No,No encontrado,"6. Por razones económicas, técnicas, organizativas o de producción, o bien por contrataciones referidas a periodos de tiempo la empresa podrá efectuar desplazamientos temporales de sus trabajadores que exijan que estos residan en"
derecho de protección,derecho,de,protección,derecho,protección,derecho de protección,No,Sí,No,No,Sí,Parcialmente encontrado,"efectuar desplazamientos temporales de sus trabajadores que exijan que estos residan en población distinta de derecho de protección domicilio habitual, abonando, además de los salarios, los gastos de viaje y las dietas. El"
trabajadores con discapacidad,trabajadores,con,discapacidad,trabajador,discapacidad,trabajador con discapacidad,No,Sí,No,No,No,Parcialmente encontrado,"que estos residan en población distinta de la de su domicilio habitual, abonando, además de trabajadores con discapacidad gastos de viaje y las dietas. El trabajador deberá ser informado del desplazamiento con una"
tratamiento de habilitación,tratamiento,de,habilitación,tratamiento,habilitación,tratamiento de habilitación,No,No,Sí,Sí,Sí,Parcialmente encontrado,"de los salarios, los gastos de viaje y las dietas. El trabajador deberá ser informado tratamiento de habilitación una antelación suficiente a la fecha de su efectividad, que no podrá ser inferior a"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"de su efectividad, que no podrá ser inferior a cinco días laborables en el caso puesto de trabajo duración superior a tres meses; en este último supuesto, el trabajador tendrá derecho a un"
centros de trabajo,centros,de,trabajo,centros,trabajo,centros de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"duración superior a tres meses; en este último supuesto, el trabajador tendrá derecho a un centros de trabajo días laborables en su domicilio de origen por cada tres meses de desplazamiento, sin computar"
víctimas de violencia,víctimas,de,violencia,víctima,violencia,víctima de violencia,No,Sí,No,No,No,Parcialmente encontrado,"tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a víctimas de violencia Contra la orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el trabajador en"
violencia de género,violencia,de,género,violencia,género,violencia de género,No,No,Sí,No,No,Parcialmente encontrado,"de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a cargo del violencia de género orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el trabajador en los mismos"
víctimas de terrorismo,víctimas,de,terrorismo,víctimas,terrorismo,víctimas de terrorismo,No,No,Sí,No,No,Parcialmente encontrado,"gastos correrán a cargo del empresario. Contra la orden de desplazamiento, sin perjuicio de su víctimas de terrorismo el trabajador en los mismos términos previstos en el apartado 1 para los traslados. Los"
gastos de viaje,gastos,de,viaje,gastos,viaje,gastos de viaje,No,Sí,No,No,No,Parcialmente encontrado,7. Los representantes legales de los trabajadores tendrán prioridad de permanencia en los puestos de gastos de viaje se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas
caso de desplazamientos,caso,de,desplazamientos,caso,desplazamiento,caso de desplazamiento,No,No,Sí,No,No,Parcialmente encontrado,"permanencia a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores caso de desplazamientos o personas con discapacidad."
desplazamientos de duración,desplazamientos,de,duración,desplazamiento,duración,desplazamiento de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada desplazamientos de duración con discapacidad."
domicilio de origen,domicilio,de,origen,domicilio,origen,domicilio de origen,No,Sí,No,No,No,Parcialmente encontrado,domicilio de origen
meses de desplazamiento,meses,de,desplazamiento,meses,desplazamiento,meses de desplazamiento,No,No,Sí,No,Sí,Parcialmente encontrado,meses de desplazamiento
cargo del empresario,cargo,del,empresario,cargo,empresario,cargo del empresario,No,Sí,Sí,No,No,Parcialmente encontrado,cargo del empresario
orden de desplazamiento,orden,de,desplazamiento,orden,desplazamiento,orden de desplazamiento,No,Sí,Sí,No,Sí,Parcialmente encontrado,orden de desplazamiento
prioridad de permanencia,prioridad,de,permanencia,prioridad,permanencia,prioridad de permanencia,No,No,Sí,No,No,Parcialmente encontrado,prioridad de permanencia
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,puestos de trabajo
periodo de consultas,periodo,de,consultas,periodo,consulta,periodo de consulta,No,No,No,No,No,No encontrado,periodo de consultas
prioridades de permanencia,prioridades,de,permanencia,prioridades,permanencia,prioridades de permanencia,No,No,Sí,No,No,Parcialmente encontrado,prioridades de permanencia
permanencia a favor,permanencia,a,favor,permanencia,favor,permanencia a favor,No,Sí,No,No,No,Parcialmente encontrado,permanencia a favor
favor de trabajadores,favor,de,trabajadores,favor,trabajador,favor de trabajador,No,No,Sí,No,No,Parcialmente encontrado,favor de trabajadores
trabajadores con cargas,trabajadores,con,cargas,trabajador,carga,trabajador con carga,No,Sí,Sí,No,No,Parcialmente encontrado,trabajadores con cargas
personas con discapacidad,personas,con,discapacidad,persona,discapacidad,persona con discapacidad,No,Sí,No,No,No,Parcialmente encontrado,personas con discapacidad
