Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
garantías adicionales,Parcialmente encontrado,No,Sí,No,No,". igualmente, el gobierno podrá establecer limitaciones y garantías adicionales a las previstas en el presente artículo para la realización garantías adicionales nocturno en ciertas actividades o por determinada categoría de trabajadores, en función de los riesgos"
trabajo nocturno,Parcialmente encontrado,No,Sí,No,No,"en el presente artículo para la realización de trabajo nocturno en ciertas actividades o por determinada categoría de trabajadores, en trabajo nocturno los riesgos que comporten para su salud y seguridad. . el trabajo nocturno tendrá una"
trabajo nocturno,Parcialmente encontrado,No,Sí,No,No,"su salud y seguridad. . el trabajo nocturno tendrá una retribución específica que se determinará en la negociación colectiva, salvo trabajo nocturno salario se haya establecido atendiendo a que el trabajo sea nocturno por su propia naturaleza"
retribución específica,Parcialmente encontrado,No,Sí,No,No,". el trabajo nocturno tendrá una retribución específica que se determinará en la negociación colectiva, salvo que el salario se retribución específica atendiendo a que el trabajo sea nocturno por su propia naturaleza o se haya acordado"
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"específica que se determinará en la negociación colectiva, salvo que el salario se haya establecido atendiendo a que el trabajo negociación colectiva por su propia naturaleza o se haya acordado la compensación de este trabajo por descansos."
horas diferentes,No encontrado,No,No,No,No,"en horas diferentes en un periodo determinado de días o de semanas. en las empresas con procesos productivos continuos durante horas diferentes horas del día, en la organización del trabajo de los turnos se tendrá en cuenta"
periodo determinado,No encontrado,No,No,No,No,un periodo determinado de días o de semanas. en las empresas con procesos productivos continuos durante las veinticuatro horas del periodo determinado la organización del trabajo de los turnos se tendrá en cuenta la rotación de los
procesos productivos,Parcialmente encontrado,No,Sí,No,No,"procesos productivos continuos durante las veinticuatro horas del día, en la organización del trabajo de los turnos se tendrá en procesos productivos rotación de los mismos y que ningún trabajador esté en el de noche más de"
semanas consecutivas,No encontrado,No,No,No,No,"consecutivas, salvo adscripción voluntaria. las empresas que por la naturaleza de su actividad realicen el trabajo en régimen de turnos, semanas consecutivas domingos y días festivos, podrán efectuarlo bien por equipos de trabajadores que desarrollen su actividad"
adscripción voluntaria,Parcialmente encontrado,No,Sí,Sí,Sí,"las empresas que por la naturaleza de su actividad realicen el trabajo en régimen de turnos, incluidos los domingos y adscripción voluntaria podrán efectuarlo bien por equipos de trabajadores que desarrollen su actividad por semanas completas, o"
días festivos,Encontrado en glosario,Sí,No,Sí,No,"bien por equipos de trabajadores que desarrollen su actividad por semanas completas, o contratando personal para completar los equipos necesarios días festivos o más días a la semana. . los trabajadores nocturnos y quienes trabajen a turnos"
semanas completas,No encontrado,No,No,No,No,para completar los equipos necesarios durante uno o más días a la semana. . los trabajadores nocturnos y quienes trabajen semanas completas deberán gozar en todo momento de un nivel de protección en materia de salud y
equipos necesarios,No encontrado,No,No,No,No,"días a la semana. . los trabajadores nocturnos y quienes trabajen a turnos deberán gozar en todo momento de un equipos necesarios protección en materia de salud y seguridad adaptado a la naturaleza de su trabajo, y"
trabajadores nocturnos,Parcialmente encontrado,No,Sí,No,No,"deberán gozar en todo momento de un nivel de protección en materia de salud y seguridad adaptado a la naturaleza trabajadores nocturnos trabajo, y equivalente al de los restantes trabajadores de la empresa. el empresario deberá garantizar"
seguridad adaptado,Parcialmente encontrado,No,Sí,No,No,"trabajo, y equivalente al de los restantes trabajadores de la empresa. el empresario deberá garantizar que los trabajadores nocturnos que seguridad adaptado de una evaluación gratuita de su estado de salud, antes de su afectación a un"
trabajadores nocturnos,Parcialmente encontrado,No,Sí,No,No,"de su estado de salud, antes de su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares, en los trabajadores nocturnos en la ley /, de de noviembre, de prevención de riesgos laborales, y en sus"
evaluación gratuita,No encontrado,No,No,No,No,"su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares, en los términos establecidos en la ley /, de evaluación gratuita de prevención de riesgos laborales, y en sus normas de desarrollo. los trabajadores nocturnos a"
trabajo nocturno,Parcialmente encontrado,No,Sí,No,No,"establecidos en la ley /, de de noviembre, de prevención de riesgos laborales, y en sus normas de desarrollo. los trabajo nocturno a los que se reconozcan problemas de salud ligados al hecho de su trabajo nocturno"
intervalos regulares,No encontrado,No,No,No,No,"noviembre, de prevención de riesgos laborales, y en sus normas de desarrollo. los trabajadores nocturnos a los que se reconozcan intervalos regulares salud ligados al hecho de su trabajo nocturno tendrán derecho a ser destinados a un"
términos establecidos,Parcialmente encontrado,No,Sí,No,No,"laborales, y en sus normas de desarrollo. los trabajadores nocturnos a los que se reconozcan problemas de salud ligados al términos establecidos su trabajo nocturno tendrán derecho a ser destinados a un puesto de trabajo diurno que"
riesgos laborales,Encontrado en glosario,Sí,Sí,Sí,Sí,reconozcan problemas de salud ligados al hecho de su trabajo nocturno tendrán derecho a ser destinados a un puesto de riesgos laborales que exista en la empresa y para el que sean profesionalmente aptos. el cambio de
trabajadores nocturnos,Parcialmente encontrado,No,Sí,No,No,tendrán derecho a ser destinados a un puesto de trabajo diurno que exista en la empresa y para el que trabajadores nocturnos aptos. el cambio de puesto de trabajo se llevará a cabo de conformidad con lo
salud ligados,No encontrado,No,No,No,No,"trabajo diurno que exista en la empresa y para el que sean profesionalmente aptos. el cambio de puesto de trabajo salud ligados a cabo de conformidad con lo dispuesto en los artículos y , en su caso,"
trabajo nocturno,Parcialmente encontrado,No,Sí,No,No,"empresa y para el que sean profesionalmente aptos. el cambio de puesto de trabajo se llevará a cabo de conformidad trabajo nocturno dispuesto en los artículos y , en su caso, de la presente ley. . el"
trabajo diurno,Parcialmente encontrado,No,Sí,No,No,"puesto de trabajo se llevará a cabo de conformidad con lo dispuesto en los artículos y , en su caso, trabajo diurno presente ley. . el empresario que organice el trabajo en la empresa según un cierto"
principio general,Parcialmente encontrado,No,Sí,Sí,Sí,función del tipo de actividad y de las exigencias en materia de seguridad y salud de los trabajadores. dichas exigencias principio general tenidas particularmente en cuenta a la hora de determinar los periodos de descanso durante la
trabajo monótono,Parcialmente encontrado,No,Sí,No,No,los trabajadores. dichas exigencias deberán ser tenidas particularmente en cuenta a la hora de determinar los periodos de descanso durante trabajo monótono de trabajo.
