Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
régimen de turnos,régimen,de,turnos,régimen,turnos,régimen de turnos,No,Sí,No,No,No,Parcialmente encontrado,"semanas completas, o contratando personal para completar los equipos necesarios durante uno o más días régimen de turnos 4. Los trabajadores nocturnos y quienes trabajen a turnos deberán gozar en todo momento de"
equipos de trabajadores,equipos,de,trabajadores,equipo,trabajador,equipo de trabajador,No,No,Sí,No,No,Parcialmente encontrado,a la semana. 4. Los trabajadores nocturnos y quienes trabajen a turnos deberán gozar en equipos de trabajadores un nivel de protección en materia de salud y seguridad adaptado a la naturaleza de
actividad por semanas,actividad,por,semanas,actividad,semanas,actividad por semanas,No,Sí,No,No,No,Parcialmente encontrado,"nocturnos y quienes trabajen a turnos deberán gozar en todo momento de un nivel de actividad por semanas de salud y seguridad adaptado a la naturaleza de su trabajo, y equivalente al de"
nivel de protección,nivel,de,protección,nivel,protección,nivel de protección,No,No,No,No,Sí,No encontrado,"El empresario deberá garantizar que los trabajadores nocturnos que ocupe dispongan de una evaluación gratuita nivel de protección de salud, antes de su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares,"
protección en materia,protección,en,materia,protección,materia,protección en materia,No,No,Sí,Sí,No,Parcialmente encontrado,"deberá garantizar que los trabajadores nocturnos que ocupe dispongan de una evaluación gratuita de su protección en materia antes de su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares, en los"
materia de salud,materia,de,salud,materia,salud,materia de salud,No,Sí,No,No,No,Parcialmente encontrado,"que los trabajadores nocturnos que ocupe dispongan de una evaluación gratuita de su estado de materia de salud su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares, en los términos establecidos"
estado de salud,estado,de,salud,estado,salud,estado de salud,No,Sí,No,No,No,Parcialmente encontrado,"Prevención de Riesgos Laborales, y en sus normas de desarrollo. Los trabajadores nocturnos a los estado de salud problemas de salud ligados al hecho de su trabajo nocturno tendrán derecho a ser destinados"
normas de desarrollo,normas,de,desarrollo,normas,desarrollo,normas de desarrollo,No,No,Sí,No,No,Parcialmente encontrado,"y para el que sean profesionalmente aptos. El cambio de puesto de trabajo se llevará normas de desarrollo conformidad con lo dispuesto en los artículos 39 y 41, en su caso, de la"
problemas de salud,problemas,de,salud,problema,salud,problema de salud,No,Sí,No,No,No,Parcialmente encontrado,"trabajo se llevará a cabo de conformidad con lo dispuesto en los artículos 39 y problemas de salud caso, de la presente ley. 5. El empresario que organice el trabajo en la empresa"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"su caso, de la presente ley. 5. El empresario que organice el trabajo en la puesto de trabajo cierto ritmo deberá tener en cuenta el principio general de adaptación del trabajo a la"
cambio de puesto,cambio,de,puesto,cambio,puesto,cambio de puesto,No,Sí,No,No,No,Parcialmente encontrado,cierto ritmo deberá tener en cuenta el principio general de adaptación del trabajo a la cambio de puesto cara a atenuar el trabajo monótono y repetitivo en función del tipo de actividad y
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"deberá tener en cuenta el principio general de adaptación del trabajo a la persona, especialmente puesto de trabajo atenuar el trabajo monótono y repetitivo en función del tipo de actividad y de las"
cabo de conformidad,cabo,de,conformidad,cabo,conformidad,cabo de conformidad,No,No,Sí,No,No,Parcialmente encontrado,"general de adaptación del trabajo a la persona, especialmente de cara a atenuar el trabajo cabo de conformidad en función del tipo de actividad y de las exigencias en materia de seguridad y"
adaptación del trabajo,adaptación,del,trabajo,adaptación,trabajo,adaptación del trabajo,No,Sí,Sí,Sí,No,Parcialmente encontrado,la hora de determinar los periodos de descanso durante la jornada de trabajo. adaptación del trabajo
tipo de actividad,tipo,de,actividad,tipo,actividad,tipo de actividad,No,Sí,Sí,No,No,Parcialmente encontrado,tipo de actividad
exigencias en materia,exigencias,en,materia,exigencias,materia,exigencias en materia,No,No,Sí,No,No,Parcialmente encontrado,exigencias en materia
materia de seguridad,materia,de,seguridad,materia,seguridad,materia de seguridad,No,Sí,Sí,No,No,Parcialmente encontrado,materia de seguridad
periodos de descanso,periodos,de,descanso,periodos,descanso,periodos de descanso,No,No,Sí,No,No,Parcialmente encontrado,periodos de descanso
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,jornada de trabajo
