Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"de no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el convenio colectivo de los servicios. b cuando el contrato a tiempo parcial conlleve la ejecución de una"
jornada completa,Parcialmente encontrado,No,No,Sí,Sí,en contrario que acredite el carácter parcial de los servicios. b cuando el contrato a tiempo parcial conlleve la ejecución jornada completa jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice
carácter parcial,Parcialmente encontrado,No,No,Sí,Sí,"b cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores carácter parcial completo y esta se realice de forma partida, solo será posible efectuar una única interrupción"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo tiempo parcial efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante"
jornada diaria,No encontrado,No,No,No,No,"los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en jornada diaria diaria, salvo que se disponga otra cosa mediante convenio colectivo. c los trabajadores a tiempo"
tiempo completo,Parcialmente encontrado,No,No,Sí,Sí,"de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa tiempo completo colectivo. c los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los"
jornada diaria,No encontrado,No,No,No,No,"cosa mediante convenio colectivo. c los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a jornada diaria se refiere el artículo .. la realización de horas complementarias se regirá por lo dispuesto"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo .. la realización de convenio colectivo se regirá por lo dispuesto en el apartado . en todo caso, la suma de"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"los supuestos a los que se refiere el artículo .. la realización de horas complementarias se regirá por lo dispuesto tiempo parcial apartado . en todo caso, la suma de las horas ordinarias y complementarias, incluidas las"
horas extraordinarias,Encontrado en glosario,Sí,No,Sí,Sí,"se refiere el artículo .. la realización de horas complementarias se regirá por lo dispuesto en el apartado . en horas extraordinarias la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias,"
horas complementarias,No encontrado,No,No,No,No,". en todo caso, la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no horas complementarias del límite legal del trabajo a tiempo parcial definido en el apartado . a estos"
horas ordinarias,Parcialmente encontrado,No,No,Sí,Sí,"no podrá exceder del límite legal del trabajo a tiempo parcial definido en el apartado . a estos efectos, la horas ordinarias los trabajadores a tiempo parcial se registrará día a día y se totalizará mensualmente, entregando"
límite legal,Parcialmente encontrado,No,No,Sí,No,"estos efectos, la jornada de los trabajadores a tiempo parcial se registrará día a día y se totalizará mensualmente, entregando límite legal trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, tanto las ordinarias tiempo parcial complementarias a que se refiere el apartado . el empresario deberá conservar los resúmenes mensuales"
horas realizadas,No encontrado,No,No,No,No,". el empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años. horas realizadas de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada"
resúmenes mensuales,No encontrado,No,No,No,No,"de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite resúmenes mensuales parcial de los servicios. d las personas trabajadoras a tiempo parcial tendrán los mismos derechos"
periodo mínimo,No encontrado,No,No,No,No,"presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. d las personas periodo mínimo tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. cuando corresponda en"
jornada completa,Parcialmente encontrado,No,No,Sí,Sí,"parcial tendrán los mismos derechos que los trabajadores a tiempo completo. cuando corresponda en atención a su naturaleza, tales derechos jornada completa en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en"
carácter parcial,Parcialmente encontrado,No,No,Sí,Sí,"completo. cuando corresponda en atención a su naturaleza, tales derechos serán reconocidos en las disposiciones legales y reglamentarias y en carácter parcial colectivos de manera proporcional, en función del tiempo trabajado, debiendo garantizarse en todo caso la"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"tales derechos serán reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en función personas trabajadoras trabajado, debiendo garantizarse en todo caso la ausencia de discriminación, tanto directa como indirecta, entre"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en función del tiempo trabajado, tiempo parcial en todo caso la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres."
tiempo completo,Parcialmente encontrado,No,No,Sí,Sí,"convenios colectivos de manera proporcional, en función del tiempo trabajado, debiendo garantizarse en todo caso la ausencia de discriminación, tanto tiempo completo indirecta, entre mujeres y hombres. e la conversión de un trabajo a tiempo completo en"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,"de discriminación, tanto directa como indirecta, entre mujeres y hombres. e la conversión de un trabajo a tiempo completo en disposiciones legales parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,mujeres y hombres. e la conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre convenios colectivos para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de
manera proporcional,No encontrado,No,No,No,No,e la conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para manera proporcional y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial
tiempo trabajado,No encontrado,No,No,No,No,a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá tiempo trabajado forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo al amparo
tiempo completo,Parcialmente encontrado,No,No,Sí,Sí,"sustancial de condiciones de trabajo al amparo de lo dispuesto en el artículo ..a. el trabajador no podrá ser despedido tiempo completo ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión,"
trabajo parcial,Parcialmente encontrado,No,Sí,Sí,Sí,"trabajo al amparo de lo dispuesto en el artículo ..a. el trabajador no podrá ser despedido ni sufrir ningún otro trabajo parcial sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las"
carácter voluntario,Parcialmente encontrado,No,No,Sí,Sí,"en el artículo ..a. el trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial carácter voluntario hecho de rechazar esta conversión, sin perjuicio de las medidas que, de conformidad con lo"
forma unilateral,Parcialmente encontrado,No,No,Sí,No,"sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las forma unilateral de conformidad con lo dispuesto en los artículos y .c, puedan adoptarse por causas económicas,"
modificación sustancial,No encontrado,No,No,No,No,"efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las medidas que, de conformidad con lo dispuesto modificación sustancial artículos y .c, puedan adoptarse por causas económicas, técnicas, organizativas o de producción. a fin"
efecto perjudicial,Parcialmente encontrado,No,Sí,No,No,"técnicas, organizativas o de producción. a fin de posibilitar la movilidad voluntaria en el trabajo a tiempo parcial, el empresario efecto perjudicial a los trabajadores de la empresa sobre la existencia de puestos de trabajo vacantes, de"
causas económicas,Parcialmente encontrado,No,Sí,Sí,Sí,"de puestos de trabajo vacantes, de manera que aquellos puedan formular solicitudes de conversión voluntaria de un trabajo a tiempo causas económicas un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo"
movilidad voluntaria,Parcialmente encontrado,No,No,Sí,Sí,"de un trabajo a tiempo completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo movilidad voluntaria de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo. con carácter"
trabajo vacantes,Parcialmente encontrado,No,Sí,Sí,No,"a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo. con carácter general, las trabajo vacantes que se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de"
conversión voluntaria,Parcialmente encontrado,No,Sí,Sí,Sí,"se establezcan en convenio colectivo. con carácter general, las solicitudes a que se refiere el párrafo anterior deberán ser tomadas conversión voluntaria en la medida de lo posible, por el empresario. la denegación de la solicitud deberá"
tiempo completo,Parcialmente encontrado,No,No,Sí,Sí,"carácter general, las solicitudes a que se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de tiempo completo por el empresario. la denegación de la solicitud deberá ser notificada por el empresario al"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de lo posible, por el empresario. la tiempo parcial la solicitud deberá ser notificada por el empresario al trabajador por escrito y de manera"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,el empresario. la denegación de la solicitud deberá ser notificada por el empresario al trabajador por escrito y de manera tiempo parcial los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a tiempo
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"trabajador por escrito y de manera motivada. f los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los convenio colectivo tiempo parcial a la formación profesional continua, a fin de favorecer su progresión y movilidad"
carácter general,Parcialmente encontrado,No,No,Sí,Sí,"de manera motivada. f los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a tiempo parcial carácter general formación profesional continua, a fin de favorecer su progresión y movilidad profesionales. . se consideran"
párrafo anterior,No encontrado,No,No,No,No,"facilitar el acceso efectivo de los trabajadores a tiempo parcial a la formación profesional continua, a fin de favorecer su párrafo anterior movilidad profesionales. . se consideran horas complementarias las realizadas como adición a las horas ordinarias"
manera motivada,No encontrado,No,No,No,No,"ordinarias pactadas en el contrato a tiempo parcial, conforme a las siguientes reglas: a el empresario solo podrá exigir la manera motivada horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. el pacto sobre horas"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"a tiempo parcial, conforme a las siguientes reglas: a el empresario solo podrá exigir la realización de horas complementarias cuando convenios colectivos hubiera pactado expresamente con el trabajador. el pacto sobre horas complementarias podrá acordarse en el"
acceso efectivo,Parcialmente encontrado,No,Sí,No,No,reglas: a el empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el acceso efectivo pacto sobre horas complementarias podrá acordarse en el momento de la celebración del contrato a
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. el pacto sobre horas complementarias tiempo parcial en el momento de la celebración del contrato a tiempo parcial o con posterioridad al
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. el pacto sobre horas complementarias podrá acordarse en el formación profesional la celebración del contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en"
movilidad profesionales,Parcialmente encontrado,No,No,Sí,Sí,"el pacto sobre horas complementarias podrá acordarse en el momento de la celebración del contrato a tiempo parcial o con movilidad profesionales mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato. el pacto se"
horas complementarias,No encontrado,No,No,No,No,"acordarse en el momento de la celebración del contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en horas complementarias un pacto específico respecto al contrato. el pacto se formalizará necesariamente por escrito. b solo"
horas ordinarias,Parcialmente encontrado,No,No,Sí,Sí,"contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato. horas ordinarias se formalizará necesariamente por escrito. b solo se podrá formalizar un pacto de horas complementarias"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato. el pacto se formalizará necesariamente por escrito. tiempo parcial se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo"
horas complementarias,No encontrado,No,No,No,No,por escrito. b solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial horas complementarias jornada de trabajo no inferior a diez horas semanales en cómputo anual. c el pacto
horas complementarias,No encontrado,No,No,No,No,de contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual. c horas complementarias de horas complementarias deberá recoger el número de horas complementarias cuya realización podrá ser requerida
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,diez horas semanales en cómputo anual. c el pacto de horas complementarias deberá recoger el número de horas complementarias cuya tiempo parcial ser requerida por el empresario. el número de horas complementarias pactadas no podrá exceder del
pacto específico,Parcialmente encontrado,No,Sí,No,No,de horas complementarias cuya realización podrá ser requerida por el empresario. el número de horas complementarias pactadas no podrá exceder pacto específico por ciento de las horas ordinarias de trabajo objeto del contrato. los convenios colectivos podrán
b solo,No encontrado,No,No,No,No,"horas complementarias pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo objeto del contrato. los b solo podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al citado treinta"
horas complementarias,No encontrado,No,No,No,No,"por ciento de las horas ordinarias de trabajo objeto del contrato. los convenios colectivos podrán establecer otro porcentaje máximo, que, horas complementarias caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"objeto del contrato. los convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al citado tiempo parcial ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas. d el trabajador"
horas semanales,No encontrado,No,No,No,No,"que, en ningún caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas semanales contratadas. d el trabajador deberá conocer el día y la hora de realización de las"
cómputo anual,Parcialmente encontrado,No,Sí,No,No,"caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas. cómputo anual trabajador deberá conocer el día y la hora de realización de las horas complementarias pactadas"
horas complementarias,No encontrado,No,No,No,No,"por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas. d el trabajador deberá conocer el día horas complementarias hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días,"
horas complementarias,No encontrado,No,No,No,No,"ciento de las horas ordinarias contratadas. d el trabajador deberá conocer el día y la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo"
horas complementarias,No encontrado,No,No,No,No,"la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio horas complementarias plazo de preaviso inferior. e el pacto de horas complementarias podrá quedar sin efecto por"
horas ordinarias,Parcialmente encontrado,No,No,Sí,Sí,"mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. e el pacto de horas complementarias horas ordinarias sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"un plazo de preaviso inferior. e el pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante convenios colectivos de quince días, una vez cumplido un año desde su celebración, cuando concurra alguna de"
porcentaje máximo,No encontrado,No,No,No,No,"e el pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, porcentaje máximo cumplido un año desde su celebración, cuando concurra alguna de las siguientes circunstancias: .ª la"
horas ordinarias,Parcialmente encontrado,No,No,Sí,Sí,"desde su celebración, cuando concurra alguna de las siguientes circunstancias: .ª la atención de las responsabilidades familiares enunciadas en el horas ordinarias .ª necesidades formativas, siempre que se acredite la incompatibilidad horaria. .ª incompatibilidad con otro contrato"
horas complementarias,No encontrado,No,No,No,No,"en el artículo .. .ª necesidades formativas, siempre que se acredite la incompatibilidad horaria. .ª incompatibilidad con otro contrato a horas complementarias f el pacto de horas complementarias y las condiciones de realización de las mismas estarán"
preaviso mínimo,Parcialmente encontrado,No,Sí,No,No,"necesidades formativas, siempre que se acredite la incompatibilidad horaria. .ª incompatibilidad con otro contrato a tiempo parcial. f el pacto preaviso mínimo complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas"
preaviso inferior,Parcialmente encontrado,No,Sí,No,No,"a tiempo parcial. f el pacto de horas complementarias y las condiciones de realización de las mismas estarán sujetos a preaviso inferior previstas en las letras anteriores. en caso de incumplimiento de tales reglas, la negativa del"
horas complementarias,No encontrado,No,No,No,No,"horas complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores. horas complementarias de incumplimiento de tales reglas, la negativa del trabajador a la realización de las horas"
responsabilidades familiares,Parcialmente encontrado,No,Sí,Sí,Sí,"haber sido pactadas, no constituirá conducta laboral sancionable. g sin perjuicio del pacto de horas complementarias, en los contratos a responsabilidades familiares de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en"
necesidades formativas,Parcialmente encontrado,No,Sí,No,No,"g sin perjuicio del pacto de horas complementarias, en los contratos a tiempo parcial de duración indefinida con una jornada necesidades formativas no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento,"
incompatibilidad horaria,Parcialmente encontrado,No,Sí,No,No,"en los contratos a tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales incompatibilidad horaria anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, tiempo parcial trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el"
horas complementarias,No encontrado,No,No,No,No,"a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas horas complementarias aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por"
reglas previstas,Parcialmente encontrado,No,Sí,No,No,"al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables reglas previstas por ciento por convenio colectivo, de las horas ordinarias objeto del contrato. la negativa del"
letras anteriores,No encontrado,No,No,No,No,"de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento letras anteriores colectivo, de las horas ordinarias objeto del contrato. la negativa del trabajador a la realización"
horas complementarias,No encontrado,No,No,No,No,"por convenio colectivo, de las horas ordinarias objeto del contrato. la negativa del trabajador a la realización de estas horas horas complementarias conducta laboral sancionable. estas horas complementarias no se computarán a efectos de los porcentajes de"
conducta laboral,Parcialmente encontrado,No,No,Sí,Sí,negativa del trabajador a la realización de estas horas no constituirá conducta laboral sancionable. estas horas complementarias no se computarán conducta laboral de los porcentajes de horas complementarias pactadas que se establecen en la letra c. h
horas complementarias,No encontrado,No,No,No,No,"constituirá conducta laboral sancionable. estas horas complementarias no se computarán a efectos de los porcentajes de horas complementarias pactadas que horas complementarias en la letra c. h la realización de horas complementarias habrá de respetar, en todo"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"no se computarán a efectos de los porcentajes de horas complementarias pactadas que se establecen en la letra c. h tiempo parcial de horas complementarias habrá de respetar, en todo caso, los límites en materia de jornada"
duración indefinida,No encontrado,No,No,No,No,"a efectos de los porcentajes de horas complementarias pactadas que se establecen en la letra c. h la realización de duración indefinida habrá de respetar, en todo caso, los límites en materia de jornada y descansos establecidos"
horas semanales,No encontrado,No,No,No,No,"establecen en la letra c. h la realización de horas complementarias habrá de respetar, en todo caso, los límites en horas semanales jornada y descansos establecidos en los artículos . y ; . y .. i las"
cómputo anual,Parcialmente encontrado,No,Sí,No,No,"letra c. h la realización de horas complementarias habrá de respetar, en todo caso, los límites en materia de jornada cómputo anual establecidos en los artículos . y ; . y .. i las horas complementarias efectivamente"
horas complementarias,No encontrado,No,No,No,No,"materia de jornada y descansos establecidos en los artículos . y ; . y .. i las horas complementarias efectivamente horas complementarias retribuirán como ordinarias, computándose a efectos de bases de cotización a la seguridad social y"
aceptación voluntaria,Parcialmente encontrado,No,Sí,Sí,Sí,y descansos establecidos en los artículos . y ; . y .. i las horas complementarias efectivamente realizadas se retribuirán aceptación voluntaria computándose a efectos de bases de cotización a la seguridad social y periodos de carencia
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"retribuirán como ordinarias, computándose a efectos de bases de cotización a la seguridad social y periodos de carencia y bases convenio colectivo las prestaciones. a tal efecto, el número y retribución de las horas complementarias realizadas se"
horas ordinarias,Parcialmente encontrado,No,No,Sí,Sí,efectos de bases de cotización a la seguridad social y periodos de carencia y bases reguladoras de las prestaciones. a horas ordinarias el número y retribución de las horas complementarias realizadas se deberá recoger en el recibo
conducta laboral,Parcialmente encontrado,No,No,Sí,Sí,"prestaciones. a tal efecto, el número y retribución de las horas complementarias realizadas se deberá recoger en el recibo individual conducta laboral y en los documentos de cotización a la seguridad social. . para que el trabajador"
horas complementarias,No encontrado,No,No,No,No,número y retribución de las horas complementarias realizadas se deberá recoger en el recibo individual de salarios y en los horas complementarias cotización a la seguridad social. . para que el trabajador pueda acceder a la jubilación
horas complementarias,No encontrado,No,No,No,No,"en el recibo individual de salarios y en los documentos de cotización a la seguridad social. . para que el horas complementarias acceder a la jubilación parcial, en los términos establecidos en el texto refundido de la"
horas complementarias,No encontrado,No,No,No,No,"seguridad social. . para que el trabajador pueda acceder a la jubilación parcial, en los términos establecidos en el texto horas complementarias la ley general de la seguridad social y demás disposiciones concordantes, deberá acordar con su"
horas complementarias,No encontrado,No,No,No,No,"demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del horas complementarias ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato seguridad social de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada"
bases reguladoras,No encontrado,No,No,No,No,"máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido bases reguladoras apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador"
horas complementarias,No encontrado,No,No,No,No,"acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el horas complementarias se jubila parcialmente. también se podrá concertar el contrato de relevo para sustituir a los"
recibo individual,Parcialmente encontrado,No,Sí,Sí,No,con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente. también se podrá recibo individual contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,trabajador que se jubila parcialmente. también se podrá concertar el contrato de relevo para sustituir a los trabajadores que se seguridad social después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido
jubilación parcial,Parcialmente encontrado,No,Sí,Sí,Sí,relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que jubilación parcial a lo establecido en el texto refundido de la ley general de la seguridad social.
