Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
jornada a tiempo,jornada,a,tiempo,jornada,tiempo,jornada a tiempo,No,No,No,No,No,No encontrado,"jornada a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, jornada a tiempo legal. 2. El contrato a tiempo parcial podrá concertarse por tiempo indefinido o por duración"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente contrato a tiempo utilización de esta modalidad de contratación. 3. (Derogado) 4. El contrato a tiempo parcial se
modalidad de contratación,modalidad,de,contratación,modalidad,contratación,modalidad de contratación,No,No,Sí,No,Sí,Parcialmente encontrado,"4. El contrato a tiempo parcial se regirá por las siguientes reglas: a) El contrato, modalidad de contratación dispuesto en el artículo 8.2, se deberá formalizar necesariamente por escrito. En el contrato deberá"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"contrato, conforme a lo dispuesto en el artículo 8.2, se deberá formalizar necesariamente por escrito. contrato a tiempo deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al"
número de horas,número,de,horas,número,hora,número de hora,No,No,No,No,No,No encontrado,"como el modo de su distribución según lo previsto en convenio colectivo. De no observarse número de horas contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter"
ordinarias de trabajo,ordinarias,de,trabajo,ordinarias,trabajo,ordinarias de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"de su distribución según lo previsto en convenio colectivo. De no observarse estas exigencias, el ordinarias de trabajo celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los"
trabajo al día,trabajo,al,día,trabajo,día,trabajo al día,No,Sí,No,No,No,Parcialmente encontrado,"distribución según lo previsto en convenio colectivo. De no observarse estas exigencias, el contrato se trabajo al día jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. b)"
prueba en contrario,prueba,en,contrario,prueba,contrario,prueba en contrario,No,Sí,No,No,No,Parcialmente encontrado,"inferior a la de los trabajadores a tiempo completo y esta se realice de forma prueba en contrario posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra contrato a tiempo colectivo. c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los"
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"mediante convenio colectivo. c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo trabajadores a tiempo a los que se refiere el artículo 35.3. La realización de horas complementarias se regirá"
cosa mediante convenio,cosa,mediante,convenio,cosa,convenio,cosa mediante convenio,No,No,Sí,No,No,Parcialmente encontrado,"horas complementarias se regirá por lo dispuesto en el apartado 5. En todo caso, la cosa mediante convenio horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del"
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"apartado 5. En todo caso, la suma de las horas ordinarias y complementarias, incluidas las trabajadores a tiempo las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial definido en"
realización de horas,realización,de,horas,realización,hora,realización de hora,No,No,No,Sí,No,No encontrado,"legal del trabajo a tiempo parcial definido en el apartado 1. A estos efectos, la realización de horas trabajadores a tiempo parcial se registrará día a día y se totalizará mensualmente, entregando copia"
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"de todas las horas realizadas en cada mes, tanto las ordinarias como las complementarias a trabajo a tiempo el apartado 5. El empresario deberá conservar los resúmenes mensuales de los registros de jornada"
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"apartado 5. El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante trabajadores a tiempo de cuatro años. En caso de incumplimiento de las referidas obligaciones de registro, el contrato"
día a día,día,a,día,día,día,día a día,No,No,No,No,No,No encontrado,"los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años. día a día incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa,"
copia al trabajador,copia,al,trabajador,copia,trabajador,copia al trabajador,No,No,Sí,No,No,Parcialmente encontrado,"un periodo mínimo de cuatro años. En caso de incumplimiento de las referidas obligaciones de copia al trabajador se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial"
recibo de salarios,recibo,de,salarios,recibo,salarios,recibo de salarios,No,Sí,No,No,No,Parcialmente encontrado,"caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a recibo de salarios prueba en contrario que acredite el carácter parcial de los servicios. d) Las personas trabajadoras"
registros de jornada,registros,de,jornada,registro,jornada,registro de jornada,No,Sí,No,No,No,Parcialmente encontrado,"derechos que los trabajadores a tiempo completo. Cuando corresponda en atención a su naturaleza, tales registros de jornada en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en"
caso de incumplimiento,caso,de,incumplimiento,caso,incumplimiento,caso de incumplimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"naturaleza, tales derechos serán reconocidos en las disposiciones legales y reglamentarias y en los convenios caso de incumplimiento proporcional, en función del tiempo trabajado, debiendo garantizarse en todo caso la ausencia de discriminación,"
obligaciones de registro,obligaciones,de,registro,obligaciones,registro,obligaciones de registro,No,No,Sí,No,No,Parcialmente encontrado,"las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en función obligaciones de registro debiendo garantizarse en todo caso la ausencia de discriminación, tanto directa como indirecta, entre mujeres"
prueba en contrario,prueba,en,contrario,prueba,contrario,prueba en contrario,No,Sí,No,No,No,Parcialmente encontrado,"función del tiempo trabajado, debiendo garantizarse en todo caso la ausencia de discriminación, tanto directa prueba en contrario mujeres y hombres. e) La conversión de un trabajo a tiempo completo en un trabajo"
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajadores a tiempo se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones
ausencia de discriminación,ausencia,de,discriminación,ausencia,discriminación,ausencia de discriminación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto ausencia de discriminación hecho de rechazar esta conversión, sin perjuicio de las medidas que, de conformidad con lo"
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"esta conversión, sin perjuicio de las medidas que, de conformidad con lo dispuesto en los trabajo a tiempo 52.c), puedan adoptarse por causas económicas, técnicas, organizativas o de producción. A fin de posibilitar"
condiciones de trabajo,condiciones,de,trabajo,condiciones,trabajo,condiciones de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"la movilidad voluntaria en el trabajo a tiempo parcial, el empresario deberá informar a los condiciones de trabajo empresa sobre la existencia de puestos de trabajo vacantes, de manera que aquellos puedan formular"
trabajo al amparo,trabajo,al,amparo,trabajo,amparo,trabajo al amparo,No,Sí,No,No,No,Parcialmente encontrado,"voluntaria en el trabajo a tiempo parcial, el empresario deberá informar a los trabajadores de trabajo al amparo la existencia de puestos de trabajo vacantes, de manera que aquellos puedan formular solicitudes de"
tipo de sanción,tipo,de,sanción,tipo,sanción,tipo de sanción,No,Sí,Sí,No,Sí,Parcialmente encontrado,"de trabajo vacantes, de manera que aquellos puedan formular solicitudes de conversión voluntaria de un tipo de sanción completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo"
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"las solicitudes a que se refiere el párrafo anterior deberán ser tomadas en consideración, en trabajo a tiempo lo posible, por el empresario. La denegación de la solicitud deberá ser notificada por el"
existencia de puestos,existencia,de,puestos,existencia,puesto,existencia de puesto,No,No,No,No,No,No encontrado,"de lo posible, por el empresario. La denegación de la solicitud deberá ser notificada por existencia de puestos trabajador por escrito y de manera motivada. f) Los convenios colectivos establecerán medidas para facilitar"
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"posible, por el empresario. La denegación de la solicitud deberá ser notificada por el empresario puestos de trabajo escrito y de manera motivada. f) Los convenios colectivos establecerán medidas para facilitar el acceso"
solicitudes de conversión,solicitudes,de,conversión,solicitudes,conversión,solicitudes de conversión,No,No,Sí,No,Sí,Parcialmente encontrado,notificada por el empresario al trabajador por escrito y de manera motivada. f) Los convenios solicitudes de conversión para facilitar el acceso efectivo de los trabajadores a tiempo parcial a la formación profesional
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"por escrito y de manera motivada. f) Los convenios colectivos establecerán medidas para facilitar el trabajo a tiempo los trabajadores a tiempo parcial a la formación profesional continua, a fin de favorecer su"
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"f) Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a trabajo a tiempo la formación profesional continua, a fin de favorecer su progresión y movilidad profesionales. 5. Se"
incremento del tiempo,incremento,del,tiempo,incremento,tiempo,incremento del tiempo,No,No,No,No,No,No encontrado,"efectivo de los trabajadores a tiempo parcial a la formación profesional continua, a fin de incremento del tiempo y movilidad profesionales. 5. Se consideran horas complementarias las realizadas como adición a las horas"
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"los trabajadores a tiempo parcial a la formación profesional continua, a fin de favorecer su tiempo de trabajo profesionales. 5. Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas"
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"a la formación profesional continua, a fin de favorecer su progresión y movilidad profesionales. 5. trabajadores a tiempo complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo"
empresario al trabajador,empresario,al,trabajador,empresario,trabajador,empresario al trabajador,No,Sí,Sí,No,No,Parcialmente encontrado,"pacto sobre horas complementarias podrá acordarse en el momento de la celebración del contrato a empresario al trabajador con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato."
trabajadores a tiempo,trabajadores,a,tiempo,trabajador,tiempo,trabajador a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"todo caso, un pacto específico respecto al contrato. El pacto se formalizará necesariamente por escrito. trabajadores a tiempo podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,no inferior a diez horas semanales en cómputo anual. c) El pacto de horas complementarias contrato a tiempo número de horas complementarias cuya realización podrá ser requerida por el empresario. El número de
realización de horas,realización,de,horas,realización,hora,realización de hora,No,No,No,Sí,No,No encontrado,horas complementarias cuya realización podrá ser requerida por el empresario. El número de horas complementarias realización de horas exceder del treinta por ciento de las horas ordinarias de trabajo objeto del contrato. Los
pacto sobre horas,pacto,sobre,horas,pacto,horas,pacto sobre horas,No,Sí,No,No,No,Parcialmente encontrado,"pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo objeto pacto sobre horas convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al"
celebración del contrato,celebración,del,contrato,celebración,contrato,celebración del contrato,No,Sí,Sí,Sí,No,Parcialmente encontrado,"ordinarias de trabajo objeto del contrato. Los convenios colectivos podrán establecer otro porcentaje máximo, que, celebración del contrato podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"trabajo objeto del contrato. Los convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún contrato a tiempo inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas"
pacto de horas,pacto,de,horas,pacto,horas,pacto de horas,No,Sí,No,No,No,Parcialmente encontrado,"el día y la hora de realización de las horas complementarias pactadas con un preaviso pacto de horas días, salvo que el convenio establezca un plazo de preaviso inferior. e) El pacto de"
caso de contratos,caso,de,contratos,caso,contrato,caso de contrato,No,No,Sí,No,No,Parcialmente encontrado,"realización de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que caso de contratos un plazo de preaviso inferior. e) El pacto de horas complementarias podrá quedar sin efecto"
contratos a tiempo,contratos,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio contratos a tiempo de preaviso inferior. e) El pacto de horas complementarias podrá quedar sin efecto por renuncia"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. jornada de trabajo de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso de"
pacto de horas,pacto,de,horas,pacto,horas,pacto de horas,No,Sí,No,No,No,Parcialmente encontrado,"pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso pacto de horas una vez cumplido un año desde su celebración, cuando concurra alguna de las siguientes circunstancias:"
número de horas,número,de,horas,número,hora,número de hora,No,No,No,No,No,No encontrado,"efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un número de horas celebración, cuando concurra alguna de las siguientes circunstancias: 1.ª La atención de las responsabilidades familiares"
número de horas,número,de,horas,número,hora,número de hora,No,No,No,No,No,No encontrado,"año desde su celebración, cuando concurra alguna de las siguientes circunstancias: 1.ª La atención de número de horas enunciadas en el artículo 37.6. 2.ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria."
objeto del contrato,objeto,del,contrato,objeto,contrato,objeto del contrato,No,No,Sí,No,No,Parcialmente encontrado,"enunciadas en el artículo 37.6. 2.ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria. objeto del contrato otro contrato a tiempo parcial. f) El pacto de horas complementarias y las condiciones de"
hora de realización,hora,de,realización,hora,realización,hora de realización,No,No,No,No,Sí,No encontrado,"incumplimiento de tales reglas, la negativa del trabajador a la realización de las horas complementarias, hora de realización sido pactadas, no constituirá conducta laboral sancionable. g) Sin perjuicio del pacto de horas complementarias,"
plazo de preaviso,plazo,de,preaviso,plazo,preaviso,plazo de preaviso,No,Sí,Sí,No,No,Parcialmente encontrado,"conducta laboral sancionable. g) Sin perjuicio del pacto de horas complementarias, en los contratos a plazo de preaviso duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo"
pacto de horas,pacto,de,horas,pacto,horas,pacto de horas,No,Sí,No,No,No,Parcialmente encontrado,"horas complementarias, en los contratos a tiempo parcial de duración indefinida con una jornada de pacto de horas a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al"
efecto por renuncia,efecto,por,renuncia,efecto,renuncia,efecto por renuncia,No,Sí,Sí,No,No,Parcialmente encontrado,"parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales efecto por renuncia el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de"
renuncia del trabajador,renuncia,del,trabajador,renuncia,trabajador,renuncia del trabajador,No,Sí,Sí,No,No,Parcialmente encontrado,"duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo renuncia del trabajador podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria,"
contrato a tiempo,contrato,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,trabajador a la realización de estas horas no constituirá conducta laboral sancionable. Estas horas complementarias contrato a tiempo a efectos de los porcentajes de horas complementarias pactadas que se establecen en la letra
pacto de horas,pacto,de,horas,pacto,horas,pacto de horas,No,Sí,No,No,No,Parcialmente encontrado,conducta laboral sancionable. Estas horas complementarias no se computarán a efectos de los porcentajes de pacto de horas que se establecen en la letra c). h) La realización de horas complementarias habrá de
condiciones de realización,condiciones,de,realización,condición,realización,condición de realización,No,Sí,No,No,Sí,Parcialmente encontrado,"no se computarán a efectos de los porcentajes de horas complementarias pactadas que se establecen condiciones de realización c). h) La realización de horas complementarias habrá de respetar, en todo caso, los límites"
caso de incumplimiento,caso,de,incumplimiento,caso,incumplimiento,caso de incumplimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"c). h) La realización de horas complementarias habrá de respetar, en todo caso, los límites caso de incumplimiento jornada y descansos establecidos en los artículos 34.3 y 4; 36.1 y 37.1. i) Las"
negativa del trabajador,negativa,del,trabajador,negativa,trabajador,negativa del trabajador,No,No,Sí,No,No,Parcialmente encontrado,"de respetar, en todo caso, los límites en materia de jornada y descansos establecidos en negativa del trabajador y 4; 36.1 y 37.1. i) Las horas complementarias efectivamente realizadas se retribuirán como ordinarias,"
pacto de horas,pacto,de,horas,pacto,horas,pacto de horas,No,Sí,No,No,No,Parcialmente encontrado,"se retribuirán como ordinarias, computándose a efectos de bases de cotización a la Seguridad Social pacto de horas carencia y bases reguladoras de las prestaciones. A tal efecto, el número y retribución de"
contratos a tiempo,contratos,a,tiempo,contrato,tiempo,contrato a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"de bases de cotización a la Seguridad Social y periodos de carencia y bases reguladoras contratos a tiempo A tal efecto, el número y retribución de las horas complementarias realizadas se deberá recoger"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"periodos de carencia y bases reguladoras de las prestaciones. A tal efecto, el número y jornada de trabajo horas complementarias realizadas se deberá recoger en el recibo individual de salarios y en los"
realización de horas,realización,de,horas,realización,hora,realización de hora,No,No,No,Sí,No,No encontrado,"el recibo individual de salarios y en los documentos de cotización a la Seguridad Social. realización de horas el trabajador pueda acceder a la jubilación parcial, en los términos establecidos en el texto"
objeto del contrato,objeto,del,contrato,objeto,contrato,objeto del contrato,No,No,Sí,No,No,Parcialmente encontrado,"el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, objeto del contrato su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco"
negativa del trabajador,negativa,del,trabajador,negativa,trabajador,negativa del trabajador,No,No,Sí,No,No,Parcialmente encontrado,"Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa negativa del trabajador jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo"
porcentajes de horas,porcentajes,de,horas,porcentaje,hora,porcentaje de hora,No,No,No,No,No,No encontrado,"del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá porcentajes de horas contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de"
realización de horas,realización,de,horas,realización,hora,realización de hora,No,No,No,Sí,No,No encontrado,"contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de realización de horas de trabajo dejada vacante por el trabajador que se jubila parcialmente. También se podrá concertar"
límites en materia,límites,en,materia,límites,materia,límites en materia,No,No,Sí,No,No,Parcialmente encontrado,objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila límites en materia podrá concertar el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente
materia de jornada,materia,de,jornada,materia,jornada,materia de jornada,No,Sí,No,No,No,Parcialmente encontrado,sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente. También materia de jornada el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de
efectos de bases,efectos,de,bases,efecto,base,efecto de base,No,Sí,No,No,No,Parcialmente encontrado,de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en efectos de bases de la Ley General de la Seguridad Social. La reducción de jornada y de salario
bases de cotización,bases,de,cotización,base,cotización,base de cotización,Sí,No,No,No,Sí,Encontrado en glosario,cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto bases de cotización Ley General de la Seguridad Social. La reducción de jornada y de salario podrá alcanzar
periodos de carencia,periodos,de,carencia,periodo,carencia,periodo de carencia,No,No,No,No,No,No encontrado,conforme a lo establecido en el texto refundido de la Ley General de la Seguridad periodos de carencia de jornada y de salario podrá alcanzar el setenta y cinco por ciento cuando el
documentos de cotización,documentos,de,cotización,documento,cotización,documento de cotización,No,Sí,No,No,Sí,Parcialmente encontrado,"relevo se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla documentos de cotización en el texto refundido de la Ley General de la Seguridad Social. La ejecución de"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,la Seguridad Social reconozca al trabajador en concepto de jubilación parcial. La relación laboral se reducción de jornada la jubilación total del trabajador. 7. El contrato de relevo se ajustará a las siguientes
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,se ajustará a las siguientes reglas: a) Se celebrará con un trabajador en situación de contrato de relevo tuviese concertado con la empresa un contrato de duración determinada. b) Salvo lo establecido en
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,concertado con la empresa un contrato de duración determinada. b) Salvo lo establecido en los jornada de trabajo la duración del contrato de relevo que se celebre como consecuencia de una jubilación parcial
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,"la duración del contrato de relevo que se celebre como consecuencia de una jubilación parcial contrato de relevo indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la"
edad de jubilación,edad,de,jubilación,edad,jubilación,edad de jubilación,No,No,Sí,No,Sí,Parcialmente encontrado,"ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar edad de jubilación jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"establecido en el texto refundido de la Ley General de la Seguridad Social. Si, al reducción de jornada el trabajador jubilado parcialmente continuase en la empresa, el contrato de relevo que se hubiera"
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,"dicha edad, el trabajador jubilado parcialmente continuase en la empresa, el contrato de relevo que contrato de relevo por duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en"
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,"correspondiente al año en el que se produzca la jubilación total del trabajador relevado. En contrato de trabajo en el párrafo segundo del apartado 6, el contrato de relevo deberá alcanzar al menos"
trabajo a tiempo,trabajo,a,tiempo,trabajo,tiempo,trabajo a tiempo,No,Sí,No,No,No,Parcialmente encontrado,"año en el que se produzca la jubilación total del trabajador relevado. En el supuesto trabajo a tiempo párrafo segundo del apartado 6, el contrato de relevo deberá alcanzar al menos una duración"
trabajador en concepto,trabajador,en,concepto,trabajador,concepto,trabajador en concepto,No,Sí,No,No,No,Parcialmente encontrado,"párrafo segundo del apartado 6, el contrato de relevo deberá alcanzar al menos una duración trabajador en concepto de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la"
concepto de jubilación,concepto,de,jubilación,concepto,jubilación,concepto de jubilación,No,No,Sí,No,Sí,Parcialmente encontrado,"del apartado 6, el contrato de relevo deberá alcanzar al menos una duración igual al concepto de jubilación dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de"
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme contrato de relevo de la Ley General de la Seguridad Social. En el supuesto de que el contrato
