Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"negociación colectiva se podrán establecer periodos distintos de los expresados en este artículo a efectos de reclamar la cobertura de negociación colectiva el trabajador tendrá derecho a la retribución correspondiente a las funciones que efectivamente realice, salvo"
periodos distintos,No encontrado,No,No,No,No,"periodos distintos de los expresados en este artículo a efectos de reclamar la cobertura de vacantes. . el trabajador tendrá periodos distintos la retribución correspondiente a las funciones que efectivamente realice, salvo en los casos de encomienda"
retribución correspondiente,Parcialmente encontrado,No,Sí,No,No,"correspondiente a las funciones que efectivamente realice, salvo en los casos de encomienda de funciones inferiores, en los que mantendrá retribución correspondiente de origen. no cabrá invocar como causa de despido objetivo la ineptitud sobrevenida o la"
funciones inferiores,No encontrado,No,No,No,No,en los que mantendrá la retribución de origen. no cabrá invocar como causa de despido objetivo la ineptitud sobrevenida o funciones inferiores de adaptación en los supuestos de realización de funciones distintas de las habituales como consecuencia
despido objetivo,Encontrado en glosario,Sí,Sí,Sí,No,sobrevenida o la falta de adaptación en los supuestos de realización de funciones distintas de las habituales como consecuencia de despido objetivo funcional. . el cambio de funciones distintas de las pactadas no incluido en los supuestos
funciones distintas,No encontrado,No,No,No,No,"habituales como consecuencia de la movilidad funcional. . el cambio de funciones distintas de las pactadas no incluido en los funciones distintas en este artículo requerirá el acuerdo de las partes o, en su defecto, el sometimiento"
movilidad funcional,Encontrado en glosario,Sí,No,Sí,Sí,"cambio de funciones distintas de las pactadas no incluido en los supuestos previstos en este artículo requerirá el acuerdo de movilidad funcional o, en su defecto, el sometimiento a las reglas previstas para las modificaciones sustanciales de"
funciones distintas,No encontrado,No,No,No,No,"no incluido en los supuestos previstos en este artículo requerirá el acuerdo de las partes o, en su defecto, el funciones distintas las reglas previstas para las modificaciones sustanciales de condiciones de trabajo o a las que"
supuestos previstos,No encontrado,No,No,No,No,"requerirá el acuerdo de las partes o, en su defecto, el sometimiento a las reglas previstas para las modificaciones sustanciales supuestos previstos de trabajo o a las que a tal fin se hubieran establecido en convenio colectivo."
reglas previstas,Parcialmente encontrado,No,Sí,No,No,condiciones de trabajo o a las que a tal fin se hubieran establecido en convenio colectivo. reglas previstas
modificaciones sustanciales,No encontrado,No,No,No,No,a las que a tal fin se hubieran establecido en convenio colectivo. modificaciones sustanciales
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,convenio colectivo
