Término,Patrón N+ADJ,Ubicación,Contexto
discriminación,discriminación directa,Contexto,"DISCRIMINACIÓN: den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de [discriminación] directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
discriminación,discriminación directa,Contexto,"DISCRIMINACIÓN: de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de [discriminación] directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
discriminación,acción administrativa,Contexto,DISCRIMINACIÓN: o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no [discriminación] .
discriminación,violencia dirigida,Contexto,DISCRIMINACIÓN: de igualdad de trato y no discriminación. El incumplimiento de la obligación de tomar medidas de protección frente a la [discriminación] y la violencia dirigida a las personas LGTBI a que se refiere el artículo .
empresario,preceptos reglamentarios,Contexto,"EMPRESARIO: y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del [empresario] que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
empresario,trato desfavorable,Contexto,EMPRESARIO: con la empresa y lengua dentro del Estado español. Serán igualmente nulas las órdenes de discriminar y las decisiones del [empresario] que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
jornada,pactos individuales,Contexto,"JORNADA: pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, [jornada] y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
edad,discriminación directa,Contexto,"EDAD: materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de [edad] o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
ideas políticas,ideas políticas,Término,"IDEAS POLÍTICAS: directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, [ideas políticas] , orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
acción administrativa,acción administrativa,Término,ACCIÓN ADMINISTRATIVA: que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una [acción administrativa] o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
trabajo,discriminación directa,Contexto,"TRABAJO: unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de [trabajo] , a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
trabajo,grupo profesional,Contexto,"TRABAJO: de idoneidad, tengan preferencia las personas del sexo menos representado para favorecer su acceso al grupo profesional o puesto de [trabajo] de que se trate."
protección,violencia dirigida,Contexto,PROTECCIÓN: el cumplimiento del principio de igualdad de trato y no discriminación. El incumplimiento de la obligación de tomar medidas de [protección] frente a la discriminación y la violencia dirigida a las personas LGTBI a que se refiere el artículo .
religión,discriminación directa,Contexto,"RELIGIÓN: situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, [religión] o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
condición social,condición social,Término,"CONDICIÓN SOCIAL: o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, [condición social] , religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
incumplimiento,acción administrativa,Contexto,INCUMPLIMIENTO: una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación. El [incumplimiento] de la obligación de tomar medidas de protección frente a la discriminación y la violencia dirigida a las personas LGTBI a que se refiere el artículo .
condición,discriminación directa,Contexto,"CONDICIÓN: o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, [condición] social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
empresa,personas pertenecientes,Contexto,"EMPRESA: adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la [empresa] y lengua dentro del Estado español."
empresa,trato desfavorable,Contexto,EMPRESA: las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la [empresa] o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
ley,violencia dirigida,Contexto,LEY: a la discriminación y la violencia dirigida a las personas LGTBI a que se refiere el artículo . de la [ley] para la igualdad real y efectiva de las personas trans y para la garantía de los derechos de las personas LGTBI dará lugar a la asunción de responsabilidad de las personas empleadoras en los términos del artículo .
ley,personas empleadoras,Contexto,"LEY: de responsabilidad de las personas empleadoras en los términos del artículo . de la misma norma. Podrán establecerse por [ley] las exclusiones, reservas y preferencias para ser contratado libremente."
ley,igualdad efectiva,Contexto,"LEY: que se trate. El establecimiento de planes de igualdad en las empresas se ajustará a lo dispuesto en esta [ley] y en la Ley Orgánica /, de de marzo, para la igualdad efectiva de mujeres y hombres."
ley,igualdad efectiva,Contexto,"LEY: El establecimiento de planes de igualdad en las empresas se ajustará a lo dispuesto en esta ley y en la [ley] Orgánica /, de de marzo, para la igualdad efectiva de mujeres y hombres."
estado civil,discriminación directa,Contexto,"ESTADO CIVIL: o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, [estado civil] , condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
principio,reclamación efectuada,Contexto,PRINCIPIO: ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del [principio] de igualdad de trato y no discriminación.
discapacidad,discriminación directa,Contexto,"DISCAPACIDAD: retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o [discapacidad] o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
cumplimiento,reclamación efectuada,Contexto,CUMPLIMIENTO: como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el [cumplimiento] del principio de igualdad de trato y no discriminación.
discriminación directa,discriminación directa,Término,"DISCRIMINACIÓN DIRECTA: de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de [discriminación directa] o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
origen,discriminación directa,Contexto,"ORIGEN: indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, [origen] , incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
duración,apartado anterior,Contexto,"DURACIÓN: para ser contratado libremente. No obstante lo dispuesto en el apartado anterior, el Gobierno podrá regular medidas de reserva, [duración] o preferencia en el empleo que tengan por objeto facilitar la colocación de trabajadores demandantes de empleo."
condiciones de trabajo,decisiones unilaterales,Contexto,"CONDICIONES DE TRABAJO: las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás [condiciones de trabajo] , a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación e identidad sexual, expresión de género, características sexuales, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español."
responsabilidad,personas trans,Contexto,RESPONSABILIDAD: las personas trans y para la garantía de los derechos de las personas LGTBI dará lugar a la asunción de [responsabilidad] de las personas empleadoras en los términos del artículo .
lengua,personas pertenecientes,Contexto,"LENGUA: no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y [lengua] dentro del Estado español."
acción,trato desfavorable,Contexto,ACCIÓN: que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una [acción] administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
acción,tiempo indefinido,Contexto,"ACCIÓN: por tiempo indefinido. Sin perjuicio de lo dispuesto en los apartados anteriores, la negociación colectiva podrá establecer medidas de [acción] positiva para favorecer el acceso de las mujeres a todas las profesiones."
igualdad,reclamación efectuada,Contexto,IGUALDAD: reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de [igualdad] de trato y no discriminación.
igualdad,violencia dirigida,Contexto,IGUALDAD: y la violencia dirigida a las personas LGTBI a que se refiere el artículo . de la Ley para la [igualdad] real y efectiva de las personas trans y para la garantía de los derechos de las personas LGTBI dará lugar a la asunción de responsabilidad de las personas empleadoras en los términos del artículo .
igualdad,grupo profesional,Contexto,"IGUALDAD: todas las profesiones. A tal efecto podrá establecer reservas y preferencias en las condiciones de contratación de modo que, en [igualdad] de condiciones de idoneidad, tengan preferencia para ser contratadas las personas del sexo menos representado en el grupo profesional de que se trate."
igualdad,clasificación profesional,Contexto,"IGUALDAD: colectiva podrá establecer este tipo de medidas en las condiciones de clasificación profesional, promoción y formación, de modo que, en [igualdad] de condiciones de idoneidad, tengan preferencia las personas del sexo menos representado para favorecer su acceso al grupo profesional o puesto de trabajo de que se trate."
igualdad,grupo profesional,Contexto,"IGUALDAD: favorecer su acceso al grupo profesional o puesto de trabajo de que se trate. El establecimiento de planes de [igualdad] en las empresas se ajustará a lo dispuesto en esta ley y en la Ley Orgánica /, de de marzo, para la igualdad efectiva de mujeres y hombres."
igualdad,igualdad efectiva,Contexto,"IGUALDAD: se ajustará a lo dispuesto en esta ley y en la Ley Orgánica /, de de marzo, para la [igualdad] efectiva de mujeres y hombres."
