Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
trato desfavorable,Parcialmente encontrado,No,Sí,No,No,supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción trato desfavorable judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.
reclamación efectuada,Parcialmente encontrado,No,Sí,No,No,ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del reclamación efectuada igualdad de trato y no discriminación. el incumplimiento de la obligación de tomar medidas de
acción administrativa,Parcialmente encontrado,No,Sí,Sí,No,ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación. acción administrativa de la obligación de tomar medidas de protección frente a la discriminación y la violencia
violencia dirigida,No encontrado,No,No,No,No,la violencia dirigida a las personas lgtbi a que se refiere el artículo . de la ley para la igualdad violencia dirigida efectiva de las personas trans y para la garantía de los derechos de las personas
igualdad real,Parcialmente encontrado,No,Sí,Sí,No,la igualdad real y efectiva de las personas trans y para la garantía de los derechos de las personas lgtbi igualdad real a la asunción de responsabilidad de las personas empleadoras en los términos del artículo .
personas trans,Parcialmente encontrado,No,Sí,No,No,las personas trans y para la garantía de los derechos de las personas lgtbi dará lugar a la asunción de personas trans las personas empleadoras en los términos del artículo . de la misma norma. . podrán
personas empleadoras,Parcialmente encontrado,No,Sí,No,No,"las personas empleadoras en los términos del artículo . de la misma norma. . podrán establecerse por ley las exclusiones, personas empleadoras preferencias para ser contratado libremente. . no obstante lo dispuesto en el apartado anterior, el"
apartado anterior,No encontrado,No,No,No,No,"el gobierno podrá regular medidas de reserva, duración o preferencia en el empleo que tengan por objeto facilitar la colocación apartado anterior demandantes de empleo. asimismo, el gobierno podrá otorgar subvenciones, desgravaciones y otras medidas para fomentar"
trabajadores demandantes,Parcialmente encontrado,No,Sí,Sí,No,"asimismo, el gobierno podrá otorgar subvenciones, desgravaciones y otras medidas para fomentar el empleo de grupos específicos de trabajadores que trabajadores demandantes especiales para acceder al empleo. la regulación de las mismas se hará previa consulta a"
grupos específicos,No encontrado,No,No,No,No,especiales para acceder al empleo. la regulación de las mismas se hará previa consulta a las organizaciones sindicales y asociaciones grupos específicos representativas. las medidas a las que se refieren los párrafos anteriores se orientarán prioritariamente a
dificultades especiales,Parcialmente encontrado,No,No,Sí,Sí,regulación de las mismas se hará previa consulta a las organizaciones sindicales y asociaciones empresariales más representativas. las medidas a dificultades especiales se refieren los párrafos anteriores se orientarán prioritariamente a fomentar el empleo estable de los
organizaciones sindicales,Encontrado en glosario,Sí,No,Sí,Sí,medidas a las que se refieren los párrafos anteriores se orientarán prioritariamente a fomentar el empleo estable de los trabajadores organizaciones sindicales la conversión de contratos temporales en contratos por tiempo indefinido. . sin perjuicio de lo
asociaciones empresariales,Encontrado en glosario,Sí,Sí,Sí,No,que se refieren los párrafos anteriores se orientarán prioritariamente a fomentar el empleo estable de los trabajadores desempleados y la asociaciones empresariales contratos temporales en contratos por tiempo indefinido. . sin perjuicio de lo dispuesto en los
párrafos anteriores,No encontrado,No,No,No,No,"estable de los trabajadores desempleados y la conversión de contratos temporales en contratos por tiempo indefinido. . sin perjuicio de párrafos anteriores en los apartados anteriores, la negociación colectiva podrá establecer medidas de acción positiva para favorecer"
empleo estable,Parcialmente encontrado,No,Sí,No,No,"de contratos temporales en contratos por tiempo indefinido. . sin perjuicio de lo dispuesto en los apartados anteriores, la negociación empleo estable establecer medidas de acción positiva para favorecer el acceso de las mujeres a todas las"
trabajadores desempleados,Parcialmente encontrado,No,Sí,Sí,No,"contratos por tiempo indefinido. . sin perjuicio de lo dispuesto en los apartados anteriores, la negociación colectiva podrá establecer medidas trabajadores desempleados positiva para favorecer el acceso de las mujeres a todas las profesiones. a tal efecto"
contratos temporales,Parcialmente encontrado,No,Sí,Sí,No,"perjuicio de lo dispuesto en los apartados anteriores, la negociación colectiva podrá establecer medidas de acción positiva para favorecer el contratos temporales las mujeres a todas las profesiones. a tal efecto podrá establecer reservas y preferencias en"
tiempo indefinido,No encontrado,No,No,No,No,"los apartados anteriores, la negociación colectiva podrá establecer medidas de acción positiva para favorecer el acceso de las mujeres a tiempo indefinido profesiones. a tal efecto podrá establecer reservas y preferencias en las condiciones de contratación de"
apartados anteriores,No encontrado,No,No,No,No,"positiva para favorecer el acceso de las mujeres a todas las profesiones. a tal efecto podrá establecer reservas y preferencias apartados anteriores condiciones de contratación de modo que, en igualdad de condiciones de idoneidad, tengan preferencia para"
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"acceso de las mujeres a todas las profesiones. a tal efecto podrá establecer reservas y preferencias en las condiciones de negociación colectiva modo que, en igualdad de condiciones de idoneidad, tengan preferencia para ser contratadas las personas"
acción positiva,Encontrado en glosario,Sí,Sí,No,No,"las profesiones. a tal efecto podrá establecer reservas y preferencias en las condiciones de contratación de modo que, en igualdad acción positiva de idoneidad, tengan preferencia para ser contratadas las personas del sexo menos representado en el"
grupo profesional,Encontrado en glosario,Sí,No,Sí,Sí,"de medidas en las condiciones de clasificación profesional, promoción y formación, de modo que, en igualdad de condiciones de idoneidad, grupo profesional las personas del sexo menos representado para favorecer su acceso al grupo profesional o puesto"
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"formación, de modo que, en igualdad de condiciones de idoneidad, tengan preferencia las personas del sexo menos representado para favorecer negociación colectiva al grupo profesional o puesto de trabajo de que se trate. . el establecimiento de"
clasificación profesional,Encontrado en glosario,Sí,No,Sí,Sí,las personas del sexo menos representado para favorecer su acceso al grupo profesional o puesto de trabajo de que se clasificación profesional el establecimiento de planes de igualdad en las empresas se ajustará a lo dispuesto en
grupo profesional,Encontrado en glosario,Sí,No,Sí,Sí,"se ajustará a lo dispuesto en esta ley y en la ley orgánica /, de de marzo, para la igualdad grupo profesional mujeres y hombres."
ley orgánica,Encontrado en glosario,Sí,Sí,No,No,ley orgánica
igualdad efectiva,Parcialmente encontrado,No,Sí,No,No,igualdad efectiva
