Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
medidas de reserva,medidas,de,reserva,medidas,reserva,medidas de reserva,No,No,Sí,No,No,Parcialmente encontrado,"demandantes de empleo. Asimismo, el Gobierno podrá otorgar subvenciones, desgravaciones y otras medidas para fomentar medidas de reserva grupos específicos de trabajadores que encuentren dificultades especiales para acceder al empleo. La regulación de"
colocación de trabajadores,colocación,de,trabajadores,colocación,trabajadores,colocación de trabajadores,No,Sí,No,Sí,No,Parcialmente encontrado,empleo de grupos específicos de trabajadores que encuentren dificultades especiales para acceder al empleo. La colocación de trabajadores mismas se hará previa consulta a las organizaciones sindicales y asociaciones empresariales más representativas. Las
empleo de grupos,empleo,de,grupos,empleo,grupos,empleo de grupos,No,Sí,No,No,No,Parcialmente encontrado,a las organizaciones sindicales y asociaciones empresariales más representativas. Las medidas a las que se empleo de grupos anteriores se orientarán prioritariamente a fomentar el empleo estable de los trabajadores desempleados y la
conversión de contratos,conversión,de,contratos,conversión,contratos,conversión de contratos,No,Sí,No,Sí,No,Parcialmente encontrado,"acción positiva para favorecer el acceso de las mujeres a todas las profesiones. A tal conversión de contratos reservas y preferencias en las condiciones de contratación de modo que, en igualdad de condiciones"
contratos por tiempo,contratos,por,tiempo,contrato,tiempo,contrato por tiempo,No,Sí,No,No,No,Parcialmente encontrado,"acceso de las mujeres a todas las profesiones. A tal efecto podrá establecer reservas y contratos por tiempo condiciones de contratación de modo que, en igualdad de condiciones de idoneidad, tengan preferencia para"
medidas de acción,medidas,de,acción,medidas,acción,medidas de acción,No,No,Sí,No,Sí,Parcialmente encontrado,"que, en igualdad de condiciones de idoneidad, tengan preferencia para ser contratadas las personas del medidas de acción en el grupo profesional de que se trate. Asimismo, la negociación colectiva podrá establecer este"
condiciones de contratación,condiciones,de,contratación,condiciones,contratación,condiciones de contratación,No,No,Sí,No,Sí,Parcialmente encontrado,"la negociación colectiva podrá establecer este tipo de medidas en las condiciones de clasificación profesional, condiciones de contratación de modo que, en igualdad de condiciones de idoneidad, tengan preferencia las personas del sexo"
contratación de modo,contratación,de,modo,contratación,modo,contratación de modo,No,Sí,No,Sí,No,Parcialmente encontrado,"colectiva podrá establecer este tipo de medidas en las condiciones de clasificación profesional, promoción y contratación de modo que, en igualdad de condiciones de idoneidad, tengan preferencia las personas del sexo menos representado"
igualdad de condiciones,igualdad,de,condiciones,igualdad,condiciones,igualdad de condiciones,No,Sí,No,No,No,Parcialmente encontrado,"medidas en las condiciones de clasificación profesional, promoción y formación, de modo que, en igualdad igualdad de condiciones idoneidad, tengan preferencia las personas del sexo menos representado para favorecer su acceso al grupo"
condiciones de idoneidad,condiciones,de,idoneidad,condiciones,idoneidad,condiciones de idoneidad,No,No,Sí,No,No,Parcialmente encontrado,"las condiciones de clasificación profesional, promoción y formación, de modo que, en igualdad de condiciones condiciones de idoneidad preferencia las personas del sexo menos representado para favorecer su acceso al grupo profesional o"
personas del sexo,personas,del,sexo,persona,sexo,persona del sexo,No,Sí,No,No,No,Parcialmente encontrado,"que, en igualdad de condiciones de idoneidad, tengan preferencia las personas del sexo menos representado personas del sexo acceso al grupo profesional o puesto de trabajo de que se trate. 5. El establecimiento"
tipo de medidas,tipo,de,medidas,tipo,medidas,tipo de medidas,No,Sí,No,No,No,Parcialmente encontrado,"puesto de trabajo de que se trate. 5. El establecimiento de planes de igualdad en tipo de medidas ajustará a lo dispuesto en esta ley y en la Ley Orgánica 3/2007, de 22"
condiciones de clasificación,condiciones,de,clasificación,condición,clasificación,condición de clasificación,No,Sí,No,No,Sí,Parcialmente encontrado,"se trate. 5. El establecimiento de planes de igualdad en las empresas se ajustará a condiciones de clasificación esta ley y en la Ley Orgánica 3/2007, de 22 de marzo, para la igualdad"
igualdad de condiciones,igualdad,de,condiciones,igualdad,condiciones,igualdad de condiciones,No,Sí,No,No,No,Parcialmente encontrado,"a lo dispuesto en esta ley y en la Ley Orgánica 3/2007, de 22 de igualdad de condiciones igualdad efectiva de mujeres y hombres."
condiciones de idoneidad,condiciones,de,idoneidad,condiciones,idoneidad,condiciones de idoneidad,No,No,Sí,No,No,Parcialmente encontrado,"dispuesto en esta ley y en la Ley Orgánica 3/2007, de 22 de marzo, para condiciones de idoneidad de mujeres y hombres."
personas del sexo,personas,del,sexo,persona,sexo,persona del sexo,No,Sí,No,No,No,Parcialmente encontrado,"Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres. personas del sexo"
acceso al grupo,acceso,al,grupo,acceso,grupo,acceso al grupo,No,Sí,No,No,No,Parcialmente encontrado,la igualdad efectiva de mujeres y hombres. acceso al grupo
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,y hombres. puesto de trabajo
establecimiento de planes,establecimiento,de,planes,establecimiento,planes,establecimiento de planes,No,Sí,No,Sí,No,Parcialmente encontrado,establecimiento de planes
planes de igualdad,planes,de,igualdad,planes,igualdad,planes de igualdad,No,No,Sí,No,No,Parcialmente encontrado,planes de igualdad
