Término,Patrón N+ADJ,Estado,Noun en Glosario,Adj en Glosario,Contexto
trabajo,N/A,No encontrado,No,No,"
TRABAJO: más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por empresas de [trabajo] temporal, adquirirán la condición de personas trabajadoras fijas"
trabajo,N/A,No encontrado,No,No," Asimismo, adquirirá la condición de fija la persona que ocupe un puesto de [trabajo] que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de trabajo temporal"
trabajo,N/A,No encontrado,No,No,"
TRABAJO: veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de [trabajo] temporal"
trabajo,N/A,No encontrado,No,No," Cuando un determinado derecho o condición de [trabajo] esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa anti - güedad de la persona trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación"
trabajo,N/A,No encontrado,No,No,"
TRABAJO: a las personas con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de [trabajo] vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras"
trabajo,N/A,No encontrado,No,No," Esta información podrá facilitarse mediante un anuncio público en un lugar adecuado de la empresa o centro de [trabajo] , o mediante otros medios previstos en la negociación colectiva, que aseguren la transmisión de la información"
trabajo,N/A,No encontrado,No,No,"
TRABAJO: pondrá en conocimiento de la empresa en la que la persona trabajadora preste sus servicios y de la Inspección de [trabajo] y Seguridad Social, si advirtiera que se han sobrepasado los límites máximos temporales establecidos"
negociación colectiva,N/A,No encontrado,No,No,"
NEGOCIACIÓN COLECTIVA: anuncio público en un lugar adecuado de la empresa o centro de trabajo, o mediante otros medios previstos en la [negociación colectiva] , que aseguren la transmisión de la información"
contrato,N/A,No encontrado,No,No, Duración del [contrato] de trabajo
contrato,N/A,No encontrado,No,No, El [contrato] de trabajo se presume concertado por tiempo indefinido
contrato,N/A,No encontrado,No,No, El [contrato] de trabajo de duración determinada solo podrá celebrarse por circunstancias de la producción o por sustitución de persona trabajadora
contrato,N/A,No encontrado,No,No," Para que se entienda que concurre causa justificada de temporalidad será necesario que se especifiquen con precisión en el [contrato] la causa habilitante de la contratación temporal, las circunstancias concretas que la justifican y su conexión con la duración prevista"
contrato,N/A,No encontrado,No,No," Cuando el [contrato] de duración determinada obedezca a estas circunstancias de la producción, su duración no podrá ser superior a seis meses"
contrato,N/A,No encontrado,No,No, Por convenio colectivo de ámbito sectorial se podrá ampliar la duración máxima del [contrato] hasta un año
contrato,N/A,No encontrado,No,No," En caso de que el [contrato] se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse, mediante  acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha duración máxima"
contrato,N/A,No encontrado,No,No,"
CONTRATO: o convencionalmente establecida, podrá prorrogarse, mediante acuerdo de las partes, por una única vez, sin que la duración total del [contrato] pueda exceder de dicha duración máxima"
contrato,N/A,No encontrado,No,No," Las empresas solo podrán utilizar este [contrato] un máximo de noventa días en el año natural, independientemente de las personas trabajadoras que sean necesarias para atender en cada uno de dichos días las concretas situaciones, que deberán estar debidamente identificadas en el contrato"
contrato,N/A,No encontrado,No,No,"
CONTRATO: sean necesarias para atender en cada uno de dichos días las concretas situaciones, que deberán estar debidamente identificadas en el [contrato] "
contrato,N/A,No encontrado,No,No," No podrá identificarse como causa de este [contrato] la realización de los trabajos en el marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa, sin perjuicio de su celebración cuando concurran las circunstancias de la producción en los términos anteriores"
contrato,N/A,No encontrado,No,No,"
CONTRATO: la sustitución de una persona trabajadora con derecho a reserva de puesto de trabajo, siempre que se especifique en el [contrato] el nombre de la persona sustituida y la causa de la sustitución"
contrato,N/A,No encontrado,No,No," Asimismo, el [contrato] de sustitución podrá concertarse para completar la jornada reducida por otra persona trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas o reguladas en el convenio colectivo y se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
contrato,N/A,No encontrado,No,No,"
CONTRATO: cuando dicha reducción se ampare en causas legalmente establecidas o reguladas en el convenio colectivo y se especifique en el [contrato] el nombre de la persona sustituida y la causa de la sustitución"
contrato,N/A,No encontrado,No,No," El [contrato] de sustitución podrá ser también celebrado para la cobertura temporal de un puesto de trabajo durante el proceso de selección o promoción para su cobertura definitiva mediante contrato fijo, sin que su duración pueda ser en este  caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
contrato,N/A,No encontrado,No,No,"
CONTRATO: la cobertura temporal de un puesto de trabajo durante el proceso de selección o promoción para su cobertura definitiva mediante [contrato] fijo, sin que su duración pueda ser en este  caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
contrato,N/A,No encontrado,No,No,"
CONTRATO: en este caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo [contrato] con el mismo objeto una vez superada dicha duración máxima"
contrato,N/A,No encontrado,No,No,"
CONTRATO: duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del [contrato] y de aquellas expresamente previstas en la ley en relación con los contratos formativos"
exceder,N/A,No encontrado,No,No,"
EXCEDER: establecida, podrá prorrogarse, mediante acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda [exceder] de dicha duración máxima"
promoción,N/A,No encontrado,No,No,"
PROMOCIÓN: sustitución podrá ser también celebrado para la cobertura temporal de un puesto de trabajo durante el proceso de selección o [promoción] para su cobertura definitiva mediante contrato fijo, sin que su duración pueda ser en este  caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
incumplimiento,N/A,No encontrado,No,No,"
INCUMPLIMIENTO: contratos de duración determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del [incumplimiento] de los mismos"
formación profesional,N/A,No encontrado,No,No,"
FORMACIÓN PROFESIONAL: colectivos establecerán medidas para facilitar el acceso efectivo de estas personas trabajadoras a las acciones incluidas en el sistema de [formación profesional] para el empleo, a fin de mejorar su cualificación y favorecer su progresión y movilidad profesionales"
formación,N/A,No encontrado,No,No,"
FORMACIÓN: colectivos establecerán medidas para facilitar el acceso efectivo de estas personas trabajadoras a las acciones incluidas en el sistema de [formación] profesional para el empleo, a fin de mejorar su cualificación y favorecer su progresión y movilidad profesionales"
condición,N/A,No encontrado,No,No, Las personas contratadas incumpliendo lo establecido en este artículo adquirirán la [condición] de fijas
condición,N/A,No encontrado,No,No, También adquirirán la [condición] de fijas las personas trabajadoras temporales que no hubieran sido dadas de alta en la Seguridad Social una vez transcurrido un plazo igual al que legalmente se hubiera podido fijar para el periodo de prueba
condición,N/A,No encontrado,No,No,"
CONDICIÓN: de la producción, sea directamente o a través de su puesta a disposición por empresas de trabajo temporal, adquirirán la [condición] de personas trabajadoras fijas"
condición,N/A,No encontrado,No,No," Asimismo, adquirirá la [condición] de fija la persona que ocupe un puesto de trabajo que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de trabajo temporal"
condición,N/A,No encontrado,No,No," Cuando un determinado derecho o [condición] de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa anti - güedad de la persona trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación"
condición,N/A,No encontrado,No,No,"
CONDICIÓN: la persona trabajadora, en los diez días siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva [condición] de persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
condición,N/A,No encontrado,No,No,"
CONDICIÓN: empleo correspondiente un certificado de los contratos de duración determinada o temporales celebrados, a los efectos de poder acreditar su [condición] de persona trabajadora fija en la empresa"
empresa,N/A,No encontrado,No,No,"
EMPRESA: el incremento ocasional e imprevisible de la actividad y las oscilaciones que, aun tratándose de la actividad normal de la [empresa] , generan un desajuste temporal entre el empleo estable disponible y el que se requiere, siempre que no respondan a los supuestos incluidos en el artículo 16"
empresa,N/A,No encontrado,No,No,"
EMPRESA: los trabajos en el marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la [empresa] , sin perjuicio de su celebración cuando concurran las circunstancias de la producción en los términos anteriores"
empresa,N/A,No encontrado,No,No,"
EMPRESA: a dieciocho meses, con o sin solución de continuidad, para el mismo o diferente puesto de trabajo con la misma [empresa] o grupo de empresas, mediante dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por empresas de trabajo temporal, adquirirán la condición de personas trabajadoras fijas"
empresa,N/A,No encontrado,No,No," La [empresa] deberá informar a las personas con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras"
empresa,N/A,No encontrado,No,No," Esta información podrá facilitarse mediante un anuncio público en un lugar adecuado de la [empresa] o centro de trabajo, o mediante otros medios previstos en la negociación colectiva, que aseguren la transmisión de la información"
empresa,N/A,No encontrado,No,No,"
EMPRESA: relativos a la adecuada relación entre el volumen de la contratación de carácter temporal y la plantilla total de la [empresa] , criterios objetivos de conversión de los contratos de duración determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los mismos"
empresa,N/A,No encontrado,No,No," En los supuestos previstos en los apartados 4 y 5, la [empresa] deberá facilitar por escrito a la persona trabajadora, en los diez días siguientes al cumplimiento de los plazos indicados, un  documento justificativo sobre su nueva condición de persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
empresa,N/A,No encontrado,No,No,"
EMPRESA: siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva condición de persona trabajadora fija de la [empresa] , debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
empresa,N/A,No encontrado,No,No,"
EMPRESA: de duración determinada o temporales celebrados, a los efectos de poder acreditar su condición de persona trabajadora fija en la [empresa] "
empresa,N/A,No encontrado,No,No," El Servicio Público de Empleo emitirá dicho documento y lo pondrá en conocimiento de la [empresa] en la que la persona trabajadora preste sus servicios y de la Inspección de Trabajo y Seguridad Social, si advirtiera que se han sobrepasado los límites máximos temporales establecidos"
cualificación,N/A,No encontrado,No,No,"
CUALIFICACIÓN: personas trabajadoras a las acciones incluidas en el sistema de formación profesional para el empleo, a fin de mejorar su [cualificación] y favorecer su progresión y movilidad profesionales"
contratos formativos,N/A,No encontrado,No,No,"
CONTRATOS FORMATIVOS: modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los [contratos formativos] "
contratos formativos,N/A,No encontrado,No,No," La empresa deberá informar a las personas con contratos de duración determinada o temporales, incluidos los [contratos formativos] , sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras"
aplicación,N/A,No encontrado,No,No, Esta previsión también será de [aplicación] cuando se produzcan supuestos de sucesión o subrogación empresarial conforme a lo dispuesto legal o convencionalmente
vacaciones,vacaciones anuales,Parcialmente encontrado,Sí,No, Entre las oscilaciones a que se refiere el párrafo anterior se entenderán incluidas aquellas que derivan de las [vacaciones] anuales
contrato de trabajo,N/A,No encontrado,No,No, Duración del [contrato de trabajo] 
contrato de trabajo,N/A,No encontrado,No,No, El [contrato de trabajo] se presume concertado por tiempo indefinido
contrato de trabajo,N/A,No encontrado,No,No, El [contrato de trabajo] de duración determinada solo podrá celebrarse por circunstancias de la producción o por sustitución de persona trabajadora
ley,N/A,No encontrado,No,No,"
LEY: de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la [ley] en relación con los contratos formativos"
ausencia,N/A,No encontrado,No,No," En tal supuesto, la prestación de servicios podrá iniciarse antes de que se produzca la [ausencia] de la persona sustituida, coincidiendo en el desarrollo de las funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días"
convenio colectivo,N/A,No encontrado,No,No, Por [convenio colectivo] de ámbito sectorial se podrá ampliar la duración máxima del contrato hasta un año
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: la jornada reducida por otra persona trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas o reguladas en el [convenio colectivo] y se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: fijo, sin que su duración pueda ser en este caso superior a tres meses, o el plazo inferior recogido en [convenio colectivo] , ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
periodo,N/A,No encontrado,No,No,"
PERIODO: alta en la Seguridad Social una vez transcurrido un plazo igual al que legalmente se hubiera podido fijar para el [periodo] de prueba"
periodo,N/A,No encontrado,No,No," Sin perjuicio de lo anterior, las personas trabajadoras que en un [periodo] de veinticuatro meses hubieran estado contratadas durante un plazo superior a dieciocho meses, con o sin solución de continuidad, para el mismo o diferente puesto de trabajo con la misma empresa o grupo de empresas, mediante dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por empresas de trabajo temporal, adquirirán la condición de personas trabajadoras fijas"
periodo,N/A,No encontrado,No,No,"
PERIODO: puesto de trabajo que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho meses en un [periodo] de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de trabajo temporal"
cumplimiento,N/A,No encontrado,No,No,"
CUMPLIMIENTO: apartados 4 y 5, la empresa deberá facilitar por escrito a la persona trabajadora, en los diez días siguientes al [cumplimiento] de los plazos indicados, un  documento justificativo sobre su nueva condición de persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
perjuicio,N/A,No encontrado,No,No,"
PERJUICIO: en el marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa, sin [perjuicio] de su celebración cuando concurran las circunstancias de la producción en los términos anteriores"
perjuicio,N/A,No encontrado,No,No," Sin [perjuicio] de lo anterior, las personas trabajadoras que en un periodo de veinticuatro meses hubieran estado contratadas durante un plazo superior a dieciocho meses, con o sin solución de continuidad, para el mismo o diferente puesto de trabajo con la misma empresa o grupo de empresas, mediante dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por empresas de trabajo temporal, adquirirán la condición de personas trabajadoras fijas"
perjuicio,N/A,No encontrado,No,No,"
PERJUICIO: con contratos temporales y de duración determinada tendrán los mismos derechos que las personas con contratos de duración indefinida, sin [perjuicio] de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos"
extinción del contrato,N/A,No encontrado,No,No,"
EXTINCIÓN DEL CONTRATO: contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de [extinción del contrato] y de aquellas expresamente previstas en la ley en relación con los contratos formativos"
prestación,N/A,No encontrado,No,No," En tal supuesto, la [prestación] de servicios podrá iniciarse antes de que se produzca la ausencia de la persona sustituida, coincidiendo en el desarrollo de las funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días"
disposición,N/A,No encontrado,No,No,"
DISPOSICIÓN: empresas, mediante dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a [disposición] por empresas de trabajo temporal, adquirirán la condición de personas trabajadoras fijas"
disposición,N/A,No encontrado,No,No,"
DISPOSICIÓN: meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a [disposición] realizados con empresas de trabajo temporal"
disposición,N/A,No encontrado,No,No,"
DISPOSICIÓN: podrán establecer criterios de preferencia entre las personas con contratos de duración determinada o temporales, incluidas las personas puestas a [disposición] "
duración,N/A,No encontrado,No,No, [duración] del contrato de trabajo
duración,duración determinada,No encontrado,No,No, El contrato de trabajo de [duración] determinada solo podrá celebrarse por circunstancias de la producción o por sustitución de persona trabajadora
duración,N/A,No encontrado,No,No,"
DURACIÓN: el contrato la causa habilitante de la contratación temporal, las circunstancias concretas que la justifican y su conexión con la [duración] prevista"
duración,duración determinada,No encontrado,No,No," Cuando el contrato de [duración] determinada obedezca a estas circunstancias de la producción, su duración no podrá ser superior a seis meses"
duración,duración determinada,No encontrado,No,No," Cuando el contrato de duración determinada obedezca a estas circunstancias de la producción, su [duración] no podrá ser superior a seis meses"
duración,duración máxima,No encontrado,No,No, Por convenio colectivo de ámbito sectorial se podrá ampliar la [duración] máxima del contrato hasta un año
duración,duración inferior,No encontrado,No,No," En caso de que el contrato se hubiera concertado por una [duración] inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse, mediante  acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha duración máxima"
duración,N/A,No encontrado,No,No,"
DURACIÓN: la máxima legal o convencionalmente establecida, podrá prorrogarse, mediante acuerdo de las partes, por una única vez, sin que la [duración] total del contrato pueda exceder de dicha duración máxima"
duración,N/A,No encontrado,No,No,"
DURACIÓN: mediante acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha [duración] máxima"
duración,N/A,No encontrado,No,No,"
DURACIÓN: Igualmente, las empresas podrán formalizar contratos por circunstancias de la producción para atender situaciones ocasionales, previsibles y que tengan una [duración] reducida y delimitada en los términos previstos en este párrafo"
duración,duración determinada,No encontrado,No,No," Podrán celebrarse contratos de [duración] determinada para la sustitución de una persona trabajadora con derecho a reserva de puesto de trabajo, siempre que se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
duración,N/A,No encontrado,No,No,"
DURACIÓN: puesto de trabajo durante el proceso de selección o promoción para su cobertura definitiva mediante contrato fijo, sin que su [duración] pueda ser en este  caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
duración,N/A,No encontrado,No,No,"
DURACIÓN: plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha [duración] máxima"
duración,duración determinada,No encontrado,No,No," Las personas con contratos temporales y de [duración] determinada tendrán los mismos derechos que las personas con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos"
duración,duración determinada,No encontrado,No,No," Las personas con contratos temporales y de duración determinada tendrán los mismos derechos que las personas con contratos de [duración] indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos"
duración,duración determinada,No encontrado,No,No," La empresa deberá informar a las personas con contratos de [duración] determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras"
duración,N/A,No encontrado,No,No,"
DURACIÓN: la contratación de carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de los contratos de [duración] determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los mismos"
duración,duración determinada,No encontrado,No,No," Asimismo, los convenios colectivos podrán establecer criterios de preferencia entre las personas con contratos de [duración] determinada o temporales, incluidas las personas puestas a disposición"
duración,N/A,No encontrado,No,No,"
DURACIÓN: caso, la persona trabajadora podrá solicitar, por escrito al servicio público de empleo correspondiente un certificado de los contratos de [duración] determinada o temporales celebrados, a los efectos de poder acreditar su condición de persona trabajadora fija en la empresa"
información,N/A,No encontrado,No,No," Esta [información] podrá facilitarse mediante un anuncio público en un lugar adecuado de la empresa o centro de trabajo, o mediante otros medios previstos en la negociación colectiva, que aseguren la transmisión de la información"
información,N/A,No encontrado,No,No,"
INFORMACIÓN: empresa o centro de trabajo, o mediante otros medios previstos en la negociación colectiva, que aseguren la transmisión de la [información] "
información,N/A,No encontrado,No,No," Dicha [información] será trasladada, además, a la representación legal de las personas trabajadoras"
prestación de servicios,N/A,No encontrado,No,No," En tal supuesto, la [prestación de servicios] podrá iniciarse antes de que se produzca la ausencia de la persona sustituida, coincidiendo en el desarrollo de las funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días"
contratación,N/A,No encontrado,No,No,"
CONTRATACIÓN: concurre causa justificada de temporalidad será necesario que se especifiquen con precisión en el contrato la causa habilitante de la [contratación] temporal, las circunstancias concretas que la justifican y su conexión con la duración prevista"
contratación,N/A,No encontrado,No,No,"
CONTRATACIÓN: persona trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de [contratación] "
contratación,N/A,No encontrado,No,No,"
CONTRATACIÓN: de notificar, asimismo a la representación legal de las personas trabajadoras los contratos realizados de acuerdo con las modalidades de [contratación] por tiempo determinado previstas en este artículo, cuando no exista obligación legal de entregar copia básica de los mismos"
contratación,N/A,No encontrado,No,No,"
CONTRATACIÓN: de reducción de la temporalidad, así como fijar criterios generales relativos a la adecuada relación entre el volumen de la [contratación] de carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de los contratos de duración determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los mismos"
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí, El contrato de trabajo de duración determinada solo podrá celebrarse por circunstancias de la producción o por sustitución de [persona] trabajadora
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí," Podrán celebrarse contratos de duración determinada para la sustitución de una [persona] trabajadora con derecho a reserva de puesto de trabajo, siempre que se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
persona,N/A,No encontrado,No,No,"
PERSONA: trabajadora con derecho a reserva de puesto de trabajo, siempre que se especifique en el contrato el nombre de la [persona] sustituida y la causa de la sustitución"
persona,persona sustituida,Parcialmente encontrado,Sí,Sí," En tal supuesto, la prestación de servicios podrá iniciarse antes de que se produzca la ausencia de la [persona] sustituida, coincidiendo en el desarrollo de las funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días"
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí," Asimismo, el contrato de sustitución podrá concertarse para completar la jornada reducida por otra [persona] trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas o reguladas en el convenio colectivo y se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
persona,N/A,No encontrado,No,No,"
PERSONA: en causas legalmente establecidas o reguladas en el convenio colectivo y se especifique en el contrato el nombre de la [persona] sustituida y la causa de la sustitución"
persona,N/A,No encontrado,No,No," Asimismo, adquirirá la condición de fija la [persona] que ocupe un puesto de trabajo que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de trabajo temporal"
persona,N/A,No encontrado,No,No,"
PERSONA: las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa anti - güedad de la [persona] trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación"
