Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
supuestos de sucesión,supuestos,de,sucesión,supuestos,sucesión,supuestos de sucesión,No,No,Sí,No,Sí,Parcialmente encontrado,"realizados con empresas de trabajo temporal. 6. Las personas con contratos temporales y de duración supuestos de sucesión mismos derechos que las personas con contratos de duración indefinida, sin perjuicio de las particularidades"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en puesto de trabajo del contrato y de aquellas expresamente previstas en la ley en relación con los contratos"
solución de continuidad,solución,de,continuidad,solución,continuidad,solución de continuidad,No,No,No,Sí,No,No encontrado,"de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas solución de continuidad en relación con los contratos formativos. Cuando corresponda en atención a su naturaleza, tales derechos"
meses mediante contratos,meses,mediante,contratos,mes,contrato,mes mediante contrato,No,No,Sí,No,No,Parcialmente encontrado,previstas en la ley en relación con los contratos formativos. Cuando corresponda en atención a meses mediante contratos derechos serán reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de
contratos por circunstancias,contratos,por,circunstancias,contrato,circunstancia,contrato por circunstancia,No,Sí,Sí,No,No,Parcialmente encontrado,"la ley en relación con los contratos formativos. Cuando corresponda en atención a su naturaleza, contratos por circunstancias reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional,"
contratos de puesta,contratos,de,puesta,contrato,puesto,contrato de puesto,No,Sí,No,No,No,Parcialmente encontrado,"corresponda en atención a su naturaleza, tales derechos serán reconocidos en las disposiciones legales y contratos de puesta los convenios colectivos de manera proporcional, en función del tiempo trabajado. Cuando un determinado derecho"
puesta a disposición,puesta,a,disposición,puesta,disposición,puesta a disposición,No,No,Sí,No,Sí,Parcialmente encontrado,"atención a su naturaleza, tales derechos serán reconocidos en las disposiciones legales y reglamentarias y puesta a disposición colectivos de manera proporcional, en función del tiempo trabajado. Cuando un determinado derecho o condición"
empresas de trabajo,empresas,de,trabajo,empresas,trabajo,empresas de trabajo,No,No,Sí,No,No,Parcialmente encontrado,derechos serán reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de empresas de trabajo función del tiempo trabajado. Cuando un determinado derecho o condición de trabajo esté atribuido en
personas con contratos,personas,con,contratos,persona,contrato,persona con contrato,No,Sí,Sí,No,No,Parcialmente encontrado,"y en los convenios colectivos de manera proporcional, en función del tiempo trabajado. Cuando un personas con contratos condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios"
personas con contratos,personas,con,contratos,persona,contrato,persona con contrato,No,Sí,Sí,No,No,Parcialmente encontrado,"un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias personas con contratos convenios colectivos en función de una previa anti - güedad de la persona trabajadora, esta"
contratos de duración,contratos,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en contratos de duración en función de una previa anti - güedad de la persona trabajadora, esta deberá computarse"
materia de extinción,materia,de,extinción,materia,extinción,materia de extinción,No,Sí,Sí,No,Sí,Parcialmente encontrado,"función de una previa anti - güedad de la persona trabajadora, esta deberá computarse según materia de extinción para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación. 7. La empresa"
extinción del contrato,extinción,del,contrato,extinción,contrato,extinción del contrato,No,Sí,Sí,Sí,No,Parcialmente encontrado,"una previa anti - güedad de la persona trabajadora, esta deberá computarse según los mismos extinción del contrato las personas trabajadoras, cualquiera que sea su modalidad de contratación. 7. La empresa deberá informar"
ley en relación,ley,en,relación,ley,relación,ley en relación,No,Sí,No,No,Sí,Parcialmente encontrado,"deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su ley en relación 7. La empresa deberá informar a las personas con contratos de duración determinada o temporales,"
condición de trabajo,condición,de,trabajo,condición,trabajo,condición de trabajo,No,Sí,Sí,Sí,No,Parcialmente encontrado,de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras. condición de trabajo facilitarse mediante un anuncio público en un lugar adecuado de la empresa o centro de
modalidad de contratación,modalidad,de,contratación,modalidad,contratación,modalidad de contratación,No,No,Sí,No,Sí,Parcialmente encontrado,"transmisión de la información. Dicha información será trasladada, además, a la representación legal de las modalidad de contratación empresas habrán de notificar, asimismo a la representación legal de las personas trabajadoras los contratos"
personas con contratos,personas,con,contratos,persona,contrato,persona con contrato,No,Sí,Sí,No,No,Parcialmente encontrado,"de las personas trabajadoras. Las empresas habrán de notificar, asimismo a la representación legal de personas con contratos los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en"
contratos de duración,contratos,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"personas trabajadoras. Las empresas habrán de notificar, asimismo a la representación legal de las personas contratos de duración realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo,"
existencia de puestos,existencia,de,puestos,existencia,puesto,existencia de puesto,No,No,No,No,No,No encontrado,"personas trabajadoras los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado existencia de puestos artículo, cuando no exista obligación legal de entregar copia básica de los mismos. 8. Los"
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en puestos de trabajo no exista obligación legal de entregar copia básica de los mismos. 8. Los convenios colectivos
fin de garantizarles,fin,de,garantizarles,fin,garantizarl,fin de garantizarl,No,No,No,No,No,No encontrado,"las modalidades de contratación por tiempo determinado previstas en este artículo, cuando no exista obligación fin de garantizarles copia básica de los mismos. 8. Los convenios colectivos podrán establecer planes de reducción de"
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"la temporalidad, así como fijar criterios generales relativos a la adecuada relación entre el volumen centro de trabajo de carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de"
modalidades de contratación,modalidades,de,contratación,modalidades,contratación,modalidades de contratación,No,No,Sí,No,Sí,Parcialmente encontrado,"podrán establecer criterios de preferencia entre las personas con contratos de duración determinada o temporales, modalidades de contratación puestas a disposición. Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de estas"
contratación por tiempo,contratación,por,tiempo,contratación,tiempo,contratación por tiempo,No,Sí,No,Sí,No,Parcialmente encontrado,"criterios de preferencia entre las personas con contratos de duración determinada o temporales, incluidas las contratación por tiempo disposición. Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de estas personas trabajadoras"
planes de reducción,planes,de,reducción,plan,reducción,plan de reducción,No,Sí,No,No,Sí,Parcialmente encontrado,estas personas trabajadoras a las acciones incluidas en el sistema de formación profesional para el planes de reducción de mejorar su cualificación y favorecer su progresión y movilidad profesionales. 9. En los supuestos
contratación de carácter,contratación,de,carácter,contratación,carácter,contratación de carácter,No,Sí,No,Sí,No,Parcialmente encontrado,"y favorecer su progresión y movilidad profesionales. 9. En los supuestos previstos en los apartados contratación de carácter la empresa deberá facilitar por escrito a la persona trabajadora, en los diez días siguientes"
contratos de duración,contratos,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"la empresa deberá facilitar por escrito a la persona trabajadora, en los diez días siguientes contratos de duración los plazos indicados, un documento justificativo sobre su nueva condición de persona trabajadora fija de"
criterios de preferencia,criterios,de,preferencia,criterio,preferencia,criterio de preferencia,No,No,No,No,No,No encontrado,"empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia. En todo criterios de preferencia trabajadora podrá solicitar, por escrito al servicio público de empleo correspondiente un certificado de los"
personas con contratos,personas,con,contratos,persona,contrato,persona con contrato,No,Sí,Sí,No,No,Parcialmente encontrado,"representación legal de los trabajadores sobre dicha circunstancia. En todo caso, la persona trabajadora podrá personas con contratos al servicio público de empleo correspondiente un certificado de los contratos de duración determinada o"
contratos de duración,contratos,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"de los trabajadores sobre dicha circunstancia. En todo caso, la persona trabajadora podrá solicitar, por contratos de duración público de empleo correspondiente un certificado de los contratos de duración determinada o temporales celebrados,"
sistema de formación,sistema,de,formación,sistema,formación,sistema de formación,No,No,No,No,Sí,No encontrado,efectos de poder acreditar su condición de persona trabajadora fija en la empresa. El Servicio sistema de formación emitirá dicho documento y lo pondrá en conocimiento de la empresa en la que la
condición de persona,condición,de,persona,condición,persona,condición de persona,No,Sí,Sí,Sí,No,Parcialmente encontrado,condición de persona
contratos de duración,contratos,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,contratos de duración
condición de persona,condición,de,persona,condición,persona,condición de persona,No,Sí,Sí,Sí,No,Parcialmente encontrado,condición de persona
