Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
tiempo imprescindible,No encontrado,No,No,No,No,"asimismo, el contrato de sustitución podrá concertarse para completar la jornada reducida por otra persona trabajadora, cuando dicha reducción se tiempo imprescindible causas legalmente establecidas o reguladas en el convenio colectivo y se especifique en el contrato"
desempeño adecuado,No encontrado,No,No,No,No,"podrá concertarse para completar la jornada reducida por otra persona trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas desempeño adecuado en el convenio colectivo y se especifique en el contrato el nombre de la persona"
jornada reducida,No encontrado,No,No,No,No,convenio colectivo y se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución. jornada reducida de sustitución podrá ser también celebrado para la cobertura temporal de un puesto de trabajo
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución. el contrato de sustitución persona trabajadora también celebrado para la cobertura temporal de un puesto de trabajo durante el proceso de
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"el contrato de sustitución podrá ser también celebrado para la cobertura temporal de un puesto de trabajo durante el proceso convenio colectivo o promoción para su cobertura definitiva mediante contrato fijo, sin que su duración pueda ser"
persona sustituida,Parcialmente encontrado,No,Sí,Sí,No,"de un puesto de trabajo durante el proceso de selección o promoción para su cobertura definitiva mediante contrato fijo, sin persona sustituida duración pueda ser en este caso superior a tres meses, o el plazo inferior recogido"
cobertura temporal,Parcialmente encontrado,No,No,Sí,No,"sin que su duración pueda ser en este caso superior a tres meses, o el plazo inferior recogido en convenio cobertura temporal pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima."
cobertura definitiva,No encontrado,No,No,No,No,"inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración cobertura definitiva las personas contratadas incumpliendo lo establecido en este artículo adquirirán la condición de fijas. también"
contrato fijo,Encontrado en glosario,Sí,Sí,No,No,"convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima. . las contrato fijo incumpliendo lo establecido en este artículo adquirirán la condición de fijas. también adquirirán la condición"
caso superior,Parcialmente encontrado,No,No,Sí,No,objeto una vez superada dicha duración máxima. . las personas contratadas incumpliendo lo establecido en este artículo adquirirán la condición caso superior también adquirirán la condición de fijas las personas trabajadoras temporales que no hubieran sido dadas
plazo inferior,Parcialmente encontrado,No,Sí,No,No,las personas contratadas incumpliendo lo establecido en este artículo adquirirán la condición de fijas. también adquirirán la condición de fijas plazo inferior trabajadoras temporales que no hubieran sido dadas de alta en la seguridad social una vez
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,lo establecido en este artículo adquirirán la condición de fijas. también adquirirán la condición de fijas las personas trabajadoras temporales convenio colectivo hubieran sido dadas de alta en la seguridad social una vez transcurrido un plazo igual
duración máxima,No encontrado,No,No,No,No,personas trabajadoras temporales que no hubieran sido dadas de alta en la seguridad social una vez transcurrido un plazo igual duración máxima legalmente se hubiera podido fijar para el periodo de prueba. . sin perjuicio de lo
personas contratadas,Parcialmente encontrado,No,Sí,Sí,No,"hubieran sido dadas de alta en la seguridad social una vez transcurrido un plazo igual al que legalmente se hubiera personas contratadas para el periodo de prueba. . sin perjuicio de lo anterior, las personas trabajadoras que"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"fijar para el periodo de prueba. . sin perjuicio de lo anterior, las personas trabajadoras que en un periodo de personas trabajadoras hubieran estado contratadas durante un plazo superior a dieciocho meses, con o sin solución de"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"las personas trabajadoras que en un periodo de veinticuatro meses hubieran estado contratadas durante un plazo superior a dieciocho meses, seguridad social sin solución de continuidad, para el mismo o diferente puesto de trabajo con la misma"
plazo igual,Parcialmente encontrado,No,Sí,No,No,"periodo de veinticuatro meses hubieran estado contratadas durante un plazo superior a dieciocho meses, con o sin solución de continuidad, plazo igual mismo o diferente puesto de trabajo con la misma empresa o grupo de empresas, mediante"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"o diferente puesto de trabajo con la misma empresa o grupo de empresas, mediante dos o más contratos por circunstancias personas trabajadoras producción, sea directamente o a través de su puesta a disposición por empresas de trabajo"
plazo superior,Parcialmente encontrado,No,Sí,Sí,No,"dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por plazo superior trabajo temporal, adquirirán la condición de personas trabajadoras fijas. esta previsión también será de aplicación"
trabajo temporal,Parcialmente encontrado,No,Sí,Sí,No,"adquirirá la condición de fija la persona que ocupe un puesto de trabajo que haya estado ocupado con o sin trabajo temporal continuidad, durante más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"que ocupe un puesto de trabajo que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho personas trabajadoras un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos"
subrogación empresarial,Encontrado en glosario,Sí,Sí,Sí,No,"más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos subrogación empresarial a disposición realizados con empresas de trabajo temporal. . las personas con contratos temporales y"
disposición realizados,Parcialmente encontrado,No,Sí,No,No,"de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación disposición realizados contratos formativos. cuando corresponda en atención a su naturaleza, tales derechos serán reconocidos en las"
trabajo temporal,Parcialmente encontrado,No,Sí,Sí,No,"materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. cuando trabajo temporal atención a su naturaleza, tales derechos serán reconocidos en las disposiciones legales y reglamentarias y"
contratos temporales,Parcialmente encontrado,No,Sí,Sí,No,"aquellas expresamente previstas en la ley en relación con los contratos formativos. cuando corresponda en atención a su naturaleza, tales contratos temporales reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional,"
duración determinada,No encontrado,No,No,No,No,"la ley en relación con los contratos formativos. cuando corresponda en atención a su naturaleza, tales derechos serán reconocidos en duración determinada legales y reglamentarias y en los convenios colectivos de manera proporcional, en función del tiempo"
duración indefinida,No encontrado,No,No,No,No,"a su naturaleza, tales derechos serán reconocidos en las disposiciones legales y reglamentarias y en los convenios colectivos de manera duración indefinida función del tiempo trabajado. cuando un determinado derecho o condición de trabajo esté atribuido en"
particularidades específicas,No encontrado,No,No,No,No,"en las disposiciones legales y reglamentarias y en los convenios colectivos de manera proporcional, en función del tiempo trabajado. cuando particularidades específicas derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en"
modalidades contractuales,No encontrado,No,No,No,No,"en los convenios colectivos de manera proporcional, en función del tiempo trabajado. cuando un determinado derecho o condición de trabajo modalidades contractuales en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una"
contratos formativos,Parcialmente encontrado,No,Sí,No,No,"esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa anti - contratos formativos la persona trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras,"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,"previa anti - güedad de la persona trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, disposiciones legales sea su modalidad de contratación. . la empresa deberá informar a las personas con contratos"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"trabajadora, esta deberá computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación. convenios colectivos empresa deberá informar a las personas con contratos de duración determinada o temporales, incluidos los"
manera proporcional,No encontrado,No,No,No,No,"computarse según los mismos criterios para todas las personas trabajadoras, cualquiera que sea su modalidad de contratación. . la empresa manera proporcional a las personas con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre"
tiempo trabajado,No encontrado,No,No,No,No,"todas las personas trabajadoras, cualquiera que sea su modalidad de contratación. . la empresa deberá informar a las personas con tiempo trabajado duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,"informar a las personas con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos disposiciones legales vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles convenios colectivos oportunidades de acceder a puestos permanentes que las demás personas trabajadoras. esta información podrá facilitarse"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que las demás personas persona trabajadora información podrá facilitarse mediante un anuncio público en un lugar adecuado de la empresa o"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"a puestos permanentes que las demás personas trabajadoras. esta información podrá facilitarse mediante un anuncio público en un lugar adecuado personas trabajadoras empresa o centro de trabajo, o mediante otros medios previstos en la negociación colectiva, que"
duración determinada,No encontrado,No,No,No,No,"empresa o centro de trabajo, o mediante otros medios previstos en la negociación colectiva, que aseguren la transmisión de la duración determinada información será trasladada, además, a la representación legal de las personas trabajadoras. las empresas habrán"
contratos formativos,Parcialmente encontrado,No,Sí,No,No,"otros medios previstos en la negociación colectiva, que aseguren la transmisión de la información. dicha información será trasladada, además, a contratos formativos legal de las personas trabajadoras. las empresas habrán de notificar, asimismo a la representación legal"
trabajo vacantes,Parcialmente encontrado,No,Sí,Sí,No,"la transmisión de la información. dicha información será trasladada, además, a la representación legal de las personas trabajadoras. las empresas trabajo vacantes notificar, asimismo a la representación legal de las personas trabajadoras los contratos realizados de acuerdo"
puestos permanentes,Parcialmente encontrado,No,No,Sí,Sí,"legal de las personas trabajadoras. las empresas habrán de notificar, asimismo a la representación legal de las personas trabajadoras los puestos permanentes de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo, cuando"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"las empresas habrán de notificar, asimismo a la representación legal de las personas trabajadoras los contratos realizados de acuerdo con personas trabajadoras de contratación por tiempo determinado previstas en este artículo, cuando no exista obligación legal de"
anuncio público,Parcialmente encontrado,No,No,Sí,Sí,legal de las personas trabajadoras los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en anuncio público cuando no exista obligación legal de entregar copia básica de los mismos. . los convenios
lugar adecuado,No encontrado,No,No,No,No,"trabajadoras los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo, cuando no lugar adecuado legal de entregar copia básica de los mismos. . los convenios colectivos podrán establecer planes"
medios previstos,No encontrado,No,No,No,No,"determinado previstas en este artículo, cuando no exista obligación legal de entregar copia básica de los mismos. . los convenios medios previstos establecer planes de reducción de la temporalidad, así como fijar criterios generales relativos a la"
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"artículo, cuando no exista obligación legal de entregar copia básica de los mismos. . los convenios colectivos podrán establecer planes negociación colectiva de la temporalidad, así como fijar criterios generales relativos a la adecuada relación entre el"
representación legal,Parcialmente encontrado,No,Sí,Sí,No,"de reducción de la temporalidad, así como fijar criterios generales relativos a la adecuada relación entre el volumen de la representación legal carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de los"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"temporalidad, así como fijar criterios generales relativos a la adecuada relación entre el volumen de la contratación de carácter temporal personas trabajadoras plantilla total de la empresa, criterios objetivos de conversión de los contratos de duración determinada"
representación legal,Parcialmente encontrado,No,Sí,Sí,No,"el volumen de la contratación de carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de representación legal de duración determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"contratación de carácter temporal y la plantilla total de la empresa, criterios objetivos de conversión de los contratos de duración personas trabajadoras temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del"
contratos realizados,Parcialmente encontrado,No,Sí,No,No,"temporal y la plantilla total de la empresa, criterios objetivos de conversión de los contratos de duración determinada o temporales contratos realizados así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los"
tiempo determinado,No encontrado,No,No,No,No,"de conversión de los contratos de duración determinada o temporales en indefinidos, así como fijar porcentajes máximos de temporalidad y tiempo determinado derivadas del incumplimiento de los mismos. asimismo, los convenios colectivos podrán establecer criterios de preferencia"
obligación legal,Parcialmente encontrado,No,Sí,Sí,No,"en indefinidos, así como fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los mismos. asimismo, los obligación legal podrán establecer criterios de preferencia entre las personas con contratos de duración determinada o temporales,"
copia básica,Encontrado en glosario,Sí,No,No,No,"fijar porcentajes máximos de temporalidad y las consecuencias derivadas del incumplimiento de los mismos. asimismo, los convenios colectivos podrán establecer copia básica preferencia entre las personas con contratos de duración determinada o temporales, incluidas las personas puestas"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"derivadas del incumplimiento de los mismos. asimismo, los convenios colectivos podrán establecer criterios de preferencia entre las personas con contratos convenios colectivos determinada o temporales, incluidas las personas puestas a disposición. los convenios colectivos establecerán medidas para"
criterios generales,Parcialmente encontrado,No,No,Sí,Sí,"preferencia entre las personas con contratos de duración determinada o temporales, incluidas las personas puestas a disposición. los convenios colectivos criterios generales para facilitar el acceso efectivo de estas personas trabajadoras a las acciones incluidas en el"
carácter temporal,Parcialmente encontrado,No,No,Sí,No,"puestas a disposición. los convenios colectivos establecerán medidas para facilitar el acceso efectivo de estas personas trabajadoras a las acciones carácter temporal el sistema de formación profesional para el empleo, a fin de mejorar su cualificación y"
plantilla total,Parcialmente encontrado,No,Sí,No,No,"convenios colectivos establecerán medidas para facilitar el acceso efectivo de estas personas trabajadoras a las acciones incluidas en el sistema plantilla total profesional para el empleo, a fin de mejorar su cualificación y favorecer su progresión y"
criterios objetivos,Parcialmente encontrado,No,No,Sí,No,"el acceso efectivo de estas personas trabajadoras a las acciones incluidas en el sistema de formación profesional para el empleo, criterios objetivos de mejorar su cualificación y favorecer su progresión y movilidad profesionales. . en los supuestos"
duración determinada,No encontrado,No,No,No,No,"las acciones incluidas en el sistema de formación profesional para el empleo, a fin de mejorar su cualificación y favorecer duración determinada y movilidad profesionales. . en los supuestos previstos en los apartados y , la empresa"
porcentajes máximos,No encontrado,No,No,No,No,"el empleo, a fin de mejorar su cualificación y favorecer su progresión y movilidad profesionales. . en los supuestos previstos porcentajes máximos apartados y , la empresa deberá facilitar por escrito a la persona trabajadora, en los"
consecuencias derivadas,No encontrado,No,No,No,No,"su cualificación y favorecer su progresión y movilidad profesionales. . en los supuestos previstos en los apartados y , la consecuencias derivadas facilitar por escrito a la persona trabajadora, en los diez días siguientes al cumplimiento de"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"los supuestos previstos en los apartados y , la empresa deberá facilitar por escrito a la persona trabajadora, en los convenios colectivos siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva condición de"
duración determinada,No encontrado,No,No,No,No,"escrito a la persona trabajadora, en los diez días siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre duración determinada condición de persona trabajadora fija de la empresa, debiendo informar a la representación legal de"
personas puestas,Parcialmente encontrado,No,Sí,No,No,"diez días siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva condición de persona trabajadora fija personas puestas empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia. en todo"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"los plazos indicados, un documento justificativo sobre su nueva condición de persona trabajadora fija de la empresa, debiendo informar a convenios colectivos legal de los trabajadores sobre dicha circunstancia. en todo caso, la persona trabajadora podrá solicitar,"
acceso efectivo,Parcialmente encontrado,No,Sí,No,No,"su nueva condición de persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre acceso efectivo en todo caso, la persona trabajadora podrá solicitar, por escrito al servicio público de empleo"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia. en todo personas trabajadoras persona trabajadora podrá solicitar, por escrito al servicio público de empleo correspondiente un certificado de"
acciones incluidas,Parcialmente encontrado,No,Sí,No,No,"la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia. en todo caso, la persona trabajadora acciones incluidas por escrito al servicio público de empleo correspondiente un certificado de los contratos de duración"
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,"representación legal de los trabajadores sobre dicha circunstancia. en todo caso, la persona trabajadora podrá solicitar, por escrito al servicio formación profesional empleo correspondiente un certificado de los contratos de duración determinada o temporales celebrados, a los"
movilidad profesionales,Parcialmente encontrado,No,No,Sí,Sí,"escrito al servicio público de empleo correspondiente un certificado de los contratos de duración determinada o temporales celebrados, a los movilidad profesionales poder acreditar su condición de persona trabajadora fija en la empresa. el servicio público de"
supuestos previstos,No encontrado,No,No,No,No,"correspondiente un certificado de los contratos de duración determinada o temporales celebrados, a los efectos de poder acreditar su condición supuestos previstos trabajadora fija en la empresa. el servicio público de empleo emitirá dicho documento y lo"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,de poder acreditar su condición de persona trabajadora fija en la empresa. el servicio público de empleo emitirá dicho documento persona trabajadora pondrá en conocimiento de la empresa en la que la persona trabajadora preste sus servicios
días siguientes,No encontrado,No,No,No,No,persona trabajadora fija en la empresa. el servicio público de empleo emitirá dicho documento y lo pondrá en conocimiento de días siguientes en la que la persona trabajadora preste sus servicios y de la inspección de trabajo
plazos indicados,Parcialmente encontrado,No,Sí,No,No,"el servicio público de empleo emitirá dicho documento y lo pondrá en conocimiento de la empresa en la que la plazos indicados preste sus servicios y de la inspección de trabajo y seguridad social, si advirtiera que"
documento justificativo,Parcialmente encontrado,No,Sí,No,No,"empleo emitirá dicho documento y lo pondrá en conocimiento de la empresa en la que la persona trabajadora preste sus documento justificativo de la inspección de trabajo y seguridad social, si advirtiera que se han sobrepasado los"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"en conocimiento de la empresa en la que la persona trabajadora preste sus servicios y de la inspección de trabajo persona trabajadora social, si advirtiera que se han sobrepasado los límites máximos temporales establecidos."
representación legal,Parcialmente encontrado,No,Sí,Sí,No,"preste sus servicios y de la inspección de trabajo y seguridad social, si advirtiera que se han sobrepasado los límites representación legal establecidos."
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,que se han sobrepasado los límites máximos temporales establecidos. persona trabajadora
servicio público,Encontrado en glosario,Sí,Sí,Sí,Sí,establecidos. servicio público
empleo correspondiente,Parcialmente encontrado,No,Sí,No,No,empleo correspondiente
duración determinada,No encontrado,No,No,No,No,duración determinada
temporales celebrados,Parcialmente encontrado,No,Sí,No,No,temporales celebrados
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,persona trabajadora
