Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
gastos realizados,Parcialmente encontrado,No,Sí,No,No,"el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones gastos realizados de la seguridad social y las indemnizaciones correspondientes a traslados, suspensiones o despidos. . mediante"
actividad laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la seguridad social actividad laboral indemnizaciones correspondientes a traslados, suspensiones o despidos. . mediante la negociación colectiva o, en su"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"su actividad laboral, las prestaciones e indemnizaciones de la seguridad social y las indemnizaciones correspondientes a traslados, suspensiones o despidos. seguridad social la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del"
indemnizaciones correspondientes,Parcialmente encontrado,No,Sí,No,No,"prestaciones e indemnizaciones de la seguridad social y las indemnizaciones correspondientes a traslados, suspensiones o despidos. . mediante la negociación indemnizaciones correspondientes en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender"
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,"traslados, suspensiones o despidos. . mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura negociación colectiva que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de"
contrato individual,Parcialmente encontrado,No,Sí,Sí,No,"o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como contrato individual por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en"
retribución fijada,Parcialmente encontrado,No,Sí,No,No,"base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función retribución fijada relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y"
complementos salariales,Encontrado en glosario,Sí,Sí,Sí,Sí,"complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la complementos salariales resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto"
circunstancias relativas,Parcialmente encontrado,No,Sí,Sí,Sí,"circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, circunstancias relativas calcularán conforme a los criterios que a tal efecto se pacten. igualmente se pactará el"
condiciones personales,Parcialmente encontrado,No,Sí,Sí,Sí,"condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme condiciones personales criterios que a tal efecto se pacten. igualmente se pactará el carácter consolidable o no"
trabajo realizado,Parcialmente encontrado,No,Sí,No,No,"realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal trabajo realizado pacten. igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo"
carácter consolidable,No encontrado,No,No,No,No,"no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al carácter consolidable trabajo o a la situación y resultados de la empresa. . todas las cargas fiscales"
complementos salariales,Encontrado en glosario,Sí,Sí,Sí,Sí,"teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la complementos salariales resultados de la empresa. . todas las cargas fiscales y de seguridad social a cargo"
cargas fiscales,Parcialmente encontrado,No,Sí,Sí,No,"cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario. . operará la compensación y absorción cargas fiscales salarios realmente abonados, en su conjunto y cómputo anual, sean más favorables para los trabajadores"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"satisfechas por el mismo, siendo nulo todo pacto en contrario. . operará la compensación y absorción cuando los salarios realmente seguridad social su conjunto y cómputo anual, sean más favorables para los trabajadores que los fijados en"
cómputo anual,Parcialmente encontrado,No,Sí,No,No,fijados en el orden normativo o convencional de referencia. cómputo anual
orden normativo,Parcialmente encontrado,No,Sí,No,No,orden normativo
