Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
objeto de traslado,objeto,de,traslado,objeto,traslado,objeto de traslado,No,No,Sí,No,No,Parcialmente encontrado,"dentro del límite anual de catorce días festivos, podrán señalar aquellas fiestas que por tradición objeto de traslado sustituyendo para ello las de ámbito nacional que se determinen reglamentariamente y, en todo caso,"
traslado al lunes,traslado,al,lunes,traslado,lunes,traslado al lunes,No,Sí,No,No,No,Parcialmente encontrado,"límite anual de catorce días festivos, podrán señalar aquellas fiestas que por tradición les sean traslado al lunes ello las de ámbito nacional que se determinen reglamentariamente y, en todo caso, las que"
traslado a lunes,traslado,a,lunes,traslado,lunes,traslado a lunes,No,Sí,No,No,No,Parcialmente encontrado,"nacionales podrá, en el año que así ocurra, añadir una fiesta más, con carácter de traslado a lunes de catorce. 3. La persona trabajadora, previo aviso y justificación, podrá ausentarse del trabajo, con"
número de fiestas,número,de,fiestas,número,fiesta,número de fiesta,No,No,No,No,No,No encontrado,"ausentarse del trabajo, con derecho a remuneración, por alguno de los motivos y por el número de fiestas Quince días naturales en caso de matrimonio o registro de pareja de hecho. b) Cinco"
derecho a remuneración,derecho,a,remuneración,derecho,remuneración,derecho a remuneración,No,Sí,Sí,No,Sí,Parcialmente encontrado,"precise reposo domiciliario del cónyuge, pareja de hecho o parientes hasta el segundo grado por derecho a remuneración incluido el familiar consanguíneo de la pareja de hecho, así como de cualquier otra persona"
caso de matrimonio,caso,de,matrimonio,caso,matrimonio,caso de matrimonio,No,No,Sí,No,No,Parcialmente encontrado,"de la pareja de hecho, así como de cualquier otra persona distinta de las anteriores, caso de matrimonio la persona trabajadora en el mismo domicilio y que requiera el cuidado efectivo de aquella."
registro de pareja,registro,de,pareja,registro,pareja,registro de pareja,No,Sí,No,No,No,Parcialmente encontrado,"hecho, así como de cualquier otra persona distinta de las anteriores, que conviva con la registro de pareja el mismo domicilio y que requiera el cuidado efectivo de aquella. b bis) Dos días"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"como de cualquier otra persona distinta de las anteriores, que conviva con la persona trabajadora pareja de hecho domicilio y que requiera el cuidado efectivo de aquella. b bis) Dos días por el"
días por accidente,días,por,accidente,día,accidente,día por accidente,No,No,No,No,No,No encontrado,"anteriores, que conviva con la persona trabajadora en el mismo domicilio y que requiera el días por accidente aquella. b bis) Dos días por el fallecimiento del cónyuge, pareja de hecho o parientes"
domiciliario del cónyuge,domiciliario,del,cónyuge,domiciliario,cónyuge,domiciliario del cónyuge,No,No,Sí,No,No,Parcialmente encontrado,"efectivo de aquella. b bis) Dos días por el fallecimiento del cónyuge, pareja de hecho domiciliario del cónyuge el segundo grado de consanguinidad o afinidad. Cuando con tal motivo la persona trabajadora necesite"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"bis) Dos días por el fallecimiento del cónyuge, pareja de hecho o parientes hasta el pareja de hecho consanguinidad o afinidad. Cuando con tal motivo la persona trabajadora necesite hacer un desplazamiento al"
grado por consanguineidad,grado,por,consanguineidad,grado,consanguineidad,grado por consanguineidad,No,No,No,No,No,No encontrado,"pareja de hecho o parientes hasta el segundo grado de consanguinidad o afinidad. Cuando con grado por consanguineidad persona trabajadora necesite hacer un desplazamiento al efecto, el plazo se ampliará en dos días."
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"afinidad. Cuando con tal motivo la persona trabajadora necesite hacer un desplazamiento al efecto, el pareja de hecho en dos días. c) Un día por traslado del domicilio habitual. d) Por el tiempo"
fallecimiento del cónyuge,fallecimiento,del,cónyuge,fallecimiento,cónyuge,fallecimiento del cónyuge,No,No,Sí,Sí,No,Parcialmente encontrado,"público y personal, comprendido el ejercicio del sufragio activo. Cuando conste en una norma legal fallecimiento del cónyuge periodo determinado, se estará a lo que esta disponga en cuanto a duración de la"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,el ejercicio del sufragio activo. Cuando conste en una norma legal o convencional un periodo pareja de hecho a lo que esta disponga en cuanto a duración de la ausencia y a su
grado de consanguinidad,grado,de,consanguinidad,grado,consanguinidad,grado de consanguinidad,No,No,Sí,No,No,Parcialmente encontrado,"una norma legal o convencional un periodo determinado, se estará a lo que esta disponga grado de consanguinidad duración de la ausencia y a su compensación económica. Cuando el cumplimiento del deber antes"
desplazamiento al efecto,desplazamiento,al,efecto,desplazamiento,efecto,desplazamiento al efecto,No,Sí,Sí,Sí,No,Parcialmente encontrado,cuanto a duración de la ausencia y a su compensación económica. Cuando el cumplimiento del desplazamiento al efecto suponga la imposibilidad de la prestación del trabajo debido en más del veinte por ciento
día por traslado,día,por,traslado,día,traslado,día por traslado,No,No,Sí,No,No,Parcialmente encontrado,"antes referido suponga la imposibilidad de la prestación del trabajo debido en más del veinte día por traslado las horas laborables en un periodo de tres meses, podrá la empresa pasar al trabajador"
traslado del domicilio,traslado,del,domicilio,traslado,domicilio,traslado del domicilio,No,Sí,Sí,No,No,Parcialmente encontrado,"suponga la imposibilidad de la prestación del trabajo debido en más del veinte por ciento traslado del domicilio laborables en un periodo de tres meses, podrá la empresa pasar al trabajador afectado a"
ejercicio del sufragio,ejercicio,del,sufragio,ejercicio,sufragio,ejercicio del sufragio,No,Sí,Sí,No,No,Parcialmente encontrado,"pasar al trabajador afectado a la situación de excedencia regulada en el artículo 46.1. En ejercicio del sufragio que el trabajador, por cumplimiento del deber o desempeño del cargo, perciba una indemnización, se"
cuanto a duración,cuanto,a,duración,cuanto,duración,cuanto a duración,No,No,No,No,Sí,No encontrado,"desempeño del cargo, perciba una indemnización, se descontará el importe de la misma del salario cuanto a duración derecho en la empresa. e) Para realizar funciones sindicales o de representación del personal en"
cumplimiento del deber,cumplimiento,del,deber,cumplimiento,deber,cumplimiento del deber,No,Sí,Sí,Sí,No,Parcialmente encontrado,a que tuviera derecho en la empresa. e) Para realizar funciones sindicales o de representación cumplimiento del deber los términos establecidos legal o convencionalmente. f) Por el tiempo indispensable para la realización de
prestación del trabajo,prestación,del,trabajo,prestación,trabajo,prestación del trabajo,No,Sí,Sí,Sí,No,Parcialmente encontrado,"funciones sindicales o de representación del personal en los términos establecidos legal o convencionalmente. f) prestación del trabajo indispensable para la realización de exámenes prenatales y técnicas de preparación al parto y, en"
situación de excedencia,situación,de,excedencia,situación,excedencia,situación de excedencia,No,No,Sí,Sí,No,Parcialmente encontrado,"parto y, en los casos de adopción, guarda con fines de adopción o acogimiento, para situación de excedencia las preceptivas sesiones de información y preparación y para la realización de los preceptivos informes"
cumplimiento del deber,cumplimiento,del,deber,cumplimiento,deber,cumplimiento del deber,No,Sí,Sí,Sí,No,Parcialmente encontrado,"preceptivas sesiones de información y preparación y para la realización de los preceptivos informes psicológicos cumplimiento del deber a la declaración de idoneidad, siempre, en todos los casos, que deban tener lugar dentro"
desempeño del cargo,desempeño,del,cargo,desempeño,cargo,desempeño del cargo,No,No,Sí,No,No,Parcialmente encontrado,"y preparación y para la realización de los preceptivos informes psicológicos y sociales previos a desempeño del cargo idoneidad, siempre, en todos los casos, que deban tener lugar dentro de la jornada de"
representación del personal,representación,del,personal,representación,personal,representación del personal,No,Sí,No,Sí,No,Parcialmente encontrado,"g) Hasta cuatro días por imposibilidad de acceder al centro de trabajo o transitar por representación del personal circulación necesarias para acudir al mismo, como consecuencia de las recomendaciones, limitaciones o prohibiciones al"
realización de exámenes,realización,de,exámenes,realización,examen,realización de examen,No,No,No,Sí,No,No encontrado,"para acudir al mismo, como consecuencia de las recomendaciones, limitaciones o prohibiciones al desplazamiento establecidas realización de exámenes competentes, así como cuando concurra una situación de riesgo grave e inminente, incluidas las derivadas"
preparación al parto,preparación,al,parto,preparación,partir,preparación al partir,No,No,No,Sí,No,No encontrado,"las recomendaciones, limitaciones o prohibiciones al desplazamiento establecidas por las autoridades competentes, así como cuando preparación al parto de riesgo grave e inminente, incluidas las derivadas de una catástrofe o fenómeno meteorológico adverso."
casos de adopción,casos,de,adopción,casos,adopción,casos de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"establecidas por las autoridades competentes, así como cuando concurra una situación de riesgo grave e casos de adopción derivadas de una catástrofe o fenómeno meteorológico adverso. Transcurridos los cuatro días, el permiso se"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"como cuando concurra una situación de riesgo grave e inminente, incluidas las derivadas de una fines de adopción meteorológico adverso. Transcurridos los cuatro días, el permiso se prolongará hasta que desaparezcan las circunstancias"
sesiones de información,sesiones,de,información,sesiones,información,sesiones de información,No,No,Sí,No,Sí,Parcialmente encontrado,"derivadas de una catástrofe o fenómeno meteorológico adverso. Transcurridos los cuatro días, el permiso se sesiones de información desaparezcan las circunstancias que lo justificaron, sin perjuicio de la posibilidad de la empresa de"
declaración de idoneidad,declaración,de,idoneidad,declaración,idoneidad,declaración de idoneidad,No,Sí,Sí,Sí,No,Parcialmente encontrado,"las circunstancias que lo justificaron, sin perjuicio de la posibilidad de la empresa de aplicar declaración de idoneidad contrato de trabajo o una reducción de jornada derivada de fuerza mayor en los términos"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,contrato de trabajo o una reducción de jornada derivada de fuerza mayor en los términos jornada de trabajo artículo 47.6. Cuando la naturaleza de la prestación laboral sea compatible con el trabajo a
días por imposibilidad,días,por,imposibilidad,día,imposibilidad,día por imposibilidad,No,No,No,No,No,No encontrado,de fuerza mayor en los términos previstos en el artículo 47.6. Cuando la naturaleza de días por imposibilidad sea compatible con el trabajo a distancia y el estado de las redes de comunicación
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"previstos en el artículo 47.6. Cuando la naturaleza de la prestación laboral sea compatible con centro de trabajo distancia y el estado de las redes de comunicación permita su desarrollo, la empresa podrá"
vías de circulación,vías,de,circulación,vía,circulación,vía de circulación,No,No,No,No,Sí,No encontrado,"naturaleza de la prestación laboral sea compatible con el trabajo a distancia y el estado vías de circulación de comunicación permita su desarrollo, la empresa podrá establecerlo, observando el resto de las obligaciones"
prohibiciones al desplazamiento,prohibiciones,al,desplazamiento,prohibiciones,desplazamiento,prohibiciones al desplazamiento,No,No,Sí,No,Sí,Parcialmente encontrado,"redes de comunicación permita su desarrollo, la empresa podrá establecerlo, observando el resto de las prohibiciones al desplazamiento males y materiales recogidas en la Ley 10/2021, de 9 de julio, de trabajo a"
situación de riesgo,situación,de,riesgo,situación,riesgo,situación de riesgo,No,No,Sí,Sí,No,Parcialmente encontrado,"las obligaciones for - males y materiales recogidas en la Ley 10/2021, de 9 de situación de riesgo a distancia, y, en particular, el suministro de medios, equipos y herramientas adecuados. 4. En"
suspensión del contrato,suspensión,del,contrato,suspensión,contrato,suspensión del contrato,No,Sí,Sí,Sí,No,Parcialmente encontrado,"con el artículo 45.1.d), las personas trabajadoras tendrán derecho a una hora de ausencia del suspensión del contrato dividir en dos fracciones, para el cuidado del lactante hasta que este cumpla nueve meses."
contrato de trabajo,contrato,de,trabajo,contrato,trabajo,contrato de trabajo,Sí,Sí,Sí,No,No,Encontrado en glosario,"artículo 45.1.d), las personas trabajadoras tendrán derecho a una hora de ausencia del trabajo, que contrato de trabajo dos fracciones, para el cuidado del lactante hasta que este cumpla nueve meses. La duración"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"tendrán derecho a una hora de ausencia del trabajo, que podrán dividir en dos fracciones, reducción de jornada del lactante hasta que este cumpla nueve meses. La duración del permiso se incrementará proporcionalmente"
trabajo a distancia,trabajo,a,distancia,trabajo,distancia,trabajo a distancia,No,Sí,No,No,No,Parcialmente encontrado,"del permiso se incrementará proporcionalmente en los casos de nacimiento, adopción, guarda con fines de trabajo a distancia múltiples. Quien ejerza este derecho, por su voluntad, podrá sustituirlo por una reducción de su"
redes de comunicación,redes,de,comunicación,redes,comunicación,redes de comunicación,No,No,Sí,No,Sí,Parcialmente encontrado,"de nacimiento, adopción, guarda con fines de adopción o acogimiento múltiples. Quien ejerza este derecho, redes de comunicación podrá sustituirlo por una reducción de su jornada en media hora con la misma finalidad"
trabajo a distancia,trabajo,a,distancia,trabajo,distancia,trabajo a distancia,No,Sí,No,No,No,Parcialmente encontrado,"en jornadas completas. La reducción de jornada contemplada en este apartado constituye un derecho individual trabajo a distancia trabajadoras sin que pueda transferirse su ejercicio a la otra persona progenitora, adoptante, guardadora o"
suministro de medios,suministro,de,medios,suministro,medios,suministro de medios,No,Sí,No,No,No,Parcialmente encontrado,"apartado constituye un derecho individual de las personas trabajadoras sin que pueda transferirse su ejercicio suministro de medios persona progenitora, adoptante, guardadora o acogedora. No obstante, si dos personas trabajadoras de la misma"
supuestos de nacimiento,supuestos,de,nacimiento,supuestos,nacimiento,supuestos de nacimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"ejercicio a la otra persona progenitora, adoptante, guardadora o acogedora. No obstante, si dos personas supuestos de nacimiento misma empresa ejercen este derecho por el mismo sujeto causante, podrá limitarse su ejercicio simultáneo"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"o acogedora. No obstante, si dos personas trabajadoras de la misma empresa ejercen este derecho fines de adopción sujeto causante, podrá limitarse su ejercicio simultáneo por razones fundadas y objetivas de funcionamiento de"
hora de ausencia,hora,de,ausencia,hora,ausencia,hora de ausencia,No,No,Sí,No,No,Parcialmente encontrado,"limitarse su ejercicio simultáneo por razones fundadas y objetivas de funcionamiento de la empresa, debidamente hora de ausencia debiendo en tal caso la empresa ofrecer un plan alternativo que asegure el disfrute de"
ausencia del trabajo,ausencia,del,trabajo,ausencia,trabajo,ausencia del trabajo,No,Sí,Sí,No,No,Parcialmente encontrado,"ejercicio simultáneo por razones fundadas y objetivas de funcionamiento de la empresa, debidamente motivadas por ausencia del trabajo tal caso la empresa ofrecer un plan alternativo que asegure el disfrute de ambas personas"
cuidado del lactante,cuidado,del,lactante,cuidado,lactante,cuidado del lactante,No,No,No,No,No,No encontrado,"motivadas por escrito, debiendo en tal caso la empresa ofrecer un plan alternativo que asegure cuidado del lactante ambas personas trabajadoras y que posibilite el ejercicio de los derechos de conciliación. Cuando ambas"
duración del permiso,duración,del,permiso,duración,permiso,duración del permiso,No,No,Sí,Sí,No,Parcialmente encontrado,"plan alternativo que asegure el disfrute de ambas personas trabajadoras y que posibilite el ejercicio duración del permiso de conciliación. Cuando ambas personas progenitoras, adoptantes, guardadoras o acogedoras ejerzan este derecho con la"
casos de nacimiento,casos,de,nacimiento,casos,nacimiento,casos de nacimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"personas trabajadoras y que posibilite el ejercicio de los derechos de conciliación. Cuando ambas personas casos de nacimiento o acogedoras ejerzan este derecho con la misma duración y régimen, el periodo de disfrute"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"los derechos de conciliación. Cuando ambas personas progenitoras, adoptantes, guardadoras o acogedoras ejerzan este derecho fines de adopción duración y régimen, el periodo de disfrute podrá extenderse hasta que el lactante cumpla doce"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"partir del cumplimiento de los nueve meses. 5. Las personas trabajadoras tendrán derecho a ausentarse reducción de jornada una hora en el caso de nacimiento prematuro de hijo o hija, o que, por"
objetivas de funcionamiento,objetivas,de,funcionamiento,objetiva,funcionamiento,objetiva de funcionamiento,No,No,No,No,Sí,No encontrado,salario. Para el disfrute de este permiso se estará a lo previsto en el apartado objetivas de funcionamiento por razones de guarda legal tenga a su cuidado directo algún menor de doce años
derechos de conciliación,derechos,de,conciliación,derechos,conciliación,derechos de conciliación,No,No,Sí,No,Sí,Parcialmente encontrado,"discapacidad que no desempeñe una actividad retribuida tendrá derecho a una reducción de la jornada derechos de conciliación con la disminución proporcional del salario entre, al menos, un octavo y un máximo de"
salario a partir,salario,a,partir,salario,partir,salario a partir,No,Sí,No,No,No,Parcialmente encontrado,"derecho quien precise encargarse del cuidado directo del cónyuge o pareja de hecho, o un salario a partir segundo grado de consanguinidad y afinidad, incluido el familiar consanguíneo de la pareja de hecho,"
caso de nacimiento,caso,de,nacimiento,caso,nacimiento,caso de nacimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"consanguíneo de la pareja de hecho, que por razones de edad, accidente o enfermedad no caso de nacimiento sí mismo, y que no desempeñe actividad retribuida. El progenitor, guardador con fines de adopción"
continuación del parto,continuación,del,parto,continuación,partir,continuación del partir,No,No,No,Sí,No,No encontrado,"y que no desempeñe actividad retribuida. El progenitor, guardador con fines de adopción o acogedor continuación del parto a una reducción de la jornada de trabajo, con la disminución proporcional del salario de,"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"de adopción o acogedor permanente tendrá derecho a una reducción de la jornada de trabajo, jornada de trabajo proporcional del salario de, al menos, la mitad de la duración de aquella, para el"
razones de guarda,razones,de,guarda,razones,guarda,razones de guarda,No,No,Sí,No,No,Parcialmente encontrado,"tratamiento continuado, del menor a su cargo afectado por cáncer (tumores malignos, melanomas y carcinomas), razones de guarda otra enfermedad grave, que implique un ingreso hospitalario de larga duración y requiera la necesidad"
persona con discapacidad,persona,con,discapacidad,persona,discapacidad,persona con discapacidad,No,Sí,No,No,No,Parcialmente encontrado,"por cualquier otra enfermedad grave, que implique un ingreso hospitalario de larga duración y requiera persona con discapacidad su cuidado directo, continuo y permanente, acreditado por el informe del servicio público de salud"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"necesidad de su cuidado directo, continuo y permanente, acreditado por el informe del servicio público jornada de trabajo órgano administrativo sanitario de la comunidad autónoma correspondiente y, como máximo, hasta que el hijo"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"con fines de adopción cumpla los veintitrés años. En consecuencia, el mero cumplimiento de los pareja de hecho edad por el hijo o el menor sujeto a acogimiento permanente o a guarda con"
grado de consanguinidad,grado,de,consanguinidad,grado,consanguinidad,grado de consanguinidad,No,No,Sí,No,No,Parcialmente encontrado,el mero cumplimiento de los dieciocho años de edad por el hijo o el menor grado de consanguinidad permanente o a guarda con fines de adopción no será causa de extinción de la
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"o el menor sujeto a acogimiento permanente o a guarda con fines de adopción no pareja de hecho extinción de la reducción de la jornada, si se mantiene la necesidad de cuidado directo,"
razones de edad,razones,de,edad,razón,edad,razón de edad,No,Sí,No,No,No,Parcialmente encontrado,"permanente o a guarda con fines de adopción no será causa de extinción de la razones de edad jornada, si se mantiene la necesidad de cuidado directo, continuo y permanente. No obstante, cumplidos"
guardador con fines,guardador,con,fines,guardador,fines,guardador con fines,No,Sí,No,No,No,Parcialmente encontrado,"cuidado directo, continuo y permanente. No obstante, cumplidos los 18 años, se podrá reconocer el guardador con fines reducción de jornada hasta que el causante cumpla 23 años en los supuestos en que"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"continuo y permanente. No obstante, cumplidos los 18 años, se podrá reconocer el derecho a fines de adopción jornada hasta que el causante cumpla 23 años en los supuestos en que el padecimiento"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,derecho a la reducción de jornada hasta que el causante cumpla 23 años en los jornada de trabajo el padecimiento de cáncer o enfermedad grave haya sido diagnosticado antes de alcanzar la mayoría
informe del servicio,informe,del,servicio,informe,servicio,informe del servicio,No,Sí,Sí,No,No,Parcialmente encontrado,"igual o superior al 65 por ciento. Por convenio colectivo, se podrán establecer las condiciones informe del servicio los que esta reducción de jornada se podrá acumular en jornadas completas. En los supuestos"
objeto de acogimiento,objeto,de,acogimiento,objeto,acogimiento,objeto de acogimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"completas. En los supuestos de nulidad, separación, divorcio, extinción de la pareja de hecho o objeto de acogimiento ser víctima de violencia de género, el derecho a la reducción de jornada se reconocerá"
guarda con fines,guarda,con,fines,guarda,fines,guarda con fines,No,Sí,No,No,No,Parcialmente encontrado,"separación, divorcio, extinción de la pareja de hecho o cuando se acredite ser víctima de guarda con fines el derecho a la reducción de jornada se reconocerá a favor del progenitor, guardador o"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"extinción de la pareja de hecho o cuando se acredite ser víctima de violencia de fines de adopción a la reducción de jornada se reconocerá a favor del progenitor, guardador o acogedor con"
años de edad,años,de,edad,año,edad,año de edad,No,No,No,No,No,No encontrado,"a la reducción de jornada se reconocerá a favor del progenitor, guardador o acogedor con años de edad persona enferma, siempre que cumpla el resto de los requisitos exigidos. Cuando la persona enferma"
sujeto a acogimiento,sujeto,a,acogimiento,sujeto,acogimiento,sujeto a acogimiento,No,Sí,Sí,No,Sí,Parcialmente encontrado,"del progenitor, guardador o acogedor con quien conviva la persona enferma, siempre que cumpla el sujeto a acogimiento requisitos exigidos. Cuando la persona enferma que se encuentre en los supuestos previstos en los"
fines de adopción,fines,de,adopción,fines,adopción,fines de adopción,No,No,Sí,No,Sí,Parcialmente encontrado,"la persona enferma, siempre que cumpla el resto de los requisitos exigidos. Cuando la persona fines de adopción encuentre en los supuestos previstos en los párrafos tercero y cuarto de este apartado contraiga"
causa de extinción,causa,de,extinción,causa,extinción,causa de extinción,No,Sí,Sí,No,Sí,Parcialmente encontrado,cumpla el resto de los requisitos exigidos. Cuando la persona enferma que se encuentre en causa de extinción en los párrafos tercero y cuarto de este apartado contraiga matrimonio o constituya una pareja
necesidad de cuidado,necesidad,de,cuidado,necesidad,cuidado,necesidad de cuidado,No,Sí,No,No,No,Parcialmente encontrado,"en los supuestos previstos en los párrafos tercero y cuarto de este apartado contraiga matrimonio necesidad de cuidado pareja de hecho, tendrá derecho a la reducción de jornada quien sea su cónyuge o"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"reducción de jornada quien sea su cónyuge o pareja de hecho, siempre que acredite las reducción de jornada al derecho a la misma. Las reducciones de jornada contempladas en este apartado constituyen un"
padecimiento de cáncer,padecimiento,de,cáncer,padecimiento,cáncer,padecimiento de cáncer,No,No,No,Sí,No,No encontrado,"para acceder al derecho a la misma. Las reducciones de jornada contempladas en este apartado padecimiento de cáncer individual de los trabajadores, hombres o mujeres. No obstante, si dos o más trabajadores de"
mayoría de edad,mayoría,de,edad,mayoría,edad,mayoría de edad,Sí,Sí,No,No,No,Encontrado en glosario,"este apartado constituyen un derecho individual de los trabajadores, hombres o mujeres. No obstante, si mayoría de edad trabajadores de la misma empresa generasen este derecho por el mismo sujeto causante, el empresario"
grado de discapacidad,grado,de,discapacidad,grado,discapacidad,grado de discapacidad,No,No,No,No,No,No encontrado,tal caso la empresa ofrecer un plan alternativo que asegure el disfrute de ambas personas grado de discapacidad posibilite el ejercicio de los derechos de conciliación. En el ejercicio de este derecho se
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"el ejercicio de este derecho se tendrá en cuenta el fomento de la corresponsabilidad entre reducción de jornada y, asimismo, evitar la perpetuación de roles y estereotipos de género. 7. La concreción horaria"
supuestos de nulidad,supuestos,de,nulidad,supuestos,nulidad,supuestos de nulidad,No,No,Sí,No,No,Parcialmente encontrado,"la corresponsabilidad entre mujeres y hombres y, asimismo, evitar la perpetuación de roles y estereotipos supuestos de nulidad La concreción horaria y la determinación de los permisos y reducciones de jornada, previstos en"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"de roles y estereotipos de género. 7. La concreción horaria y la determinación de los pareja de hecho de jornada, previstos en los apartados 4, 5 y 6, corresponderán a la persona trabajadora"
víctima de violencia,víctima,de,violencia,víctima,violencia,víctima de violencia,No,Sí,No,No,No,Parcialmente encontrado,"concreción horaria y la determinación de los permisos y reducciones de jornada, previstos en los víctima de violencia y 6, corresponderán a la persona trabajadora dentro de su jornada ordinaria. No obstante, los"
