Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
fiestas tradicionales,Parcialmente encontrado,No,No,Sí,No,"que así ocurra, añadir una fiesta más, con carácter de recuperable, al máximo de catorce. . la persona trabajadora, previo fiestas tradicionales justificación, podrá ausentarse del trabajo, con derecho a remuneración, por alguno de los motivos y"
fiestas nacionales,Parcialmente encontrado,No,No,Sí,No,"al máximo de catorce. . la persona trabajadora, previo aviso y justificación, podrá ausentarse del trabajo, con derecho a remuneración, fiestas nacionales de los motivos y por el tiempo siguiente: a quince días naturales en caso de"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"tiempo siguiente: a quince días naturales en caso de matrimonio o registro de pareja de hecho. b cinco días por persona trabajadora enfermedad graves, hospitalización o intervención quirúrgica sin hospitalización que precise reposo domiciliario del cónyuge, pareja"
tiempo siguiente,No encontrado,No,No,No,No,"intervención quirúrgica sin hospitalización que precise reposo domiciliario del cónyuge, pareja de hecho o parientes hasta el segundo grado por tiempo siguiente afinidad, incluido el familiar consanguíneo de la pareja de hecho, así como de cualquier otra"
días naturales,Parcialmente encontrado,No,No,Sí,Sí,"precise reposo domiciliario del cónyuge, pareja de hecho o parientes hasta el segundo grado por consanguineidad o afinidad, incluido el días naturales de la pareja de hecho, así como de cualquier otra persona distinta de las anteriores,"
enfermedad graves,No encontrado,No,No,No,No,"el familiar consanguíneo de la pareja de hecho, así como de cualquier otra persona distinta de las anteriores, que conviva enfermedad graves persona trabajadora en el mismo domicilio y que requiera el cuidado efectivo de aquella. b"
intervención quirúrgica,Parcialmente encontrado,No,Sí,No,No,"pareja de hecho, así como de cualquier otra persona distinta de las anteriores, que conviva con la persona trabajadora en intervención quirúrgica domicilio y que requiera el cuidado efectivo de aquella. b bis dos días por el"
persona distinta,Parcialmente encontrado,No,Sí,No,No,"pareja de hecho o parientes hasta el segundo grado de consanguinidad o afinidad. cuando con tal motivo la persona trabajadora persona distinta un desplazamiento al efecto, el plazo se ampliará en dos días. c un día por"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"consanguinidad o afinidad. cuando con tal motivo la persona trabajadora necesite hacer un desplazamiento al efecto, el plazo se ampliará persona trabajadora días. c un día por traslado del domicilio habitual. d por el tiempo indispensable, para"
cuidado efectivo,No encontrado,No,No,No,No,"necesite hacer un desplazamiento al efecto, el plazo se ampliará en dos días. c un día por traslado del domicilio cuidado efectivo por el tiempo indispensable, para el cumplimiento de un deber inexcusable de carácter público y"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"carácter público y personal, comprendido el ejercicio del sufragio activo. cuando conste en una norma legal o convencional un periodo persona trabajadora estará a lo que esta disponga en cuanto a duración de la ausencia y a"
domicilio habitual,Parcialmente encontrado,No,Sí,No,No,a lo que esta disponga en cuanto a duración de la ausencia y a su compensación económica. cuando el cumplimiento domicilio habitual antes referido suponga la imposibilidad de la prestación del trabajo debido en más del veinte
tiempo indispensable,No encontrado,No,No,No,No,cuanto a duración de la ausencia y a su compensación económica. cuando el cumplimiento del deber antes referido suponga la tiempo indispensable la prestación del trabajo debido en más del veinte por ciento de las horas laborables
deber inexcusable,Parcialmente encontrado,No,Sí,No,No,"su compensación económica. cuando el cumplimiento del deber antes referido suponga la imposibilidad de la prestación del trabajo debido en deber inexcusable veinte por ciento de las horas laborables en un periodo de tres meses, podrá la"
carácter público,Parcialmente encontrado,No,No,Sí,Sí,"cuando el cumplimiento del deber antes referido suponga la imposibilidad de la prestación del trabajo debido en más del veinte carácter público de las horas laborables en un periodo de tres meses, podrá la empresa pasar al"
sufragio activo,Encontrado en glosario,Sí,Sí,Sí,No,"imposibilidad de la prestación del trabajo debido en más del veinte por ciento de las horas laborables en un periodo sufragio activo meses, podrá la empresa pasar al trabajador afectado a la situación de excedencia regulada en"
norma legal,Parcialmente encontrado,No,Sí,Sí,No,"en más del veinte por ciento de las horas laborables en un periodo de tres meses, podrá la empresa pasar norma legal afectado a la situación de excedencia regulada en el artículo .. en el supuesto de"
periodo determinado,No encontrado,No,No,No,No,"ciento de las horas laborables en un periodo de tres meses, podrá la empresa pasar al trabajador afectado a la periodo determinado excedencia regulada en el artículo .. en el supuesto de que el trabajador, por cumplimiento"
compensación económica,Parcialmente encontrado,No,Sí,Sí,Sí,"situación de excedencia regulada en el artículo .. en el supuesto de que el trabajador, por cumplimiento del deber o compensación económica cargo, perciba una indemnización, se descontará el importe de la misma del salario a que"
trabajo debido,Parcialmente encontrado,No,Sí,No,No,"del deber o desempeño del cargo, perciba una indemnización, se descontará el importe de la misma del salario a que trabajo debido en la empresa. e para realizar funciones sindicales o de representación del personal en los"
horas laborables,No encontrado,No,No,No,No,descontará el importe de la misma del salario a que tuviera derecho en la empresa. e para realizar funciones sindicales horas laborables representación del personal en los términos establecidos legal o convencionalmente. f por el tiempo indispensable
trabajador afectado,Parcialmente encontrado,No,Sí,No,No,"empresa. e para realizar funciones sindicales o de representación del personal en los términos establecidos legal o convencionalmente. f por trabajador afectado indispensable para la realización de exámenes prenatales y técnicas de preparación al parto y, en"
excedencia regulada,Parcialmente encontrado,No,Sí,No,No,"o de representación del personal en los términos establecidos legal o convencionalmente. f por el tiempo indispensable para la realización excedencia regulada prenatales y técnicas de preparación al parto y, en los casos de adopción, guarda con"
funciones sindicales,Parcialmente encontrado,No,No,Sí,Sí,"preceptivas sesiones de información y preparación y para la realización de los preceptivos informes psicológicos y sociales previos a la funciones sindicales idoneidad, siempre, en todos los casos, que deban tener lugar dentro de la jornada de"
términos establecidos,Parcialmente encontrado,No,Sí,No,No,"realización de los preceptivos informes psicológicos y sociales previos a la declaración de idoneidad, siempre, en todos los casos, que términos establecidos lugar dentro de la jornada de trabajo. g hasta cuatro días por imposibilidad de acceder"
tiempo indispensable,No encontrado,No,No,No,No,"a la declaración de idoneidad, siempre, en todos los casos, que deban tener lugar dentro de la jornada de trabajo. tiempo indispensable cuatro días por imposibilidad de acceder al centro de trabajo o transitar por las vías"
exámenes prenatales,No encontrado,No,No,No,No,"en todos los casos, que deban tener lugar dentro de la jornada de trabajo. g hasta cuatro días por imposibilidad exámenes prenatales al centro de trabajo o transitar por las vías de circulación necesarias para acudir al"
informes psicológicos,Parcialmente encontrado,No,Sí,No,No,"recomendaciones, limitaciones o prohibiciones al desplazamiento establecidas por las autoridades competentes, así como cuando concurra una situación de riesgo grave informes psicológicos incluidas las derivadas de una catástrofe o fenómeno meteorológico adverso. transcurridos los cuatro días, el"
circulación necesarias,No encontrado,No,No,No,No,"justificaron, sin perjuicio de la posibilidad de la empresa de aplicar una suspensión del contrato de trabajo o una reducción circulación necesarias derivada de fuerza mayor en los términos previstos en el artículo .. cuando la naturaleza"
desplazamiento establecidas,Parcialmente encontrado,No,Sí,No,No,o una reducción de jornada derivada de fuerza mayor en los términos previstos en el artículo .. cuando la naturaleza desplazamiento establecidas prestación laboral sea compatible con el trabajo a distancia y el estado de las redes
autoridades competentes,Parcialmente encontrado,No,Sí,No,No,jornada derivada de fuerza mayor en los términos previstos en el artículo .. cuando la naturaleza de la prestación laboral autoridades competentes con el trabajo a distancia y el estado de las redes de comunicación permita su
riesgo grave,Parcialmente encontrado,No,Sí,No,No,"el artículo .. cuando la naturaleza de la prestación laboral sea compatible con el trabajo a distancia y el estado riesgo grave redes de comunicación permita su desarrollo, la empresa podrá establecerlo, observando el resto de las"
fenómeno meteorológico,No encontrado,No,No,No,No,"con el trabajo a distancia y el estado de las redes de comunicación permita su desarrollo, la empresa podrá establecerlo, fenómeno meteorológico resto de las obligaciones for - males y materiales recogidas en la ley /, de"
jornada derivada,No encontrado,No,No,No,No,"distancia, y, en particular, el suministro de medios, equipos y herramientas adecuados. . en los supuestos de nacimiento, adopción, guarda jornada derivada de adopción o acogimiento, de acuerdo con el artículo ..d, las personas trabajadoras tendrán derecho"
fuerza mayor,Encontrado en glosario,Sí,No,Sí,Sí,"particular, el suministro de medios, equipos y herramientas adecuados. . en los supuestos de nacimiento, adopción, guarda con fines de fuerza mayor acogimiento, de acuerdo con el artículo ..d, las personas trabajadoras tendrán derecho a una hora"
términos previstos,Parcialmente encontrado,No,Sí,No,No,"medios, equipos y herramientas adecuados. . en los supuestos de nacimiento, adopción, guarda con fines de adopción o acogimiento, de términos previstos el artículo ..d, las personas trabajadoras tendrán derecho a una hora de ausencia del trabajo,"
prestación laboral,Parcialmente encontrado,No,Sí,Sí,Sí,"adopción, guarda con fines de adopción o acogimiento, de acuerdo con el artículo ..d, las personas trabajadoras tendrán derecho a prestación laboral de ausencia del trabajo, que podrán dividir en dos fracciones, para el cuidado del lactante"
herramientas adecuados,No encontrado,No,No,No,No,"quien ejerza este derecho, por su voluntad, podrá sustituirlo por una reducción de su jornada en media hora con la herramientas adecuados o acumularlo en jornadas completas. la reducción de jornada contemplada en este apartado constituye un"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"de jornada contemplada en este apartado constituye un derecho individual de las personas trabajadoras sin que pueda transferirse su ejercicio personas trabajadoras otra persona progenitora, adoptante, guardadora o acogedora. no obstante, si dos personas trabajadoras de la"
acogimiento múltiples,Parcialmente encontrado,No,Sí,No,No,"por razones fundadas y objetivas de funcionamiento de la empresa, debidamente motivadas por escrito, debiendo en tal caso la empresa acogimiento múltiples plan alternativo que asegure el disfrute de ambas personas trabajadoras y que posibilite el ejercicio"
jornadas completas,No encontrado,No,No,No,No,"personas trabajadoras y que posibilite el ejercicio de los derechos de conciliación. cuando ambas personas progenitoras, adoptantes, guardadoras o acogedoras jornadas completas derecho con la misma duración y régimen, el periodo de disfrute podrá extenderse hasta que"
jornada contemplada,No encontrado,No,No,No,No,"ejercicio de los derechos de conciliación. cuando ambas personas progenitoras, adoptantes, guardadoras o acogedoras ejerzan este derecho con la misma jornada contemplada régimen, el periodo de disfrute podrá extenderse hasta que el lactante cumpla doce meses, con"
derecho individual,Encontrado en glosario,Sí,Sí,Sí,No,"ambas personas progenitoras, adoptantes, guardadoras o acogedoras ejerzan este derecho con la misma duración y régimen, el periodo de disfrute derecho individual hasta que el lactante cumpla doce meses, con reducción proporcional del salario a partir del"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"guardadoras o acogedoras ejerzan este derecho con la misma duración y régimen, el periodo de disfrute podrá extenderse hasta que personas trabajadoras cumpla doce meses, con reducción proporcional del salario a partir del cumplimiento de los nueve"
persona progenitora,Parcialmente encontrado,No,Sí,No,No,"régimen, el periodo de disfrute podrá extenderse hasta que el lactante cumpla doce meses, con reducción proporcional del salario a persona progenitora cumplimiento de los nueve meses. . las personas trabajadoras tendrán derecho a ausentarse del trabajo"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"con reducción proporcional del salario a partir del cumplimiento de los nueve meses. . las personas trabajadoras tendrán derecho a personas trabajadoras trabajo durante una hora en el caso de nacimiento prematuro de hijo o hija, o"
sujeto causante,Parcialmente encontrado,No,Sí,Sí,No,"meses. . las personas trabajadoras tendrán derecho a ausentarse del trabajo durante una hora en el caso de nacimiento prematuro sujeto causante o hija, o que, por cualquier causa, deban permanecer hospitalizados a continuación del parto. asimismo,"
ejercicio simultáneo,Parcialmente encontrado,No,Sí,No,No,"derecho a ausentarse del trabajo durante una hora en el caso de nacimiento prematuro de hijo o hija, o que, ejercicio simultáneo causa, deban permanecer hospitalizados a continuación del parto. asimismo, tendrán derecho a reducir su jornada"
razones fundadas,Parcialmente encontrado,No,Sí,No,No,"del trabajo durante una hora en el caso de nacimiento prematuro de hijo o hija, o que, por cualquier causa, razones fundadas hospitalizados a continuación del parto. asimismo, tendrán derecho a reducir su jornada de trabajo hasta"
plan alternativo,Parcialmente encontrado,No,Sí,No,No,"a continuación del parto. asimismo, tendrán derecho a reducir su jornada de trabajo hasta un máximo de dos horas, con plan alternativo proporcional del salario. para el disfrute de este permiso se estará a lo previsto en"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"reducir su jornada de trabajo hasta un máximo de dos horas, con la disminución proporcional del salario. para el disfrute personas trabajadoras permiso se estará a lo previsto en el apartado . . quien por razones de"
personas progenitoras,Parcialmente encontrado,No,Sí,No,No,del salario. para el disfrute de este permiso se estará a lo previsto en el apartado . . quien por personas progenitoras guarda legal tenga a su cuidado directo algún menor de doce años o una persona
reducción proporcional,No encontrado,No,No,No,No,"años o una persona con discapacidad que no desempeñe una actividad retribuida tendrá derecho a una reducción de la jornada reducción proporcional diaria, con la disminución proporcional del salario entre, al menos, un octavo y un máximo"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"una reducción de la jornada de trabajo diaria, con la disminución proporcional del salario entre, al menos, un octavo y personas trabajadoras de la mitad de la duración de aquella. tendrá el mismo derecho quien precise encargarse"
nacimiento prematuro,Parcialmente encontrado,No,Sí,No,No,"al menos, un octavo y un máximo de la mitad de la duración de aquella. tendrá el mismo derecho quien nacimiento prematuro del cuidado directo del cónyuge o pareja de hecho, o un familiar hasta el segundo"
disminución proporcional,No encontrado,No,No,No,No,"afinidad, incluido el familiar consanguíneo de la pareja de hecho, que por razones de edad, accidente o enfermedad no pueda disminución proporcional sí mismo, y que no desempeñe actividad retribuida. el progenitor, guardador con fines de adopción"
guarda legal,Parcialmente encontrado,No,Sí,Sí,No,"que no desempeñe actividad retribuida. el progenitor, guardador con fines de adopción o acogedor permanente tendrá derecho a una reducción guarda legal jornada de trabajo, con la disminución proporcional del salario de, al menos, la mitad de"
cuidado directo,No encontrado,No,No,No,No,"el progenitor, guardador con fines de adopción o acogedor permanente tendrá derecho a una reducción de la jornada de trabajo, cuidado directo disminución proporcional del salario de, al menos, la mitad de la duración de aquella, para"
actividad retribuida,Parcialmente encontrado,No,Sí,No,No,"la jornada de trabajo, con la disminución proporcional del salario de, al menos, la mitad de la duración de aquella, actividad retribuida cuidado, durante la hospitalización y tratamiento continuado, del menor a su cargo afectado por cáncer"
trabajo diaria,Parcialmente encontrado,No,Sí,No,No,"al menos, la mitad de la duración de aquella, para el cuidado, durante la hospitalización y tratamiento continuado, del menor trabajo diaria cargo afectado por cáncer tumores malignos, melanomas y carcinomas, o por cualquier otra enfermedad grave,"
disminución proporcional,No encontrado,No,No,No,No,"la duración de aquella, para el cuidado, durante la hospitalización y tratamiento continuado, del menor a su cargo afectado por disminución proporcional malignos, melanomas y carcinomas, o por cualquier otra enfermedad grave, que implique un ingreso hospitalario"
cuidado directo,No encontrado,No,No,No,No,"grave, que implique un ingreso hospitalario de larga duración y requiera la necesidad de su cuidado directo, continuo y permanente, cuidado directo el informe del servicio público de salud u órgano administrativo sanitario de la comunidad autónoma"
actividad retribuida,Parcialmente encontrado,No,Sí,No,No,"de acogimiento permanente o de guarda con fines de adopción cumpla los veintitrés años. en consecuencia, el mero cumplimiento de actividad retribuida años de edad por el hijo o el menor sujeto a acogimiento permanente o a"
acogedor permanente,Parcialmente encontrado,No,Sí,Sí,Sí,"veintitrés años. en consecuencia, el mero cumplimiento de los dieciocho años de edad por el hijo o el menor sujeto acogedor permanente permanente o a guarda con fines de adopción no será causa de extinción de la"
disminución proporcional,No encontrado,No,No,No,No,"hijo o el menor sujeto a acogimiento permanente o a guarda con fines de adopción no será causa de extinción disminución proporcional reducción de la jornada, si se mantiene la necesidad de cuidado directo, continuo y permanente."
tratamiento continuado,No encontrado,No,No,No,No,"jornada, si se mantiene la necesidad de cuidado directo, continuo y permanente. no obstante, cumplidos los años, se podrá reconocer tratamiento continuado a la reducción de jornada hasta que el causante cumpla años en los supuestos en"
cargo afectado,Parcialmente encontrado,No,Sí,No,No,"cuidado directo, continuo y permanente. no obstante, cumplidos los años, se podrá reconocer el derecho a la reducción de jornada cargo afectado el causante cumpla años en los supuestos en que el padecimiento de cáncer o enfermedad"
tumores malignos,No encontrado,No,No,No,No,"permanente. no obstante, cumplidos los años, se podrá reconocer el derecho a la reducción de jornada hasta que el causante tumores malignos en los supuestos en que el padecimiento de cáncer o enfermedad grave haya sido diagnosticado"
enfermedad grave,No encontrado,No,No,No,No,"a la reducción de jornada hasta que el causante cumpla años en los supuestos en que el padecimiento de cáncer enfermedad grave grave haya sido diagnosticado antes de alcanzar la mayoría de edad, siempre que en el"
ingreso hospitalario,Parcialmente encontrado,No,Sí,No,No,"que el causante cumpla años en los supuestos en que el padecimiento de cáncer o enfermedad grave haya sido diagnosticado ingreso hospitalario alcanzar la mayoría de edad, siempre que en el momento de la solicitud se acrediten"
cuidado directo,No encontrado,No,No,No,No,"padecimiento de cáncer o enfermedad grave haya sido diagnosticado antes de alcanzar la mayoría de edad, siempre que en el cuidado directo la solicitud se acrediten los requisitos establecidos en los párrafos anteriores, salvo la edad. asimismo,"
servicio público,Encontrado en glosario,Sí,Sí,Sí,Sí,"la mayoría de edad, siempre que en el momento de la solicitud se acrediten los requisitos establecidos en los párrafos servicio público la edad. asimismo, se mantendrá el derecho a esta reducción hasta que la persona cumpla"
órgano administrativo,Parcialmente encontrado,No,Sí,Sí,No,"que en el momento de la solicitud se acrediten los requisitos establecidos en los párrafos anteriores, salvo la edad. asimismo, órgano administrativo el derecho a esta reducción hasta que la persona cumpla años si antes de alcanzar"
comunidad autónoma,Encontrado en glosario,Sí,Sí,Sí,No,"la solicitud se acrediten los requisitos establecidos en los párrafos anteriores, salvo la edad. asimismo, se mantendrá el derecho a comunidad autónoma hasta que la persona cumpla años si antes de alcanzar años acreditara, además, un grado"
acogimiento permanente,Parcialmente encontrado,No,Sí,Sí,Sí,"a esta reducción hasta que la persona cumpla años si antes de alcanzar años acreditara, además, un grado de discapacidad acogimiento permanente superior al por ciento. por convenio colectivo, se podrán establecer las condiciones y supuestos en"
acogimiento permanente,Parcialmente encontrado,No,Sí,Sí,Sí,"y supuestos en los que esta reducción de jornada se podrá acumular en jornadas completas. en los supuestos de nulidad, acogimiento permanente extinción de la pareja de hecho o cuando se acredite ser víctima de violencia de"
cuidado directo,No encontrado,No,No,No,No,"hecho o cuando se acredite ser víctima de violencia de género, el derecho a la reducción de jornada se reconocerá cuidado directo del progenitor, guardador o acogedor con quien conviva la persona enferma, siempre que cumpla el"
enfermedad grave,No encontrado,No,No,No,No,"requisitos exigidos. cuando la persona enferma que se encuentre en los supuestos previstos en los párrafos tercero y cuarto de enfermedad grave contraiga matrimonio o constituya una pareja de hecho, tendrá derecho a la reducción de jornada"
requisitos establecidos,Parcialmente encontrado,No,Sí,No,No,"o constituya una pareja de hecho, tendrá derecho a la reducción de jornada quien sea su cónyuge o pareja de requisitos establecidos que acredite las condiciones para acceder al derecho a la misma. las reducciones de jornada"
párrafos anteriores,No encontrado,No,No,No,No,"de hecho, tendrá derecho a la reducción de jornada quien sea su cónyuge o pareja de hecho, siempre que acredite párrafos anteriores para acceder al derecho a la misma. las reducciones de jornada contempladas en este apartado"
discapacidad igual,No encontrado,No,No,No,No,"en este apartado constituyen un derecho individual de los trabajadores, hombres o mujeres. no obstante, si dos o más trabajadores discapacidad igual misma empresa generasen este derecho por el mismo sujeto causante, el empresario podrá limitar su"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"trabajadores, hombres o mujeres. no obstante, si dos o más trabajadores de la misma empresa generasen este derecho por el convenio colectivo causante, el empresario podrá limitar su ejercicio simultáneo por razones fundadas y objetivas de funcionamiento"
jornadas completas,No encontrado,No,No,No,No,"sujeto causante, el empresario podrá limitar su ejercicio simultáneo por razones fundadas y objetivas de funcionamiento de la empresa, debidamente jornadas completas escrito, debiendo en tal caso la empresa ofrecer un plan alternativo que asegure el disfrute"
requisitos exigidos,Parcialmente encontrado,No,Sí,No,No,"el fomento de la corresponsabilidad entre mujeres y hombres y, asimismo, evitar la perpetuación de roles y estereotipos de género. requisitos exigidos concreción horaria y la determinación de los permisos y reducciones de jornada, previstos en los"
supuestos previstos,No encontrado,No,No,No,No,"la perpetuación de roles y estereotipos de género. . la concreción horaria y la determinación de los permisos y reducciones supuestos previstos previstos en los apartados , y , corresponderán a la persona trabajadora dentro de su"
párrafos tercero,Parcialmente encontrado,No,No,Sí,No,"y estereotipos de género. . la concreción horaria y la determinación de los permisos y reducciones de jornada, previstos en párrafos tercero , y , corresponderán a la persona trabajadora dentro de su jornada ordinaria. no obstante,"
jornada contempladas,No encontrado,No,No,No,No,"la reducción de jornada a que se refiere el apartado , en atención a los derechos de conciliación de la jornada contempladas familiar y laboral de la persona trabajadora y las necesidades productivas y organizativas de las"
derecho individual,Encontrado en glosario,Sí,Sí,Sí,No,"refiere el apartado , en atención a los derechos de conciliación de la vida personal, familiar y laboral de la derecho individual y las necesidades productivas y organizativas de las empresas. la persona trabajadora, salvo fuerza mayor,"
sujeto causante,Parcialmente encontrado,No,Sí,Sí,No,"de las empresas. la persona trabajadora, salvo fuerza mayor, deberá preavisar al empresario con una antelación de quince días o sujeto causante se determine en el convenio colectivo aplicable, precisando la fecha en que iniciará y finalizará"
ejercicio simultáneo,Parcialmente encontrado,No,Sí,No,No,"mayor, deberá preavisar al empresario con una antelación de quince días o la que se determine en el convenio colectivo ejercicio simultáneo la fecha en que iniciará y finalizará el permiso de cuidado del lactante o la"
razones fundadas,Parcialmente encontrado,No,Sí,No,No,"al empresario con una antelación de quince días o la que se determine en el convenio colectivo aplicable, precisando la razones fundadas que iniciará y finalizará el permiso de cuidado del lactante o la reducción de jornada."
plan alternativo,Parcialmente encontrado,No,Sí,No,No,iniciará y finalizará el permiso de cuidado del lactante o la reducción de jornada. las discrepancias surgidas entre empresario y plan alternativo la concreción horaria y la determinación de los periodos de disfrute previstos en los apartados
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"lactante o la reducción de jornada. las discrepancias surgidas entre empresario y trabajador sobre la concreción horaria y la determinación personas trabajadoras periodos de disfrute previstos en los apartados , y serán resueltas por la jurisdicción social"
concreción horaria,No encontrado,No,No,No,No,"/, de de octubre, reguladora de la jurisdicción social. . las personas trabajadoras que tengan la consideración de víctimas de concreción horaria género, de violencia sexual o de víctimas del terrorismo tendrán derecho, para hacer efectiva su"
