Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
contratación fija-discontinua,Parcialmente encontrado,No,Sí,No,No,"de este artículo, los periodos de inactividad solo podrán producirse como plazos de espera de recolocación entre subcontrataciones. en estos contratación fija-discontinua convenios colectivos sectoriales podrán determinar un plazo máximo de inactividad entre subcontratas, que, en defecto"
concesiones administrativas,Parcialmente encontrado,No,Sí,Sí,No,"recolocación entre subcontrataciones. en estos supuestos, los convenios colectivos sectoriales podrán determinar un plazo máximo de inactividad entre subcontratas, que, concesiones administrativas de previsión convencional, será de tres meses. una vez cumplido dicho plazo, la empresa adoptará"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"vez cumplido dicho plazo, la empresa adoptará las medidas coyunturales o definitivas que procedan, en los términos previstos en esta convenios colectivos los convenios colectivos de ámbito sectorial podrán establecer una bolsa sectorial de empleo en la"
plazo máximo,Parcialmente encontrado,No,Sí,No,No,"adoptará las medidas coyunturales o definitivas que procedan, en los términos previstos en esta norma. . los convenios colectivos de plazo máximo podrán establecer una bolsa sectorial de empleo en la que se podrán integrar las personas"
previsión convencional,No encontrado,No,No,No,No,"en esta norma. . los convenios colectivos de ámbito sectorial podrán establecer una bolsa sectorial de empleo en la que previsión convencional integrar las personas fijas-discontinuas durante los periodos de inactividad, con el objetivo de favorecer su"
vez cumplido,No encontrado,No,No,No,No,"sectorial podrán establecer una bolsa sectorial de empleo en la que se podrán integrar las personas fijas-discontinuas durante los periodos vez cumplido con el objetivo de favorecer su contratación y su formación continua durante estos, todo ello"
medidas coyunturales,No encontrado,No,No,No,No,"la que se podrán integrar las personas fijas-discontinuas durante los periodos de inactividad, con el objetivo de favorecer su contratación medidas coyunturales formación continua durante estos, todo ello sin perjuicio de las obligaciones en materia de contratación"
términos previstos,Parcialmente encontrado,No,Sí,No,No,"los periodos de inactividad, con el objetivo de favorecer su contratación y su formación continua durante estos, todo ello sin términos previstos las obligaciones en materia de contratación y llamamiento efectivo de cada una de las empresas"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"favorecer su contratación y su formación continua durante estos, todo ello sin perjuicio de las obligaciones en materia de contratación convenios colectivos efectivo de cada una de las empresas en los términos previstos en este artículo. estos"
ámbito sectorial,Parcialmente encontrado,No,No,Sí,No,"y su formación continua durante estos, todo ello sin perjuicio de las obligaciones en materia de contratación y llamamiento efectivo ámbito sectorial una de las empresas en los términos previstos en este artículo. estos mismos convenios podrán"
bolsa sectorial,Parcialmente encontrado,No,Sí,Sí,No,"estos, todo ello sin perjuicio de las obligaciones en materia de contratación y llamamiento efectivo de cada una de las bolsa sectorial los términos previstos en este artículo. estos mismos convenios podrán acordar, cuando las peculiaridades de"
personas fijas-discontinuas,Parcialmente encontrado,No,Sí,No,No,"contratación y llamamiento efectivo de cada una de las empresas en los términos previstos en este artículo. estos mismos convenios personas fijas-discontinuas cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo"
formación continua,No encontrado,No,No,No,No,"estos mismos convenios podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo formación continua los contratos fijos-discontinuos, y la obligación de las empresas de elaborar un censo anual del"
llamamiento efectivo,No encontrado,No,No,No,No,"celebración a tiempo parcial de los contratos fijos-discontinuos, y la obligación de las empresas de elaborar un censo anual del llamamiento efectivo asimismo, podrán establecer un periodo mínimo de llamamiento anual y una cuantía por fin de"
términos previstos,Parcialmente encontrado,No,Sí,No,No,"obligación de las empresas de elaborar un censo anual del personal fijo-discontinuo. asimismo, podrán establecer un periodo mínimo de llamamiento términos previstos una cuantía por fin de llamamiento a satisfacer por las empresas a las personas trabajadoras,"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"llamamiento a satisfacer por las empresas a las personas trabajadoras, cuando este coincida con la terminación de la actividad y tiempo parcial produzca, sin solución de continuidad, un nuevo llamamiento. . las personas trabajadoras fijas-discontinuas no podrán"
contratos fijos-discontinuos,Parcialmente encontrado,No,Sí,No,No,"las empresas a las personas trabajadoras, cuando este coincida con la terminación de la actividad y no se produzca, sin contratos fijos-discontinuos continuidad, un nuevo llamamiento. . las personas trabajadoras fijas-discontinuas no podrán sufrir perjuicios por el"
censo anual,Parcialmente encontrado,No,Sí,No,No,"de la actividad y no se produzca, sin solución de continuidad, un nuevo llamamiento. . las personas trabajadoras fijas-discontinuas no censo anual perjuicios por el ejercicio de los derechos de conciliación, ausencias con derecho a reserva de"
personal fijo-discontinuo,No encontrado,No,No,No,No,"y no se produzca, sin solución de continuidad, un nuevo llamamiento. . las personas trabajadoras fijas-discontinuas no podrán sufrir perjuicios personal fijo-discontinuo ejercicio de los derechos de conciliación, ausencias con derecho a reserva de puesto de trabajo"
periodo mínimo,No encontrado,No,No,No,No,"un nuevo llamamiento. . las personas trabajadoras fijas-discontinuas no podrán sufrir perjuicios por el ejercicio de los derechos de conciliación, periodo mínimo derecho a reserva de puesto de trabajo y otras causas justificadas en base a derechos"
llamamiento anual,No encontrado,No,No,No,No,". las personas trabajadoras fijas-discontinuas no podrán sufrir perjuicios por el ejercicio de los derechos de conciliación, ausencias con derecho llamamiento anual de puesto de trabajo y otras causas justificadas en base a derechos reconocidos en la"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"conciliación, ausencias con derecho a reserva de puesto de trabajo y otras causas justificadas en base a derechos reconocidos en personas trabajadoras o los convenios colectivos. las personas trabajadoras fijas-discontinuas tienen derecho a que su antigüedad se"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"trabajadoras fijas-discontinuas tienen derecho a que su antigüedad se calcule teniendo en cuenta toda la duración de la relación laboral personas trabajadoras el tiempo de servicios efectivamente prestados, con la excepción de aquellas condiciones que exijan otro"
causas justificadas,Parcialmente encontrado,No,Sí,No,No,"prestados, con la excepción de aquellas condiciones que exijan otro tratamiento en atención a su naturaleza y siempre que responda causas justificadas de objetividad, proporcionalidad y transparencia. . la empresa deberá informar a las personas fijas-discontinuas y"
derechos reconocidos,Parcialmente encontrado,No,Sí,No,No,"aquellas condiciones que exijan otro tratamiento en atención a su naturaleza y siempre que responda a criterios de objetividad, proporcionalidad derechos reconocidos . la empresa deberá informar a las personas fijas-discontinuas y a la representación legal de"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"atención a su naturaleza y siempre que responda a criterios de objetividad, proporcionalidad y transparencia. . la empresa deberá informar convenios colectivos personas fijas-discontinuas y a la representación legal de las personas trabajadoras sobre la existencia de"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"y siempre que responda a criterios de objetividad, proporcionalidad y transparencia. . la empresa deberá informar a las personas fijas-discontinuas personas trabajadoras la representación legal de las personas trabajadoras sobre la existencia de puestos de trabajo vacantes"
relación laboral,Encontrado en glosario,Sí,No,Sí,Sí,"fijas-discontinuas y a la representación legal de las personas trabajadoras sobre la existencia de puestos de trabajo vacantes de carácter relación laboral de manera que aquellas puedan formular solicitudes de conversión voluntaria, de conformidad con los procedimientos"
personas fijas-discontinuas,Parcialmente encontrado,No,Sí,No,No,"defecto, el acuerdo de empresa. . las personas trabajadoras fijas-discontinuas tendrán la consideración de colectivo prioritario para el acceso a personas fijas-discontinuas de formación del sistema de formación profesional para el empleo en el ámbito laboral durante"
representación legal,Parcialmente encontrado,No,Sí,Sí,No,. las personas trabajadoras fijas-discontinuas tendrán la consideración de colectivo prioritario para el acceso a las iniciativas de formación del representación legal formación profesional para el empleo en el ámbito laboral durante los periodos de inactividad. sección
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,fijas-discontinuas tendrán la consideración de colectivo prioritario para el acceso a las iniciativas de formación del sistema de formación profesional personas trabajadoras empleo en el ámbito laboral durante los periodos de inactividad. sección .ª derechos y deberes
trabajo vacantes,Parcialmente encontrado,No,Sí,Sí,No,el acceso a las iniciativas de formación del sistema de formación profesional para el empleo en el ámbito laboral durante trabajo vacantes de inactividad. sección .ª derechos y deberes derivados del contrato
carácter fijo,No encontrado,No,No,No,No,las iniciativas de formación del sistema de formación profesional para el empleo en el ámbito laboral durante los periodos de carácter fijo .ª derechos y deberes derivados del contrato
conversión voluntaria,Parcialmente encontrado,No,Sí,Sí,Sí,en el ámbito laboral durante los periodos de inactividad. sección .ª derechos y deberes derivados del contrato conversión voluntaria
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,derechos y deberes derivados del contrato convenio colectivo
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
colectivo prioritario,Parcialmente encontrado,No,Sí,No,No,colectivo prioritario
formación profesional,Encontrado en glosario,Sí,No,Sí,Sí,formación profesional
ámbito laboral,Parcialmente encontrado,No,No,Sí,Sí,ámbito laboral
deberes derivados,Parcialmente encontrado,No,Sí,No,No,deberes derivados
