Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
duración del periodo,duración,del,periodo,duración,periodo,duración del periodo,No,No,No,Sí,No,No encontrado,"horaria, si bien estos últimos podrán figurar con carácter estimado, sin perjuicio de su concreción duración del periodo del llamamiento. 3. Mediante convenio colectivo o, en su defecto, acuerdo de empresa, se establecerán"
periodo de actividad,periodo,de,actividad,periodo,actividad,periodo de actividad,No,No,Sí,No,No,Parcialmente encontrado,"bien estos últimos podrán figurar con carácter estimado, sin perjuicio de su concreción en el periodo de actividad 3. Mediante convenio colectivo o, en su defecto, acuerdo de empresa, se establecerán los criterios"
momento del llamamiento,momento,del,llamamiento,momento,llamamiento,momento del llamamiento,No,No,No,No,Sí,No encontrado,"empresa, se establecerán los criterios objetivos y formales por los que debe regirse el llamamiento momento del llamamiento fijas-discontinuas. En todo caso, el llamamiento deberá realizarse por escrito o por otro medio que"
acuerdo de empresa,acuerdo,de,empresa,acuerdo,empresa,acuerdo de empresa,No,Sí,Sí,No,No,Parcialmente encontrado,"de las personas fijas-discontinuas. En todo caso, el llamamiento deberá realizarse por escrito o por acuerdo de empresa permita dejar constancia de la debida notificación a la persona interesada con las indicaciones precisas"
previsiones de llamamiento,previsiones,de,llamamiento,previsión,llamamiento,previsión de llamamiento,No,No,No,No,Sí,No encontrado,Las personas fijas-discontinuas podrán ejercer las acciones que procedan en caso de incumplimientos relacionados con previsiones de llamamiento el plazo para ello desde el momento de la falta de este o desde el
caso de incumplimientos,caso,de,incumplimientos,caso,incumplimiento,caso de incumplimiento,No,No,Sí,No,No,Parcialmente encontrado,"fija-discontinua se justifique por la celebración de contratas, subcontratas o con motivo de concesiones administrativas caso de incumplimientos de este artículo, los periodos de inactividad solo podrán producirse como plazos de espera de"
celebración de contratas,celebración,de,contratas,celebración,contratas,celebración de contratas,No,Sí,No,Sí,No,Parcialmente encontrado,"colectivos sectoriales podrán determinar un plazo máximo de inactividad entre subcontratas, que, en defecto de celebración de contratas de tres meses. Una vez cumplido dicho plazo, la empresa adoptará las medidas coyunturales o"
motivo de concesiones,motivo,de,concesiones,motivo,concesiones,motivo de concesiones,No,Sí,No,No,No,Parcialmente encontrado,"de inactividad entre subcontratas, que, en defecto de previsión convencional, será de tres meses. Una motivo de concesiones plazo, la empresa adoptará las medidas coyunturales o definitivas que procedan, en los términos previstos"
periodos de inactividad,periodos,de,inactividad,periodo,inactividad,periodo de inactividad,No,No,No,No,No,No encontrado,"tres meses. Una vez cumplido dicho plazo, la empresa adoptará las medidas coyunturales o definitivas periodos de inactividad los términos previstos en esta norma. 5. Los convenios colectivos de ámbito sectorial podrán establecer"
plazos de espera,plazos,de,espera,plazo,esperar,plazo de esperar,No,Sí,No,No,No,Parcialmente encontrado,"la empresa adoptará las medidas coyunturales o definitivas que procedan, en los términos previstos en plazos de espera Los convenios colectivos de ámbito sectorial podrán establecer una bolsa sectorial de empleo en la"
espera de recolocación,espera,de,recolocación,esperar,recolocación,esperar de recolocación,No,No,No,No,Sí,No encontrado,"adoptará las medidas coyunturales o definitivas que procedan, en los términos previstos en esta norma. espera de recolocación colectivos de ámbito sectorial podrán establecer una bolsa sectorial de empleo en la que se"
recolocación entre subcontrataciones,recolocación,entre,subcontrataciones,recolocación,subcontratación,recolocación entre subcontratación,No,No,Sí,Sí,No,Parcialmente encontrado,"medidas coyunturales o definitivas que procedan, en los términos previstos en esta norma. 5. Los recolocación entre subcontrataciones ámbito sectorial podrán establecer una bolsa sectorial de empleo en la que se podrán integrar"
inactividad entre subcontratas,inactividad,entre,subcontratas,inactividad,subcontrata,inactividad entre subcontrata,No,No,No,No,No,No encontrado,"sectorial podrán establecer una bolsa sectorial de empleo en la que se podrán integrar las inactividad entre subcontratas los periodos de inactividad, con el objetivo de favorecer su contratación y su formación continua"
defecto de previsión,defecto,de,previsión,defectir,previsión,defectir de previsión,No,No,No,No,Sí,No encontrado,"empleo en la que se podrán integrar las personas fijas-discontinuas durante los periodos de inactividad, defecto de previsión de favorecer su contratación y su formación continua durante estos, todo ello sin perjuicio de"
periodos de inactividad,periodos,de,inactividad,periodo,inactividad,periodo de inactividad,No,No,No,No,No,No encontrado,"peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de periodos de inactividad y la obligación de las empresas de elaborar un censo anual del personal fijo-discontinuo. Asimismo,"
obligaciones en materia,obligaciones,en,materia,obligaciones,materia,obligaciones en materia,No,No,Sí,No,No,Parcialmente encontrado,"de elaborar un censo anual del personal fijo-discontinuo. Asimismo, podrán establecer un periodo mínimo de obligaciones en materia una cuantía por fin de llamamiento a satisfacer por las empresas a las personas trabajadoras,"
materia de contratación,materia,de,contratación,materia,contratación,materia de contratación,No,Sí,Sí,No,Sí,Parcialmente encontrado,"un censo anual del personal fijo-discontinuo. Asimismo, podrán establecer un periodo mínimo de llamamiento anual materia de contratación por fin de llamamiento a satisfacer por las empresas a las personas trabajadoras, cuando este"
actividad del sector,actividad,del,sector,actividad,sector,actividad del sector,No,Sí,No,No,No,Parcialmente encontrado,"este coincida con la terminación de la actividad y no se produzca, sin solución de actividad del sector llamamiento. 6. Las personas trabajadoras fijas-discontinuas no podrán sufrir perjuicios por el ejercicio de los"
celebración a tiempo,celebración,a,tiempo,celebración,tiempo,celebración a tiempo,No,Sí,No,Sí,No,Parcialmente encontrado,"y no se produzca, sin solución de continuidad, un nuevo llamamiento. 6. Las personas trabajadoras celebración a tiempo sufrir perjuicios por el ejercicio de los derechos de conciliación, ausencias con derecho a reserva"
cuantía por fin,cuantía,por,fin,cuantía,fin,cuantía por fin,No,Sí,No,No,No,Parcialmente encontrado,otras causas justificadas en base a derechos reconocidos en la ley o los convenios colectivos. cuantía por fin fijas-discontinuas tienen derecho a que su antigüedad se calcule teniendo en cuenta toda la duración
fin de llamamiento,fin,de,llamamiento,fin,llamamiento,fin de llamamiento,No,No,No,No,Sí,No encontrado,justificadas en base a derechos reconocidos en la ley o los convenios colectivos. Las personas fin de llamamiento derecho a que su antigüedad se calcule teniendo en cuenta toda la duración de la
solución de continuidad,solución,de,continuidad,solución,continuidad,solución de continuidad,No,No,No,Sí,No,No encontrado,"toda la duración de la relación laboral y no el tiempo de servicios efectivamente prestados, solución de continuidad de aquellas condiciones que exijan otro tratamiento en atención a su naturaleza y siempre que"
derechos de conciliación,derechos,de,conciliación,derechos,conciliación,derechos de conciliación,No,No,Sí,No,Sí,Parcialmente encontrado,"tratamiento en atención a su naturaleza y siempre que responda a criterios de objetividad, proporcionalidad derechos de conciliación La empresa deberá informar a las personas fijas-discontinuas y a la representación legal de las"
ausencias con derecho,ausencias,con,derecho,ausencias,derecho,ausencias con derecho,No,No,Sí,No,No,Parcialmente encontrado,"su naturaleza y siempre que responda a criterios de objetividad, proporcionalidad y transparencia. 7. La ausencias con derecho a las personas fijas-discontinuas y a la representación legal de las personas trabajadoras sobre la"
derecho a reserva,derecho,a,reserva,derecho,reserva,derecho a reserva,No,Sí,Sí,No,No,Parcialmente encontrado,"y siempre que responda a criterios de objetividad, proporcionalidad y transparencia. 7. La empresa deberá derecho a reserva personas fijas-discontinuas y a la representación legal de las personas trabajadoras sobre la existencia de"
reserva de puesto,reserva,de,puesto,reserva,puesto,reserva de puesto,No,Sí,No,No,No,Parcialmente encontrado,"que responda a criterios de objetividad, proporcionalidad y transparencia. 7. La empresa deberá informar a reserva de puesto y a la representación legal de las personas trabajadoras sobre la existencia de puestos de"
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"a criterios de objetividad, proporcionalidad y transparencia. 7. La empresa deberá informar a las personas puesto de trabajo la representación legal de las personas trabajadoras sobre la existencia de puestos de trabajo vacantes"
base a derechos,base,a,derechos,base,derecho,base a derecho,No,No,Sí,No,No,Parcialmente encontrado,"La empresa deberá informar a las personas fijas-discontinuas y a la representación legal de las base a derechos la existencia de puestos de trabajo vacantes de carácter fijo ordinario, de manera que aquellas"
tiempo de servicios,tiempo,de,servicios,tiempo,servicio,tiempo de servicio,No,No,Sí,No,No,Parcialmente encontrado,"voluntaria, de conformidad con los procedimientos que establezca el convenio colectivo sectorial o, en su tiempo de servicios de empresa. 8. Las personas trabajadoras fijas-discontinuas tendrán la consideración de colectivo prioritario para el"
tratamiento en atención,tratamiento,en,atención,tratamiento,atención,tratamiento en atención,No,No,No,Sí,Sí,No encontrado,"defecto, el acuerdo de empresa. 8. Las personas trabajadoras fijas-discontinuas tendrán la consideración de colectivo tratamiento en atención acceso a las iniciativas de formación del sistema de formación profesional para el empleo en"
criterios de objetividad,criterios,de,objetividad,criterio,objetividad,criterio de objetividad,No,No,No,No,No,No encontrado,la consideración de colectivo prioritario para el acceso a las iniciativas de formación del sistema criterios de objetividad para el empleo en el ámbito laboral durante los periodos de inactividad. Sección 2.ª Derechos
existencia de puestos,existencia,de,puestos,existencia,puesto,existencia de puesto,No,No,No,No,No,No encontrado,Sección 2.ª Derechos y deberes derivados del contrato existencia de puestos
puestos de trabajo,puestos,de,trabajo,puestos,trabajo,puestos de trabajo,No,No,Sí,No,No,Parcialmente encontrado,Derechos y deberes derivados del contrato puestos de trabajo
solicitudes de conversión,solicitudes,de,conversión,solicitudes,conversión,solicitudes de conversión,No,No,Sí,No,Sí,Parcialmente encontrado,solicitudes de conversión
acuerdo de empresa,acuerdo,de,empresa,acuerdo,empresa,acuerdo de empresa,No,Sí,Sí,No,No,Parcialmente encontrado,acuerdo de empresa
consideración de colectivo,consideración,de,colectivo,consideración,colectivo,consideración de colectivo,No,No,Sí,Sí,No,Parcialmente encontrado,consideración de colectivo
iniciativas de formación,iniciativas,de,formación,iniciativa,formación,iniciativa de formación,No,No,No,No,Sí,No encontrado,iniciativas de formación
formación del sistema,formación,del,sistema,formación,sistema,formación del sistema,No,No,No,Sí,No,No encontrado,formación del sistema
sistema de formación,sistema,de,formación,sistema,formación,sistema de formación,No,No,No,No,Sí,No encontrado,sistema de formación
periodos de inactividad,periodos,de,inactividad,periodo,inactividad,periodo de inactividad,No,No,No,No,No,No encontrado,periodos de inactividad
