Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
trabajadores a causa,trabajadores,a,causa,trabajadores,causa,trabajadores a causa,No,No,Sí,No,No,Parcialmente encontrado,"a los artículos 50, 51, 52, 40.1 y 41.3, y de extinción de contratos conforme trabajadores a causa 181 y 182 del texto refundido de la Ley Concursal, aprobado por el Real Decreto"
extinción de contratos,extinción,de,contratos,extinción,contratos,extinción de contratos,No,Sí,No,Sí,No,Parcialmente encontrado,"Concursal, aprobado por el Real Decreto Legislativo 1/2020, de 5 de mayo, y al artículo extinción de contratos Decreto 1620/2011, de 14 de noviembre, por el que se regula la relación laboral de"
servicio del hogar,servicio,del,hogar,servicio,hogar,servicio del hogar,No,Sí,No,No,No,Parcialmente encontrado,"legalmente procedan. En todos los casos, con el límite máximo de una anualidad, excepto en servicio del hogar artículo 41.3 de esta norma, en que el límite máximo será de 9 mensualidades y"
indemnizaciones por extinción,indemnizaciones,por,extinción,indemnizaciones,extinción,indemnizaciones por extinción,No,No,Sí,No,Sí,Parcialmente encontrado,"límite máximo de una anualidad, excepto en el supuesto del artículo 41.3 de esta norma, indemnizaciones por extinción límite máximo será de 9 mensualidades y en el del artículo 11.2 del Real Decreto"
extinción de contratos,extinción,de,contratos,extinción,contratos,extinción de contratos,No,Sí,No,Sí,No,Parcialmente encontrado,"de una anualidad, excepto en el supuesto del artículo 41.3 de esta norma, en que extinción de contratos será de 9 mensualidades y en el del artículo 11.2 del Real Decreto 1620/2011, de"
supuesto del artículo,supuesto,del,artículo,supuesto,artículo,supuesto del artículo,No,No,Sí,No,No,Parcialmente encontrado,"1620/2011, de 14 de noviembre, en que el límite será de 6 mensualidades, sin que supuesto del artículo base del cálculo, pueda exceder del doble del salario mínimo interprofesional, incluyendo la parte proporcional"
base del cálculo,base,del,cálculo,base,cálculo,base del cálculo,No,No,No,No,No,No encontrado,"por el Fondo de Garantía Salarial para los casos de despido o extinción de los base del cálculo los artículos 50 y 56, se calculará sobre la base de treinta días por año"
efectos de abono,efectos,de,abono,efectos,abono,efectos de abono,No,No,Sí,No,No,Parcialmente encontrado,"año de servicio, con el límite fijado en el párrafo anterior. 3. En caso de efectos de abono el momento en que se tenga conocimiento de la existencia de créditos laborales o se"
casos de despido,casos,de,despido,casos,despido,casos de despido,No,No,Sí,No,No,Parcialmente encontrado,"3. En caso de procedimientos concursales, desde el momento en que se tenga conocimiento de casos de despido créditos laborales o se presuma la posibilidad de su existencia, el juez, de oficio o"
días por año,días,por,año,día,año,día por año,No,No,No,No,No,No encontrado,"la posibilidad de su existencia, el juez, de oficio o a instancia de parte, citará días por año Garantía Salarial, sin cuyo requisito no asumirá este las obligaciones señaladas en los apartados anteriores."
año de servicio,año,de,servicio,año,servicio,año de servicio,No,No,Sí,No,No,Parcialmente encontrado,"de su existencia, el juez, de oficio o a instancia de parte, citará al Fondo año de servicio sin cuyo requisito no asumirá este las obligaciones señaladas en los apartados anteriores. El Fondo"
caso de procedimientos,caso,de,procedimientos,caso,procedimiento,caso de procedimiento,No,No,Sí,No,No,Parcialmente encontrado,"Salarial, sin cuyo requisito no asumirá este las obligaciones señaladas en los apartados anteriores. El caso de procedimientos en el expediente como responsable legal subsidiario del pago de los citados créditos, pudiendo instar"
existencia de créditos,existencia,de,créditos,existencia,crédito,existencia de crédito,No,No,Sí,No,No,Parcialmente encontrado,"Fondo se personará en el expediente como responsable legal subsidiario del pago de los citados existencia de créditos lo que a su derecho convenga y sin perjuicio de que, una vez realizado, continúe"
instancia de parte,instancia,de,parte,instancia,parte,instancia de parte,No,Sí,Sí,No,No,Parcialmente encontrado,"a su derecho convenga y sin perjuicio de que, una vez realizado, continúe como acreedor instancia de parte A los efectos del abono por el Fondo de las cantidades que resulten reconocidas a"
subsidiario del pago,subsidiario,del,pago,subsidiario,pago,subsidiario del pago,No,No,Sí,No,No,Parcialmente encontrado,"los trabajadores, se tendrán en cuenta las reglas siguientes: Primera. Sin perjuicio de los supuestos subsidiario del pago del organismo en los casos legalmente establecidos, el reconocimiento del derecho a la prestación exigirá"
efectos del abono,efectos,del,abono,efectos,abono,efectos del abono,No,No,Sí,No,No,Parcialmente encontrado,"créditos de los trabajadores aparezcan incluidos en la lista de acreedores o, en su caso, efectos del abono de la masa por el órgano del concurso competente para ello en cuantía igual o"
supuestos de responsabilidad,supuestos,de,responsabilidad,supuestos,responsabilidad,supuestos de responsabilidad,No,No,Sí,No,No,Parcialmente encontrado,"superior a la que se solicita del Fondo, sin perjuicio de la obligación de aquellos supuestos de responsabilidad solicitud o de reembolsar al Fondo la cantidad que corresponda cuando la cuantía reconocida en"
reconocimiento del derecho,reconocimiento,del,derecho,reconocimiento,derecho,reconocimiento del derecho,No,Sí,Sí,Sí,No,Parcialmente encontrado,de aquellos de reducir su solicitud o de reembolsar al Fondo la cantidad que corresponda reconocimiento del derecho reconocida en la lista definitiva fuese inferior a la solicitada o a la ya percibida.
lista de acreedores,lista,de,acreedores,listo,acreedor,listo de acreedor,No,No,Sí,No,No,Parcialmente encontrado,"cuantía reconocida en la lista definitiva fuese inferior a la solicitada o a la ya lista de acreedores indemnizaciones a abonar a cargo del Fondo, con independencia de lo que se pueda pactar"
órgano del concurso,órgano,del,concurso,órgano,concurso,órgano del concurso,No,Sí,Sí,No,No,Parcialmente encontrado,"Las indemnizaciones a abonar a cargo del Fondo, con independencia de lo que se pueda órgano del concurso proceso concursal, se calcularán sobre la base de veinte días por año de servicio, con"
días por año,días,por,año,día,año,día por año,No,No,No,No,No,No encontrado,"límite de la prestación indemnizatoria a cargo del Fondo se reducirá en la cantidad ya días por año 4. El Fondo asumirá las obligaciones especificadas en los apartados anteriores, previa instrucción de expediente"
año de servicio,año,de,servicio,año,servicio,año de servicio,No,No,Sí,No,No,Parcialmente encontrado,"la prestación indemnizatoria a cargo del Fondo se reducirá en la cantidad ya percibida por año de servicio Fondo asumirá las obligaciones especificadas en los apartados anteriores, previa instrucción de expediente para la"
base del cálculo,base,del,cálculo,base,cálculo,base del cálculo,No,No,No,No,No,No encontrado,"Fondo asumirá las obligaciones especificadas en los apartados anteriores, previa instrucción de expediente para la base del cálculo procedencia. Para el reembolso de las cantidades satisfechas, el Fondo de Garantía Salarial se subrogará"
parte de indemnización,parte,de,indemnización,parte,indemnización,parte de indemnización,No,Sí,Sí,No,Sí,Parcialmente encontrado,"el carácter de créditos privilegiados que les confiere el artículo 32 de esta ley. Si parte de indemnización con los que puedan conservar los trabajadores por la parte no satisfecha por el Fondo,"
instrucción de expediente,instrucción,de,expediente,instrucción,expediente,instrucción de expediente,No,Sí,Sí,Sí,No,Parcialmente encontrado,"5. El Fondo de Garantía Salarial se financiará con las aportaciones efectuadas por todos los instrucción de expediente se refiere el artículo 1.2 de esta ley, tanto si son públicos como privados. El"
carácter de créditos,carácter,de,créditos,carácter,crédito,carácter de crédito,No,No,Sí,No,No,Parcialmente encontrado,"por el Gobierno sobre los salarios que sirvan de base para el cálculo de la carácter de créditos las contingencias derivadas de accidentes de trabajo, enfermedad profesional y desempleo en el sistema de"
tipo de cotización,tipo,de,cotización,tipo,cotización,tipo de cotización,Sí,Sí,No,No,Sí,Encontrado en glosario,que conste la declaración de insolvencia será dictada previa audiencia del Fondo de Garantía Salarial. tipo de cotización a solicitar del Fondo de Garantía Salarial el pago de las prestaciones que resultan de
accidentes de trabajo,accidentes,de,trabajo,accidentes,trabajo,accidentes de trabajo,No,No,Sí,No,No,Parcialmente encontrado,"de las prestaciones que resultan de los apartados anteriores prescribirá al año de la fecha accidentes de trabajo conciliación, sentencia, auto o resolución de la autoridad laboral en que se reconozca la deuda"
insolvencia del empresario,insolvencia,del,empresario,insolvencia,empresario,insolvencia del empresario,No,Sí,Sí,No,No,Parcialmente encontrado,se reconozca la deuda por salarios o se fijen las indemnizaciones. Tal plazo se interrumpirá insolvencia del empresario de las acciones ejecutivas o de reconocimiento del crédito en procedimiento concursal y por las
declaración de insolvencia,declaración,de,insolvencia,declaración,insolvencia,declaración de insolvencia,No,Sí,Sí,Sí,No,Parcialmente encontrado,"Garantía Salarial tendrá la consideración de parte en la tramitación de los procedimientos arbitrales, a declaración de insolvencia las obligaciones previstas en este artículo. 9. El Fondo de Garantía Salarial dispensará la protección"
fecha del acto,fecha,del,acto,fecha,acto,fecha del acto,No,No,Sí,No,No,Parcialmente encontrado,créditos impagados de los trabajadores que ejerzan o hayan ejercido habitualmente su trabajo en España fecha del acto una empresa con actividad en el territorio de al menos dos Estados miembros de la
acto de conciliación,acto,de,conciliación,acto,conciliación,acto de conciliación,Sí,Sí,Sí,No,Sí,Encontrado en glosario,"de los trabajadores que ejerzan o hayan ejercido habitualmente su trabajo en España cuando pertenezcan acto de conciliación con actividad en el territorio de al menos dos Estados miembros de la Unión Europea,"
deuda por salarios,deuda,por,salarios,deuda,salarios,deuda por salarios,No,Sí,No,No,No,Parcialmente encontrado,"con actividad en el territorio de al menos dos Estados miembros de la Unión Europea, deuda por salarios cuales sea España, cuando concurran, conjuntamente, las siguientes circunstancias: a) Que se haya solicitado la"
reconocimiento del crédito,reconocimiento,del,crédito,reconocimiento,crédito,reconocimiento del crédito,No,Sí,Sí,Sí,No,Parcialmente encontrado,"conjuntamente, las siguientes circunstancias: a) Que se haya solicitado la apertura de un procedimiento colectivo reconocimiento del crédito insolvencia del empresario en un Estado miembro distinto de España, previsto por sus disposiciones legales"
crédito en procedimiento,crédito,en,procedimiento,crédito,procedimiento,crédito en procedimiento,No,Sí,Sí,No,Sí,Parcialmente encontrado,"siguientes circunstancias: a) Que se haya solicitado la apertura de un procedimiento colectivo basado en crédito en procedimiento empresario en un Estado miembro distinto de España, previsto por sus disposiciones legales y administrativas,"
consideración de parte,consideración,de,parte,consideración,parte,consideración de parte,No,No,Sí,Sí,No,Parcialmente encontrado,"previsto por sus disposiciones legales y administrativas, que implique el desapoderamiento parcial o total del consideración de parte nombramiento de un síndico o persona que ejerza una función similar. b) Que se acredite"
artículo en relación,artículo,en,relación,artículo,relación,artículo en relación,No,Sí,No,No,Sí,Parcialmente encontrado,"competente, en virtud de dichas disposiciones, ha decidido la apertura del procedimiento; o bien que artículo en relación cierre definitivo de la empresa o el centro de trabajo del empresario, así como la"
empresa con actividad,empresa,con,actividad,empresa,actividad,empresa con actividad,No,Sí,Sí,No,No,Parcialmente encontrado,"el centro de trabajo del empresario, así como la insuficiencia del activo disponible para justificar empresa con actividad procedimiento. Cuando, de acuerdo con los términos establecidos en este apartado, la protección de los"
insolvencia del empresario,insolvencia,del,empresario,insolvencia,empresario,insolvencia del empresario,No,Sí,Sí,No,No,Parcialmente encontrado,de garantía del Estado miembro en el que se tramite el procedimiento colectivo de insolvencia insolvencia del empresario pendientes de pago de los trabajadores y sobre los satisfechos por dicha institución de garantía
apertura del procedimiento,apertura,del,procedimiento,apertura,procedimiento,apertura del procedimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"10. En el supuesto de procedimiento concursal solicitado en España en relación con una empresa apertura del procedimiento el territorio de al menos otro Estado miembro de la Unión Europea, además de España,"
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"en el territorio de al menos otro Estado miembro de la Unión Europea, además de centro de trabajo de Garantía Salarial estará obligado a proporcionar información a la institución de garantía del Estado"
trabajo del empresario,trabajo,del,empresario,trabajo,empresario,trabajo del empresario,No,Sí,Sí,No,No,Parcialmente encontrado,"territorio de al menos otro Estado miembro de la Unión Europea, además de España, el trabajo del empresario Salarial estará obligado a proporcionar información a la institución de garantía del Estado en cuyo"
insuficiencia del activo,insuficiencia,del,activo,insuficiencia,activo,insuficiencia del activo,No,No,Sí,No,No,Parcialmente encontrado,"de la Unión Europea, además de España, el Fondo de Garantía Salarial estará obligado a insuficiencia del activo la institución de garantía del Estado en cuyo territorio los trabajadores de la empresa en"
apertura del procedimiento,apertura,del,procedimiento,apertura,procedimiento,apertura del procedimiento,No,No,Sí,No,Sí,Parcialmente encontrado,el Fondo de Garantía Salarial estará obligado a proporcionar información a la institución de garantía apertura del procedimiento cuyo territorio los trabajadores de la empresa en estado de insolvencia hayan ejercido o ejerzan
institución de garantía,institución,de,garantía,institución,garantía,institución de garantía,No,Sí,Sí,Sí,No,Parcialmente encontrado,"particular, poniendo en su conocimiento los créditos pendientes de pago de los trabajadores, así como institución de garantía el propio Fondo de Garantía Salarial. Asimismo, el Fondo de Garantía Salarial prestará a la"
institución de garantía,institución,de,garantía,institución,garantía,institución de garantía,No,Sí,Sí,Sí,No,Parcialmente encontrado,a la institución de garantía competente la colaboración que le sea requerida en relación con institución de garantía el procedimiento y con el reembolso de las cantidades abonadas a los trabajadores. 11. El
supuesto de procedimiento,supuesto,de,procedimiento,supuesto,procedimiento,supuesto de procedimiento,No,No,Sí,No,Sí,Parcialmente encontrado,"un expediente para la comprobación de la procedencia de los salarios e indemnizaciones reclamados, respetando supuesto de procedimiento los límites previstos en los apartados anteriores. Concluida la instrucción del expediente, el órgano competente"
empresa con actividad,empresa,con,actividad,empresa,actividad,empresa con actividad,No,Sí,Sí,No,No,Parcialmente encontrado,"e indemnizaciones reclamados, respetando en todo caso los límites previstos en los apartados anteriores. Concluida empresa con actividad expediente, el órgano competente dictará resolución en el plazo máximo de tres meses contados desde"
institución de garantía,institución,de,garantía,institución,garantía,institución de garantía,No,Sí,Sí,Sí,No,Parcialmente encontrado,la presentación en forma de la solicitud. La notificación al interesado deberá ser cursada dentro institución de garantía 10 días a partir de la fecha en que el acto haya sido dictado. Transcurrido
empresa en estado,empresa,en,estado,empresa,estado,empresa en estado,No,Sí,Sí,No,No,Parcialmente encontrado,"ser cursada dentro del plazo de 10 días a partir de la fecha en que empresa en estado sido dictado. Transcurrido dicho plazo sin que haya recaído resolución expresa, el solicitante podrá entender"
estado de insolvencia,estado,de,insolvencia,estado,insolvencia,estado de insolvencia,No,Sí,Sí,No,No,Parcialmente encontrado,"dentro del plazo de 10 días a partir de la fecha en que el acto estado de insolvencia Transcurrido dicho plazo sin que haya recaído resolución expresa, el solicitante podrá entender estimada por"
institución de garantía,institución,de,garantía,institución,garantía,institución de garantía,No,Sí,Sí,Sí,No,Parcialmente encontrado,caso pueda obtenerse por silencio el reconocimiento de obligaciones en favor de personas que no institución de garantía beneficia - rias o por cuantía superior a la que resulte por aplicación de los
instrucción del expediente,instrucción,del,expediente,instrucción,expediente,instrucción del expediente,No,Sí,Sí,Sí,No,Parcialmente encontrado,"los límites previstos en los apartados anteriores. En todo caso, a efectos probatorios, se podrá instrucción del expediente acreditativo del silencio producido, en el que se incluirán las obligaciones con cargo al Fondo"
presentación en forma,presentación,en,forma,presentación,forma,presentación en forma,No,No,No,Sí,No,No encontrado,"del silencio producido, en el que se incluirán las obligaciones con cargo al Fondo que, presentación en forma límites previstos en los apartados anteriores, deben entenderse reconocidas. Contra dicha resolución podrá interponerse demanda"
días a partir,días,a,partir,día,partir,día a partir,No,No,No,No,No,No encontrado,"previstos en los apartados anteriores, deben entenderse reconocidas. Contra dicha resolución podrá interponerse demanda ante días a partir del orden social competente en el plazo de dos meses contados desde el día siguiente"
solicitud de reconocimiento,solicitud,de,reconocimiento,solicitud,reconocimiento,solicitud de reconocimiento,No,Sí,Sí,No,Sí,Parcialmente encontrado,"de la notificación si el acto fuera expreso; si no lo fuera, dicho plazo se solicitud de reconocimiento del día siguiente a aquel en que deba entenderse estimada la solicitud conforme a lo"
obligaciones con cargo,obligaciones,con,cargo,obligaciones,cargo,obligaciones con cargo,No,No,Sí,No,No,Parcialmente encontrado,"acto fuera expreso; si no lo fuera, dicho plazo se contará a partir del día obligaciones con cargo en que deba entenderse estimada la solicitud conforme a lo establecido en el apartado anterior"
reconocimiento de obligaciones,reconocimiento,de,obligaciones,reconocimiento,obligaciones,reconocimiento de obligaciones,No,Sí,No,Sí,No,Parcialmente encontrado,a aquel en que deba entenderse estimada la solicitud conforme a lo establecido en el reconocimiento de obligaciones silencio. Sección 5.ª Tiempo de trabajo
obligaciones en favor,obligaciones,en,favor,obligación,favor,obligación en favor,No,Sí,No,No,No,Parcialmente encontrado,en que deba entenderse estimada la solicitud conforme a lo establecido en el apartado anterior obligaciones en favor 5.ª Tiempo de trabajo
favor de personas,favor,de,personas,favor,persona,favor de persona,No,No,Sí,No,No,Parcialmente encontrado,deba entenderse estimada la solicitud conforme a lo establecido en el apartado anterior por silencio. favor de personas de trabajo
vencimiento del plazo,vencimiento,del,plazo,vencimiento,plazo,vencimiento del plazo,No,Sí,Sí,Sí,No,Parcialmente encontrado,vencimiento del plazo
confirmatoria del reconocimiento,confirmatoria,del,reconocimiento,confirmatoria,reconocimiento,confirmatoria del reconocimiento,No,No,Sí,No,Sí,Parcialmente encontrado,confirmatoria del reconocimiento
favor de personas,favor,de,personas,favor,persona,favor de persona,No,No,Sí,No,No,Parcialmente encontrado,favor de personas
obligaciones con cargo,obligaciones,con,cargo,obligaciones,cargo,obligaciones con cargo,No,No,Sí,No,No,Parcialmente encontrado,obligaciones con cargo
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,tiempo de trabajo
