Patrón N+ADJ+PREP+NOUN,Estado,Noun en Glosario,Adj1 en Glosario,N2 en Glosario,N1+Adj1 en Glosario,Adj1 en Lista Específica,Contexto
prestación indemnizatorio a  cargo,Encontrado en glosario,Sí,No,Sí,Sí,No,el artículo 32 de esta ley. Si dichos créditos concurriesen con los que puedan conservar los trabajadores por la parte prestación indemnizatorio a  cargo Salarial
obligación especificada en el apartado,Encontrado en glosario,Sí,No,No,Sí,No,"el Fondo, unos y otros se abonarán a prorrata de sus respectivos importes. 5. El Fondo de Garantía Salarial se obligación especificada en el apartado arial"
aportación efectuado por todo el,Encontrado en glosario,Sí,No,No,Sí,No,"ejecución en la forma establecida por la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social, no se aportación efectuado por todo el ía Salarial"
contingencia derivado de  accidente,Encontrado en glosario,Sí,Sí,Sí,Sí,No,solicitar del Fondo de Garantía Salarial el pago de las prestaciones que resultan de los apartados anteriores prescribirá al año contingencia derivado de  accidente Salarial
forma establecido por el ley,Encontrado en glosario,Sí,No,Sí,Sí,No,salarios o se fijen las indemnizaciones. Tal plazo se interrumpirá por el ejercicio de las acciones ejecutivas o de reconocimiento forma establecido por el ley rantía Salarial
forma legal de  interrupción,Encontrado en glosario,Sí,Sí,Sí,Sí,No,Que se haya solicitado la apertura de un procedimiento colectivo basado en la insolvencia del empresario en un Estado miembro forma legal de  interrupción rantía Salarial
obligación previsto en este artículo,Encontrado en glosario,Sí,No,Sí,Sí,No,parcial o total del empresario y el nombramiento de un síndico o persona que ejerza una función similar. b) Que obligación previsto en este artículo alarial
protección regulado en este artículo,Encontrado en glosario,Sí,No,Sí,Sí,No,"función similar. b) Que se acredite que la autoridad competente, en virtud de dichas disposiciones, ha decidido la apertura del protección regulado en este artículo alarial"
crédito impagado de el trabajador,Encontrado en glosario,Sí,No,Sí,Sí,No,"competente, en virtud de dichas disposiciones, ha decidido la apertura del procedimiento; o bien que ha comprobado el cierre definitivo crédito impagado de el trabajador a Salarial"
cierre definitivo de el empresa,Encontrado en glosario,Sí,No,Sí,Sí,No,procedimiento concursal solicitado en España en relación con una empresa con actividad en el territorio de al menos otro Estado cierre definitivo de el empresa tía Salarial
término establecido en este apartado,Encontrado en glosario,Sí,No,No,Sí,No,obligado a proporcionar información a la institución de garantía del Estado en cuyo territorio los trabajadores de la empresa en término establecido en este apartado alarial
procedimiento colectivo de  insolvencia,Encontrado en glosario,Sí,Sí,Sí,Sí,Sí,"pendientes de pago de los trabajadores, así como los satisfechos por el propio Fondo de Garantía Salarial. Asimismo, el Fondo procedimiento colectivo de  insolvencia rial"
crédito pendiente de  pago,Encontrado en glosario,Sí,No,Sí,Sí,No,"así como los satisfechos por el propio Fondo de Garantía Salarial. Asimismo, el Fondo de Garantía Salarial prestará a la crédito pendiente de  pago Garantía Salarial"
cantidad abonada a el trabajador,Parcialmente encontrado,No,No,Sí,No,No,la colaboración que le sea requerida en relación con su intervención en el procedimiento y con el reembolso de las cantidad abonada a el trabajador ía Salarial
crédito pendiente de  pago,Encontrado en glosario,Sí,No,Sí,Sí,No,"acto haya sido dictado. Transcurrido dicho plazo sin que haya recaído resolución expresa, el solicitante podrá entender estimada por silencio crédito pendiente de  pago Garantía Salarial"
cantidad abonada a el trabajador,Parcialmente encontrado,No,No,Sí,No,No,- rias o por cuantía superior a la que resulte por aplicación de los límites previstos en los apartados anteriores. cantidad abonada a el trabajador ía Salarial
límite previsto en el apartado,No encontrado,No,No,No,No,No,"de la obligación, en favor de personas que puedan ser legalmente beneficiarias y dentro de los límites previstos en los límite previsto en el apartado ntía Salarial"
mes contado desde el presentación,No encontrado,No,No,No,No,No,"a efectos probatorios, se podrá solicitar un certificado acreditativo del silencio producido, en el que se incluirán las obligaciones con mes contado desde el presentación a Salarial"
cuantir superior a el que,Encontrado en glosario,Sí,Sí,No,Sí,No,establecido en el apartado anterior por silencio. Sección 5.ª Tiempo de trabajo cuantir superior a el que Garantía Salarial
límite previsto en el apartado,No encontrado,No,No,No,No,No,de trabajo límite previsto en el apartado ntía Salarial
límite previsto en el apartado,No encontrado,No,No,No,No,No,límite previsto en el apartado ntía Salarial
límite previsto en el apartado,No encontrado,No,No,No,No,No,límite previsto en el apartado ntía Salarial
órgano jurisdiccional del  orden,Encontrado en glosario,Sí,Sí,Sí,Sí,No,órgano jurisdiccional del  orden ía Salarial
mes contado desde el día,Parcialmente encontrado,No,No,Sí,No,No,mes contado desde el día e Garantía Salarial
apartado anterior por  silencio,Parcialmente encontrado,No,No,Sí,No,No,apartado anterior por  silencio tía Salarial
