Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
cantidades satisfechas,No encontrado,No,No,No,No,"y otros se abonarán a prorrata de sus respectivos importes. . el fondo de garantía salarial se financiará con las cantidades satisfechas por todos los empresarios a que se refiere el artículo . de esta ley, tanto"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"de sus respectivos importes. . el fondo de garantía salarial se financiará con las aportaciones efectuadas por todos los empresarios garantía salarial se refiere el artículo . de esta ley, tanto si son públicos como privados. el"
créditos privilegiados,Parcialmente encontrado,No,Sí,No,No,"los empresarios a que se refiere el artículo . de esta ley, tanto si son públicos como privados. el tipo créditos privilegiados se fijará por el gobierno sobre los salarios que sirvan de base para el cálculo"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"de trabajo, enfermedad profesional y desempleo en el sistema de la seguridad social. . a los efectos de este artículo garantía salarial que existe insolvencia del empresario cuando, instada la ejecución en la forma establecida por la"
aportaciones efectuadas,No encontrado,No,No,No,No,"en el sistema de la seguridad social. . a los efectos de este artículo se entiende que existe insolvencia del aportaciones efectuadas instada la ejecución en la forma establecida por la ley /, de de octubre, reguladora"
contingencias derivadas,No encontrado,No,No,No,No,créditos laborales. la resolución en que conste la declaración de insolvencia será dictada previa audiencia del fondo de garantía salarial. contingencias derivadas derecho a solicitar del fondo de garantía salarial el pago de las prestaciones que resultan
enfermedad profesional,Encontrado en glosario,Sí,No,Sí,Sí,la declaración de insolvencia será dictada previa audiencia del fondo de garantía salarial. . el derecho a solicitar del fondo enfermedad profesional salarial el pago de las prestaciones que resultan de los apartados anteriores prescribirá al año
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"fondo de garantía salarial. . el derecho a solicitar del fondo de garantía salarial el pago de las prestaciones que seguridad social los apartados anteriores prescribirá al año de la fecha del acto de conciliación, sentencia, auto"
forma establecida,No encontrado,No,No,No,No,"anteriores prescribirá al año de la fecha del acto de conciliación, sentencia, auto o resolución de la autoridad laboral en forma establecida reconozca la deuda por salarios o se fijen las indemnizaciones. tal plazo se interrumpirá por"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,resolución de la autoridad laboral en que se reconozca la deuda por salarios o se fijen las indemnizaciones. tal plazo jurisdicción social por el ejercicio de las acciones ejecutivas o de reconocimiento del crédito en procedimiento concursal
créditos laborales,Parcialmente encontrado,No,Sí,Sí,Sí,por salarios o se fijen las indemnizaciones. tal plazo se interrumpirá por el ejercicio de las acciones ejecutivas o de créditos laborales crédito en procedimiento concursal y por las demás formas legales de interrupción de la prescripción.
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"de reconocimiento del crédito en procedimiento concursal y por las demás formas legales de interrupción de la prescripción. . el garantía salarial garantía salarial tendrá la consideración de parte en la tramitación de los procedimientos arbitrales, a"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"formas legales de interrupción de la prescripción. . el fondo de garantía salarial tendrá la consideración de parte en la garantía salarial los procedimientos arbitrales, a efectos de asumir las obligaciones previstas en este artículo. . el"
apartados anteriores,No encontrado,No,No,No,No,"garantía salarial tendrá la consideración de parte en la tramitación de los procedimientos arbitrales, a efectos de asumir las obligaciones apartados anteriores este artículo. . el fondo de garantía salarial dispensará la protección regulada en este artículo"
autoridad laboral,Parcialmente encontrado,No,Sí,Sí,Sí,previstas en este artículo. . el fondo de garantía salarial dispensará la protección regulada en este artículo en relación con autoridad laboral impagados de los trabajadores que ejerzan o hayan ejercido habitualmente su trabajo en españa cuando
acciones ejecutivas,Parcialmente encontrado,No,Sí,No,No,"trabajadores que ejerzan o hayan ejercido habitualmente su trabajo en españa cuando pertenezcan a una empresa con actividad en el acciones ejecutivas al menos dos estados miembros de la unión europea, uno de los cuales sea españa,"
formas legales,Parcialmente encontrado,No,No,Sí,No,"una empresa con actividad en el territorio de al menos dos estados miembros de la unión europea, uno de los formas legales españa, cuando concurran, conjuntamente, las siguientes circunstancias: a que se haya solicitado la apertura de"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"miembros de la unión europea, uno de los cuales sea españa, cuando concurran, conjuntamente, las siguientes circunstancias: a que se garantía salarial la apertura de un procedimiento colectivo basado en la insolvencia del empresario en un estado"
procedimientos arbitrales,Parcialmente encontrado,No,Sí,No,No,"concurran, conjuntamente, las siguientes circunstancias: a que se haya solicitado la apertura de un procedimiento colectivo basado en la insolvencia procedimientos arbitrales en un estado miembro distinto de españa, previsto por sus disposiciones legales y administrativas, que"
obligaciones previstas,Parcialmente encontrado,No,Sí,No,No,"haya solicitado la apertura de un procedimiento colectivo basado en la insolvencia del empresario en un estado miembro distinto de obligaciones previstas por sus disposiciones legales y administrativas, que implique el desapoderamiento parcial o total del empresario"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"la insolvencia del empresario en un estado miembro distinto de españa, previsto por sus disposiciones legales y administrativas, que implique garantía salarial parcial o total del empresario y el nombramiento de un síndico o persona que ejerza"
protección regulada,No encontrado,No,No,No,No,"en un estado miembro distinto de españa, previsto por sus disposiciones legales y administrativas, que implique el desapoderamiento parcial o protección regulada empresario y el nombramiento de un síndico o persona que ejerza una función similar. b"
créditos impagados,Parcialmente encontrado,No,Sí,No,No,"sus disposiciones legales y administrativas, que implique el desapoderamiento parcial o total del empresario y el nombramiento de un síndico créditos impagados que ejerza una función similar. b que se acredite que la autoridad competente, en virtud"
procedimiento colectivo,Parcialmente encontrado,No,Sí,Sí,No,"trabajo del empresario, así como la insuficiencia del activo disponible para justificar la apertura del procedimiento. cuando, de acuerdo con procedimiento colectivo establecidos en este apartado, la protección de los créditos impagados corresponda al fondo de garantía"
miembro distinto,No encontrado,No,No,No,No,"justificar la apertura del procedimiento. cuando, de acuerdo con los términos establecidos en este apartado, la protección de los créditos miembro distinto al fondo de garantía salarial, este solicitará informa - ción de la institución de garantía"
disposiciones legales,Parcialmente encontrado,No,Sí,Sí,No,"con los términos establecidos en este apartado, la protección de los créditos impagados corresponda al fondo de garantía salarial, este disposiciones legales - ción de la institución de garantía del estado miembro en el que se tramite"
desapoderamiento parcial,Parcialmente encontrado,No,No,Sí,Sí,"protección de los créditos impagados corresponda al fondo de garantía salarial, este solicitará informa - ción de la institución de desapoderamiento parcial estado miembro en el que se tramite el procedimiento colectivo de insolvencia sobre los créditos"
función similar,No encontrado,No,No,No,No,la institución de garantía del estado miembro en el que se tramite el procedimiento colectivo de insolvencia sobre los créditos función similar pago de los trabajadores y sobre los satisfechos por dicha institución de garantía y pedirá
autoridad competente,Parcialmente encontrado,No,Sí,No,No,que se tramite el procedimiento colectivo de insolvencia sobre los créditos pendientes de pago de los trabajadores y sobre los autoridad competente dicha institución de garantía y pedirá su colaboración para garantizar que las cantidades abonadas a
cierre definitivo,No encontrado,No,No,No,No,"dicha institución de garantía y pedirá su colaboración para garantizar que las cantidades abonadas a los trabajadores sean tenidas en cierre definitivo el procedimiento, así como para conseguir el reembolso de dichas cantidades. . en el supuesto"
activo disponible,Parcialmente encontrado,No,Sí,No,No,"tenidas en cuenta en el procedimiento, así como para conseguir el reembolso de dichas cantidades. . en el supuesto de activo disponible solicitado en españa en relación con una empresa con actividad en el territorio de al"
términos establecidos,Parcialmente encontrado,No,Sí,No,No,". en el supuesto de procedimiento concursal solicitado en españa en relación con una empresa con actividad en el territorio términos establecidos menos otro estado miembro de la unión europea, además de españa, el fondo de garantía"
créditos impagados,Parcialmente encontrado,No,Sí,No,No,"en relación con una empresa con actividad en el territorio de al menos otro estado miembro de la unión europea, créditos impagados españa, el fondo de garantía salarial estará obligado a proporcionar información a la institución de"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"actividad en el territorio de al menos otro estado miembro de la unión europea, además de españa, el fondo de garantía salarial estará obligado a proporcionar información a la institución de garantía del estado en cuyo territorio"
procedimiento colectivo,Parcialmente encontrado,No,Sí,Sí,No,"estará obligado a proporcionar información a la institución de garantía del estado en cuyo territorio los trabajadores de la empresa procedimiento colectivo de insolvencia hayan ejercido o ejerzan habitualmente su trabajo, en particular, poniendo en su conocimiento"
créditos pendientes,Parcialmente encontrado,No,Sí,No,No,"la institución de garantía del estado en cuyo territorio los trabajadores de la empresa en estado de insolvencia hayan ejercido créditos pendientes habitualmente su trabajo, en particular, poniendo en su conocimiento los créditos pendientes de pago de"
cantidades abonadas,No encontrado,No,No,No,No,"trabajo, en particular, poniendo en su conocimiento los créditos pendientes de pago de los trabajadores, así como los satisfechos por cantidades abonadas fondo de garantía salarial. asimismo, el fondo de garantía salarial prestará a la institución de"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"a los trabajadores. . el fondo procederá a la instrucción de un expediente para la comprobación de la procedencia de garantía salarial e indemnizaciones reclamados, respetando en todo caso los límites previstos en los apartados anteriores. concluida"
créditos pendientes,Parcialmente encontrado,No,Sí,No,No,órgano competente dictará resolución en el plazo máximo de tres meses contados desde la presentación en forma de la solicitud. créditos pendientes al interesado deberá ser cursada dentro del plazo de días a partir de la fecha
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"de la solicitud. la notificación al interesado deberá ser cursada dentro del plazo de días a partir de la fecha garantía salarial el acto haya sido dictado. transcurrido dicho plazo sin que haya recaído resolución expresa, el"
garantía salarial,Parcialmente encontrado,No,Sí,Sí,Sí,"ser cursada dentro del plazo de días a partir de la fecha en que el acto haya sido dictado. transcurrido garantía salarial sin que haya recaído resolución expresa, el solicitante podrá entender estimada por silencio administrativo la"
garantía competente,Parcialmente encontrado,No,Sí,No,No,a partir de la fecha en que el acto haya sido dictado. transcurrido dicho plazo sin que haya recaído resolución garantía competente solicitante podrá entender estimada por silencio administrativo la solicitud de reconocimiento de las obligaciones con
cantidades abonadas,No encontrado,No,No,No,No,"solicitante podrá entender estimada por silencio administrativo la solicitud de reconocimiento de las obligaciones con cargo al fondo, sin que cantidades abonadas caso pueda obtenerse por silencio el reconocimiento de obligaciones en favor de personas que no"
indemnizaciones reclamados,Parcialmente encontrado,No,Sí,No,No,silencio el reconocimiento de obligaciones en favor de personas que no puedan ser legalmente beneficia - rias o por cuantía indemnizaciones reclamados la que resulte por aplicación de los límites previstos en los apartados anteriores. la resolución
límites previstos,No encontrado,No,No,No,No,personas que no puedan ser legalmente beneficia - rias o por cuantía superior a la que resulte por aplicación de límites previstos previstos en los apartados anteriores. la resolución expresa posterior al vencimiento del plazo solo podrá
apartados anteriores,No encontrado,No,No,No,No,ser legalmente beneficia - rias o por cuantía superior a la que resulte por aplicación de los límites previstos en apartados anteriores anteriores. la resolución expresa posterior al vencimiento del plazo solo podrá dictarse de ser confirmatoria
órgano competente,Parcialmente encontrado,No,Sí,No,No,"la que resulte por aplicación de los límites previstos en los apartados anteriores. la resolución expresa posterior al vencimiento del órgano competente podrá dictarse de ser confirmatoria del reconocimiento de la obligación, en favor de personas que"
plazo máximo,Parcialmente encontrado,No,Sí,No,No,"los límites previstos en los apartados anteriores. la resolución expresa posterior al vencimiento del plazo solo podrá dictarse de ser plazo máximo reconocimiento de la obligación, en favor de personas que puedan ser legalmente beneficiarias y dentro"
meses contados,No encontrado,No,No,No,No,los apartados anteriores. la resolución expresa posterior al vencimiento del plazo solo podrá dictarse de ser confirmatoria del reconocimiento de meses contados en favor de personas que puedan ser legalmente beneficiarias y dentro de los límites previstos
silencio administrativo,Encontrado en glosario,Sí,Sí,Sí,No,"acreditativo del silencio producido, en el que se incluirán las obligaciones con cargo al fondo que, dentro de los límites silencio administrativo los apartados anteriores, deben entenderse reconocidas. contra dicha resolución podrá interponerse demanda ante el órgano"
cuantía superior,Parcialmente encontrado,No,Sí,Sí,No,"competente en el plazo de dos meses contados desde el día siguiente al de la notificación si el acto fuera cuantía superior no lo fuera, dicho plazo se contará a partir del día siguiente a aquel en"
límites previstos,No encontrado,No,No,No,No,"día siguiente al de la notificación si el acto fuera expreso; si no lo fuera, dicho plazo se contará a límites previstos día siguiente a aquel en que deba entenderse estimada la solicitud conforme a lo establecido"
apartados anteriores,No encontrado,No,No,No,No,"la notificación si el acto fuera expreso; si no lo fuera, dicho plazo se contará a partir del día siguiente apartados anteriores en que deba entenderse estimada la solicitud conforme a lo establecido en el apartado anterior"
límites previstos,No encontrado,No,No,No,No,anterior por silencio. sección .ª tiempo de trabajo límites previstos
apartados anteriores,No encontrado,No,No,No,No,.ª tiempo de trabajo apartados anteriores
efectos probatorios,Parcialmente encontrado,No,Sí,No,No,efectos probatorios
silencio producido,Parcialmente encontrado,No,Sí,No,No,silencio producido
límites previstos,No encontrado,No,No,No,No,límites previstos
apartados anteriores,No encontrado,No,No,No,No,apartados anteriores
órgano jurisdiccional,Parcialmente encontrado,No,Sí,Sí,No,órgano jurisdiccional
orden social,Parcialmente encontrado,No,Sí,Sí,Sí,orden social
meses contados,No encontrado,No,No,No,No,meses contados
día siguiente,No encontrado,No,No,No,No,día siguiente
día siguiente,No encontrado,No,No,No,No,día siguiente
apartado anterior,No encontrado,No,No,No,No,apartado anterior
